{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '地理位置不错，离码头很近', '短评打分': 4}
{'短评内容': '意外的有早餐，自助的还可以，主要离邮轮码头近，很方便～嘿嘿', '短评打分': 5}
{'短评内容': '早餐还可以，是为了去港口才预定的这里，房间比较偏老式的装修，但是还可以，价格偏高', '短评打分': 4}
{'短评内容': '酒店设施齐全比较方便。', '短评打分': 4}
{'短评内容': '还不错，值得推荐。', '短评打分': 5}
{'短评内容': '还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行', '短评打分': 5}
{'短评内容': '无感 唉唉啊唉唉', '短评打分': 5}
{'短评内容': '为了坐游轮定的房间，好像是周边最不错的房间了，装修比较陈旧，但是卫生还可以，酒店后门有免费停车场，有早餐可以吃，虽然很一般。', '短评打分': 4}
{'短评内容': '内部环境非常好，周边也配套设施也不错。', '短评打分': 5}
{'短评内容': '第二天坐游轮，交通特别方便！', '短评打分': 5}
{'短评内容': '还不错，有点旧', '短评打分': 3}
{'短评内容': '主要离宝山体育馆近才选的这里。', '短评打分': 4}
{'短评内容': '基本满意，有待提高，呵呵，加油吧', '短评打分': 4}
{'短评内容': '出差到宝山区都住这里，还好吧！位置旺中带静，交通便利。卫生一般，服务还可以，早餐选择太少。', '短评打分': 4}
{'短评内容': '服务质量良好，周边环境一般，停车稍难，希酒店注意合理安排停车。', '短评打分': 4}
{'短评内容': '卫生情况不错，餐饮服务到位，服务情况良好。', '短评打分': 4}
{'短评内容': '非常一般的房间，不推荐', '短评打分': 3}
{'短评内容': '如果住宝山区，红露圆是不错的选择。', '短评打分': 3}
{'短评内容': '酒店房间还不错，性价比值得，下次可能还会选择住这里', '短评打分': 5}
{'短评内容': '一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般', '短评打分': 1}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '房间还干净，但不能上网，给我造成了很大的困难。', '短评打分': 1}
{'短评内容': '酒店的配置硬件像是电器这些都很好，感觉还不错了，软件的话需要加强一下管理。', '短评打分': 5}
{'短评内容': '位置很偏，价格比较优惠。性价比还好吧。', '短评打分': 5}
{'短评内容': '酒店卫生还不错。房间打扫的还算是干净。其它都比较一般。', '短评打分': 5}
{'短评内容': '周围环境很好，很安静。晚上休息很舒适。', '短评打分': 5}
{'短评内容': '房间设施不错，我就看电视这么一个爱好，电视频道挺多的，满意，嘿嘿。', '短评打分': 5}
{'短评内容': '服务员定期打扫房间，随时想打扫通知他们就可以，算是热情周到吧。', '短评打分': 5}
{'短评内容': '床上有点单薄，不过问服务员加了被褥之后就好了，态度还是很好的。', '短评打分': 5}
{'短评内容': '刚到酒店，就被服务员很热情的迎接了进来，帮着拿行李，送我们去客房，服务没的说。', '短评打分': 5}
{'短评内容': '东西不太能吃的惯，房间倒还好，蛮适应的，挺舒服。', '短评打分': 5}
{'短评内容': '酒店感觉还可以，设施和房间的卫生和它的价格还是比较匹配的，服务也还行，位置还挺好找的，酒店的价格还是比较能接受的，性价比还是挺高的。比较不错的酒店。', '短评打分': 5}
{'短评内容': '性价比很高，酒店赠送水果太小气了，体验按摩也没有。酒店的环境还是比较不错的，还是值得推荐入住的。', '短评打分': 3}
