{'descr': '很好', 'star': 5}
{'descr': '呵呵。要求的窗户。无烟都没有。房间在最里面，不仅小而且憋屈。和图片完全不一样。差评不建议去。呵呵呵呵', 'star': 3}
{'descr': '地方有点小  其他还好', 'star': 5}
{'descr': '世界上绝对绝对绝对看得开', 'star': 5}
{'descr': '房间太小了～价格贵～热水来的太慢～下次不来了', 'star': 3}
{'descr': '满意满意满意满意满意满意满意满意', 'star': 5}
{'descr': '很好不错很好', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '卫生间不太好 门有问题 总体上一般般还可以 ………不过门口哪来这么多的小卡片啊…………前台服务还不错', 'star': 4}
{'descr': '太小太压抑', 'star': 4}
{'descr': '还不错、出行方便', 'star': 5}
{'descr': '还可以吧，就是房间小了点', 'star': 5}
{'descr': '还可以吧，蛮干净的，就是房间有点小', 'star': 3}
{'descr': '服务员很热情，设施一般，毕竟有点年头了', 'star': 4}
{'descr': '地段可以，但是酒店设施太差，毛巾不干净，两块黄色', 'star': 3}
{'descr': '地方太小不爽', 'star': 4}
{'descr': '房间太小还干净', 'star': 3}
{'descr': '地理位置优越,环境很干净,周边交通非常便利,离旅游景点非常近,下次还会选择。', 'star': 3}
{'descr': '服务很好，但是热水不足', 'star': 3}
{'descr': '大小一般 没有窗 价格高 不是很好。。。', 'star': 1}
{'descr': '地方小了点,不过挺干净的~重点是靠着学校,交通方便 ', 'star': 5}
{'descr': '还可以，离扬州大学很近，附近很多吃的东西，只是房间小了点', 'star': 5}
{'descr': '还可以，就是有点小', 'star': 3}
{'descr': '还可以，周围有吃东西的地方对面就是水果店，就是房间有点小，光线比较暗。照片好像传不上。', 'star': 3}
{'descr': '位置很好,房间小了点,还是挺干净的,没有泊车位.', 'star': 5}
{'descr': '酒店靠近扬州大学，旁边就是美食一条街，比较方便。酒店房间还算干净，性价比较高', 'star': 5}
{'descr': '不错，离扬州大学挺近的 价格也还行  床一个人睡够了  比较干净和安静 ', 'star': 5}
{'descr': '整体干净整洁 我选的没窗房 还算可以\n但是空间小 外拉的厕所门感觉很不方便', 'star': 5}
{'descr': '房间好小，床是1米5的，放下床地方就很小，无窗很闷', 'star': 5}
{'descr': '不错的~~只是有点儿小，不过算是相当干净。关键是方便，就在扬州大学旁边。', 'star': 5}
{'descr': '总体来说还不错，下次还会住这个地方。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '这家房间特别的小，我住的大床房，床还成，整个房间除了床几乎没没空间了…最多10平米吧，以后肯定不会住这家了……', 'star': 3}
{'descr': '酒店不错，很舒服', 'star': 3}
{'descr': '不错的酒店。早餐也不错。\n只是空调声音大了些，可以忍受', 'star': 5}
{'descr': '酒店环境清静、周边比较繁华…整体不错…', 'star': 3}
{'descr': '非常不错，服务好', 'star': 3}
{'descr': '挺不错的，嘻嘻', 'star': 3}
{'descr': '服务不错的，很干净啊。就是小了些啊，呵呵', 'star': 3}
{'descr': '交通比较方便，离重庆图书馆很近，很有文化气息，酒店服务热情。自助餐（早餐）品种挺多。', 'star': 5}
{'descr': '房间布置的很温馨，床品也很舒服，房间大小还行，服务员挺热情。', 'star': 5}
{'descr': '还好啦，房间有点小，只在房间睡了3个小时，实在没啥感觉。', 'star': 1}
{'descr': '房间很温馨,住的529,房间位置也挺喜欢的,下次换个色系感受下,', 'star': 5}
{'descr': '总体感觉还是不错的，房间都还可以，性价比高，酒店的服务员态度不是很好，汉庭一向都是微笑服务，不知道这家酒店是怎么回事~~~~', 'star': 5}
{'descr': '就在要去的地方对面，方便倒是方便，不过早餐不怎么样，这个档次也可以理解', 'star': 5}
{'descr': '酒店服务很规范，整体环境干净整洁，楼下的六必居餐饮也很可口，总之一切很方便。不足之处就是房间小了些（我住的是单人商务间），空调效果一般。', 'star': 5}
{'descr': '还可以，下次来我还住。早餐也不错', 'star': 3}
{'descr': '还不错，虽然房间是有柱子，但毕竟是特价的\n物有所值\n值得推荐', 'star': 5}
{'descr': '比较喜欢这个酒店，设施都很不错，住的也很舒适，性价比也不错，值得推荐', 'star': 5}
{'descr': '位置可以，宾馆旁边就是沃尔玛超市，对面是重庆图书馆，交通也还行，就是宾馆卫生间很小，感觉很不舒坦。', 'star': 5}
{'descr': '态度蛮好的.', 'star': 3}
{'descr': '酒店里面的环境还蛮好，就是早餐差些，服务也很好，房间也是新装修的还是蛮好的。', 'star': 5}
{'descr': '房间尚可', 'star': 3}
{'descr': '总体还可以吧，就是办理入住手续时等待时间比较长。', 'star': 5}
{'descr': '不错的经济型酒店。性价比还不错。还是可以住的。', 'star': 5}
{'descr': '从走到前台开始，整个入住过程，服务员都在推销他们酒店的会员卡，不厌其烦地推销。最后给我的房间在一楼，蚊子相当的多……\r\n', 'star': 1}
{'descr': '非常喜欢橡树林的装修风格,性价比非常高!', 'star': 5}
{'descr': '设施方面和美国境内的Days Inn这样经济型酒店非常类似——温馨、舒适、实用。\r\n\r\n酒店和附近的超市公用停车场，停车相当方便。\r\n\r\n', 'star': 5}
{'descr': '性价比挺高的，离三军大和西南医院很近，附近有沃尔玛，对面的红油火锅很好吃\n就是洗手间稍微小了点', 'star': 5}
{'descr': '服务很好，酒店设施也很全。', 'star': 5}
{'descr': '不错，性价比很高的经济型酒店，环境很好，设计风格比较适合女孩子，哈哈', 'star': 5}
{'descr': '环境不错\u3000干净', 'star': 5}
{'descr': '房间挺干净，大厅看着挺漂亮的，就是前台入住时间太长，希望有所改进。', 'star': 3}
{'descr': '酒店很浓的英伦风，地里位置不错，就是入住时入住时间用了很长时间，希望有所改进.', 'star': 5}
{'descr': '酒店房间有点小，前台接待态度不怎么好，其他还不错！', 'star': 5}
{'descr': '房间的布置很田园，总体上也很干净卫生，不过大床房的大床仍显小了一点。', 'star': 5}
{'descr': '整体很温馨、购物吃饭很方便、价格很超值！不错，值得推荐。', 'star': 5}
{'descr': '酒店很好 下次还会入住', 'star': 5}
{'descr': '橡树林酒店环境很好 非常满意 下次一定再次入住', 'star': 5}
{'descr': '周边环境不错，离西南医院很近，有个沃尔玛超市，肯德基，性价比不错', 'star': 5}
{'descr': '位置、卫生还不错，不过早餐太差了！~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '还行吧...................', 'star': 5}
{'descr': '不错的酒店，去西南医院办事最佳的选择。就是网速有点慢，另外装修风格女生应该很喜欢，男的住有点奇怪', 'star': 5}
{'descr': '硬件设施不错，服务员素质有待加强。', 'star': 5}
{'descr': '真的是很不错，房间虽然不是很大，但是舒适温馨，楼下就是沃尔玛超市，还有很多快餐，下次还会入住', 'star': 5}
{'descr': '性价比不错的', 'star': 5}
{'descr': '环境不错，也很干净，旁边就是沃尔玛，不过酒店的早餐一般。', 'star': 5}
{'descr': '外出旅游挺不错的选择，最主要干净，房间小了点。', 'star': 3}
{'descr': '除了房间小了点以外，别的都还不错的，挺干净的。离市中心也就一个起步费，总体感觉还是不错的。', 'star': 5}
{'descr': '订的227元的大床房间，给我的是门市价219元的特价房，面积小于10平米而且无床，前台开始准备给我个有窗的房间，后来不知何故换成了这间，我看了房间后，去前台表示我的不满，前台居然耍无赖的说，她们这里就是这样的，这里是扬州三家汉庭里最差，这是我见过的经济型酒店里最差的前台。', 'star': 1}
