{'短评内容': '因为东腾办事怕第二天从其它酒店赶过来孩子太累就直接订了这个酒店唉', '短评打分': 2}
{'短评内容': '严重的价高质次。网络出奇的差，早餐就是从外面买回来的包子和豆浆，网上价格是160，可前台按168来收。不推荐入住，除非你有钱又对居住环境不讲究。', '短评打分': 3}
{'短评内容': '住宿条件一般，这个价位也就这样。主要被其中一个前台给恶心到了。虽然说人坏话不好，实在是该说！', '短评打分': 1}
{'短评内容': '毛巾上有长头发！走廊漏雨，很差的一次住宿体验。', '短评打分': 1}
{'短评内容': '早上开发票前台说99的不赚钱，不给开。一大早就给恶心到了。住宿条件这么差，给99都嫌多余。', '短评打分': 1}
{'短评内容': '性价比超高', '短评打分': 5}
{'短评内容': '性价比很高！', '短评打分': 5}
{'短评内容': '还行', '短评打分': 4}
{'短评内容': '不错，环境还可以，周边比较安静', '短评打分': 3}
{'短评内容': '房间装修时间有点长了，所以有点陈旧。也就那样马马虎虎。', '短评打分': 3}
{'短评内容': '一般', '短评打分': 4}
{'短评内容': '好好好', '短评打分': 5}
{'短评内容': '房间很干净，也很安静，非常喜欢。而且还有早餐，虽然比较简单，但是还是吃的很舒服。推荐哦！8错！', '短评打分': 5}
{'短评内容': '还不错，虽然离三星的标准还有些距离，但是整体环境不错，而且离学校很近，这是最重要的，建议在常州电大考试的人首选噢', '短评打分': 5}
{'短评内容': '太老了，太旧了，唯一的优点就是网速快，服务一般', '短评打分': 1}
{'短评内容': '在市中心,地理位置很好,但很安静,就是早餐需要提高.', '短评打分': 5}
{'短评内容': '酒店还不错，性价比很高，还可以。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '周边交通便利,停车免费,床有些硬,希望能够改进.', '短评打分': 5}
{'短评内容': '地理位置不错,交通便利,就是早餐不好,希望能够改进.', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '酒店装修不久，周围吃饭方便，有好又多超市，还有7+7，肯德鸡，打的到火车站起步价多一点。价格合理。。。。。', '短评打分': 5}
{'短评内容': '很好，交通方便，附近有超市和KFC。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '还是蛮好的', '短评打分': 3}
{'短评内容': '交通方便，酒店卫生很好，很干净，周边有超市和肯德基', '短评打分': 5}
{'短评内容': '很好 吃饭   什么的都有   里面也很干净很超值.推荐下', '短评打分': 5}
{'短评内容': '环境一般化，还行，电水壶太恶心，太旧啦，掉皮啦。', '短评打分': 3}
{'短评内容': '离市中心很近,周边也很安静,唯一不足的是早餐太差,希望能改进.', '短评打分': 5}
{'短评内容': '价格便宜，但是床好硬啊~真的不是我挑剔。。。睡不惯硬床的还是去别家吧~电视机差了点，其他都不错，卫生也很好，隔音有点差，不过当初住的是最角落的一间，也很安静', '短评打分': 5}
{'短评内容': '不好 象招待所 房间一般 电视机老掉牙 下次在也不住了', '短评打分': 1}
{'短评内容': '外面看上去很破，里面还不错，卫生很不错，服务员态度各方面也很好。\n\n大床房B里面还有牌桌，这个比较喜欢的，人多可以打牌，可是床好硬，太硬了，电视机的音效也比较差，会有兹啦兹啦的声音', '短评打分': 5}
{'短评内容': '住的环境还可以，早饭单调了一点，不过便宜的', '短评打分': 5}
{'短评内容': '地理位置不错，就是早餐实在太差，希望能够改进．', '短评打分': 5}
{'短评内容': '经济，。。。。。。。。。。。。。。。。。。。。。。。。卫生', '短评打分': 5}
{'短评内容': '早餐太差了,简直不知道该怎么说,都是买来的速冻早点.', '短评打分': 1}
{'短评内容': '装修结束了,不再干扰休息了,希望早餐改进,实在太差了.', '短评打分': 5}
{'短评内容': '地理位置不错,早餐太差了,服务还行,床有一些硬.', '短评打分': 5}
{'短评内容': '周边挺热闹的，房间设施一般，卫生也一般，房间里面有股味道', '短评打分': 5}
{'短评内容': '不太满意，卫生间的门是坏的，地上也不是很干净，淋浴房的玻璃移门也不好，害我匆忙洗一下就完事，房间里倒是挺干净的，不过床很硬，早餐就更不提了，下次不会再去了。', '短评打分': 1}
{'短评内容': '地址位置很好，旁边就是超市，很方便！酒店设施还可以！', '短评打分': 5}
{'短评内容': '干净整洁，环境安静，离火车站和高铁站都不远，如果要住经济型酒店，我认为不错。', '短评打分': 5}
{'短评内容': '酒店凑合，的确遇到了浴室积水的问题。\n酒店的门不在路口，不太好找', '短评打分': 5}
{'短评内容': '外面看上去很破~！但是房间很不错~！干净~！\n很舒服~~！', '短评打分': 5}
{'短评内容': '满意，里面工作人员很好。很热情。就是浴室的下水道有点阻塞，可能就是我们住的那个房间吧。其他都很好。', '短评打分': 5}
{'短评内容': '不错~~~卫生和服务都还不错，位置也很好，靠近南大街，唯一不足就是房子旧了点，不过整体而言性价比还是很高的，还有早饭吃哦~~~呵呵，下次还来', '短评打分': 5}
{'短评内容': '设施不怎么样,卫生条件也不怎么样，装潢也已经落后，', '短评打分': 5}
{'短评内容': '房间干净  性价比很高', '短评打分': 5}
{'短评内容': '房间比较宽敞，配套设施不错.服务也很到位,整体感觉非常好.', '短评打分': 5}
{'短评内容': '可酒店条件还不错,就是服务人员普遍都是年龄偏大,好像少了些年轻的气息.不过也有好处,他们会更细心.', '短评打分': 5}
{'短评内容': '酒店给我们安排的房间卫生条件很好,而且菜品味道都还不错,我们住在这还是感觉很方便的.', '短评打分': 5}
{'短评内容': '洗手间地面看起来有点不舒服，我住的房间浴室下水不太好，前台服务态度还算不错，不过在常州这个价格还是可以接受的。', '短评打分': 5}
{'短评内容': '酒店位置还不错,周边出行很方便,而且室内条件也还不错,给我感觉挺好的,而且距离恐龙园挺近的.', '短评打分': 5}
{'短评内容': '酒店距离中华恐龙园挺近的,没事时候可以后逛逛,还不错.室内的硬件设施也很齐备,住得挺舒服的.', '短评打分': 5}
