{'短评内容': '很好', '短评打分': 5}
{'短评内容': '干净，停车方便', '短评打分': 5}
{'短评内容': '挺好的，就是。。。', '短评打分': 5}
{'短评内容': '还行吧，还可以。', '短评打分': 5}
{'短评内容': '图片上是2张床可是现实中只有一张床，投诉到携程网送你一张民宿抵用卷，酒店客房还能用、太会忽悠、城市套路太深、', '短评打分': 2}
{'短评内容': '酒店干净，房间蛮大。', '短评打分': 5}
{'短评内容': '快捷酒店，设施齐全，一般吧，比较安静晚上', '短评打分': 3}
{'短评内容': '卫生间的异味太重，需要整晚开排风扇', '短评打分': 4}
{'短评内容': '停车还算方便，夜里到了酒店，洗手居然没有热水……明天白天再试试吧。房间小，装修土气，卫生间就是玻璃隔出来的，不像一个有品牌的连锁酒店，更像私营旅馆。以后不会再住了，出差还是7天锦江靠谱。', '短评打分': 4}
{'短评内容': '不错的旅程', '短评打分': 5}
{'短评内容': '还行', '短评打分': 4}
{'短评内容': '房间很干净，酒店周边是商业街，吃饭逛街也很方便', '短评打分': 4}
{'短评内容': '感觉酒店空间不是很大隔音效果差。而且我明明没定叫醒业务，早上五点左右竟然有人给我打电话。酒店赠送的早餐很喜欢，还要注意一点是下午一点就要退房  对于考试党来说，我这次考试完全没有休息好', '短评打分': 5}
{'短评内容': '还可以，送了早餐，不过味道很一般，工作人员服务态度很好', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店还不错！推荐入住！', '短评打分': 3}
{'短评内容': '入住2晚商务大床 ，房间还不错，免费早餐一般。', '短评打分': 3}
{'短评内容': '房间蛮干净的。设施也很不错。就是早餐不是很好吃。隔音不是很好。中午时候想睡觉打扫卫生的阿姨都好吵。不过整体不错。服务也挺好的。', '短评打分': 5}
{'短评内容': '环境很好，很整洁干净。缺点是电视只能收看几个台。一楼没有洗手间。', '短评打分': 5}
{'短评内容': '房间还不错，电视节目太少，体育台都收不到', '短评打分': 3}
{'短评内容': '很实惠，电视机好像收不到太多电台，早餐种类也不多，不过下次还会去的', '短评打分': 5}
{'短评内容': '下次还会去，很卫生，服务很周到，不错，很好，我很满意！', '短评打分': 5}
{'短评内容': '还好，推荐下，就是打扫卫生的阿姨很囧！在背后议论房客', '短评打分': 5}
{'短评内容': '条件还不错，就是电视的台收得不多啊，早餐的种类不够多.但是服务很好，价钱也合理.', '短评打分': 3}
{'短评内容': '地点有点偏，比较难找，但性价比挺高的，很满意', '短评打分': 5}
{'短评内容': '价格便宜，环境不错。不足是水温不稳定，时热时冷。', '短评打分': 3}
