{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '客户人员服务比较满意，京东值得信赖！', '短评打分': 5}
{'短评内容': '位置好，交通方便，周边配套好。', '短评打分': 5}
{'短评内容': '`不让退订，感觉不好', '短评打分': 5}
{'短评内容': '好评，满分！房间很大很干净有WiFi，速度一般。卫生间有淋浴有热水。附近吃的喝的玩的都有，很方便！', '短评打分': 5}
{'短评内容': '房间空间挺大的，就是空调温度不够，声音大', '短评打分': 5}
{'短评内容': '没有早餐', '短评打分': 5}
{'短评内容': '挺好的，很干净。而且很安静！', '短评打分': 5}
{'短评内容': '各方面还可以', '短评打分': 5}
{'短评内容': '不错?不错?不错吧?不错?', '短评打分': 5}
{'短评内容': '价格比较实惠，房间也干净，就是隔壁装修比较吵&hellip;', '短评打分': 4}
{'短评内容': '不错，性价比还行?不错，性价比还行?', '短评打分': 5}
{'短评内容': '房间比旁边的酒店要大一些 主要是在路旁吧  还是有些吵  不过还是挺满意的', '短评打分': 5}
{'短评内容': '前台美女态度很好    打扫阿姨也不错   总体来说    好评', '短评打分': 5}
{'短评内容': '挺不错的，环境也好，前台服务也不错', '短评打分': 4}
{'短评内容': '推荐入住', '短评打分': 5}
{'短评内容': '住了这么多酒店，莫泰是优先选的，给人的感觉，就是干净，清爽，卫生！心里不会觉得毛茸茸的！附近出行购物吃饭很方便', '短评打分': 5}
{'短评内容': '很不错的酒店', '短评打分': 5}
{'短评内容': '跟所有住过的莫泰有很大区别，房间很小，网速很烂。。。。。。。。。。。', '短评打分': 5}
