{'短评内容': '很好', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '陈旧', '短评打分': 2}
{'短评内容': '便宜便宜便宜', '短评打分': 5}
{'短评内容': '整体一般，房间空间还蛮大的', '短评打分': 3}
{'短评内容': '各方面都很满意', '短评打分': 5}
{'短评内容': '蛮好的！房间大', '短评打分': 5}
{'短评内容': '比较经济，，，', '短评打分': 5}
{'短评内容': '房间！比较大！宽敞！装修属于简单！不奢华！', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 4}
{'短评内容': '这是最差的酒店', '短评打分': 1}
{'短评内容': '还可以', '短评打分': 4}
{'短评内容': '有股味道', '短评打分': 4}
{'短评内容': '房间很大，住的还比较舒服，可惜床比较硬，好像硬板床一样，要是再软一点就舒服了。要是电话还能打长途就更完美。', '短评打分': 5}
{'短评内容': '不错，经常住。', '短评打分': 5}
{'短评内容': '一般般', '短评打分': 1}
{'短评内容': '环境还不错', '短评打分': 4}
{'短评内容': '一般', '短评打分': 4}
{'短评内容': '好差电梯给我坏了害我爬十六楼，而且电视也不能看的。以后不会住了', '短评打分': 1}
{'短评内容': '位置还算可以，房间环境也不错，不太好的地方就是前台不能刷卡，卫生间下水不是很好，容易堵', '短评打分': 5}
{'短评内容': '因为可能晚到，电话和前台打了招呼，态度不错。但是酒店位置很难找，差点就放弃了', '短评打分': 1}
{'短评内容': '酒店住宿条件一般！电梯卫生比较差。下次不会再住。', '短评打分': 1}
