{'descr': '每次去天津港选车都会住在这家，还算不错', 'star': 3}
{'descr': '酒店还可以，主要是距离天津港口近', 'star': 4}
{'descr': '总体来说内部环境还行，外部环境不咋的，卫生还不错，赞的是一楼还有澡堂子，进去泡个澡，找师傅搓一搓，舒服。', 'star': 4}
{'descr': '酒店地面地毯看上去卫生很不好，', 'star': 3}
{'descr': '算可以吧', 'star': 5}
{'descr': '可以吧', 'star': 5}
{'descr': '总体可，早餐可.', 'star': 5}
{'descr': '早餐太特么吭了…犹如，抗日早餐，真寒酸……多吃根油条加一元，多吃个鸡蛋加两元。没炒菜只有四个咸菜…', 'star': 1}
{'descr': '空间很大，住着也比较舒服，床相对来讲 床垫有点薄 都能感觉到弹簧，住了几次都没有吃过早饭，这方面就不知道怎么样了。', 'star': 5}
{'descr': '卫生差，全是烟味，垃圾桶不倒，椅子已经散架还充样子.窗户外紧邻高架桥噪音巨大。下次肯定不住这里了。', 'star': 3}
{'descr': '卫生差，全是烟味，垃圾桶不倒，椅子已经散架还充样子.窗户外紧邻高架桥噪音巨大。下次肯定不住这里了。', 'star': 3}
{'descr': '不能刷卡，太不方便了', 'star': 3}
{'descr': '不能刷卡，太不方便了', 'star': 3}
{'descr': '价格实惠，室内用品卫生，环境安静，床和枕头很舒服，从会展中心下轻轨后打车十二块就到了。值得推荐！', 'star': 3}
{'descr': '价格实惠，室内用品卫生，环境安静，床和枕头很舒服，从会展中心下轻轨后打车十二块就到了。值得推荐！', 'star': 3}
{'descr': '清净。安全。便捷。总体可以。以后有机会还会住的。', 'star': 5}
{'descr': '清净。安全。便捷。总体可以。以后有机会还会住的。', 'star': 5}
{'descr': '很一般，没有大灯，照明很差，只能现金结房费不能用卡', 'star': 3}
{'descr': '很一般，没有大灯，照明很差，只能现金结房费不能用卡', 'star': 3}
{'descr': '酒店本身情况还是不错的，房间很大，设施齐全，但是周边环境太差，可能是市政建设的还没有到位', 'star': 5}
{'descr': '酒店本身情况还是不错的，房间很大，设施齐全，但是周边环境太差，可能是市政建设的还没有到位', 'star': 5}
{'descr': '还好，是个老酒店，挨着马路。里面还算干净。', 'star': 5}
{'descr': '还好，是个老酒店，挨着马路。里面还算干净。', 'star': 5}
{'descr': '环境还是不错的，只是天津现在在修路，路比较难走', 'star': 5}
{'descr': '环境还是不错的，只是天津现在在修路，路比较难走', 'star': 5}
{'descr': '很好，房间很大，就是地理位置有点偏，不太好找', 'star': 5}
{'descr': '很好，房间很大，就是地理位置有点偏，不太好找', 'star': 5}
{'descr': '天津永嘉铭泰酒店还可以，只是床头没有插座！', 'star': 3}
{'descr': '天津永嘉铭泰酒店还可以，只是床头没有插座！', 'star': 3}
{'descr': '物美价廉，很便宜了。我爸妈说住这个还不错!', 'star': 5}
{'descr': '物美价廉，很便宜了。我爸妈说住这个还不错!', 'star': 5}
{'descr': '酒店很干净，环境不错，住的很舒适。', 'star': 3}
{'descr': '酒店很干净，环境不错，住的很舒适。', 'star': 3}
{'descr': '环境很好就是地方不好,交通一般还算方便.', 'star': 5}
{'descr': '环境很好就是地方不好,交通一般还算方便.', 'star': 5}
{'descr': '楼后有个垃圾站，晚上有蚊子，隔音不是很好，其他设施都很好，很对的起这个价钱', 'star': 5}
{'descr': '楼后有个垃圾站，晚上有蚊子，隔音不是很好，其他设施都很好，很对的起这个价钱', 'star': 5}
{'descr': '服务态度不错，酒店也不错。下次有机会还会再来。', 'star': 3}
{'descr': '服务态度不错，酒店也不错。下次有机会还会再来。', 'star': 3}
{'descr': '还可以 没有想象的好 靠近马路 晚上睡觉 太吵了 老有过车的声音', 'star': 1}
{'descr': '还可以 没有想象的好 靠近马路 晚上睡觉 太吵了 老有过车的声音', 'star': 1}
{'descr': '挺好的，没发现小强，就是上网很困难', 'star': 3}
{'descr': '挺好的，没发现小强，就是上网很困难', 'star': 3}
{'descr': '酒店各方面都很好', 'star': 3}
{'descr': '酒店各方面都很好', 'star': 3}
