{'descr': '谁住谁知道。。', 'star': 5}
{'descr': '隔音不太好 其他还行', 'star': 5}
{'descr': '服务挺热情的 房间也很干净', 'star': 5}
{'descr': '烂到无法想象', 'star': 1}
{'descr': '感觉很好，服务态度很满意，值得选择', 'star': 5}
{'descr': '这家旅店离天安门，车站都不算太远，上哪去都挺方便，房间卫生好，服务好，住的很舒适:下次还住这', 'star': 5}
{'descr': '挺好的，价格不贵，地点好。性价比很高。服务好，卫生干净。', 'star': 5}
{'descr': '挺好的，这的舒服，下回还回来的。', 'star': 5}
{'descr': '卫生干净，交通便利。价格不贵。前台服务很好。', 'star': 5}
{'descr': '挺好的，性价比高，下次还会再来住。', 'star': 5}
{'descr': '好1，性价比高，还会再来。', 'star': 5}
{'descr': '挺好的，挺好的，以后还会来的。不错不错。', 'star': 5}
{'descr': '交通便利。房间虽然小，但是很干净。性价比还是很高的。0', 'star': 5}
{'descr': '挺好的，挺好的。不错不错，以后还会来。', 'star': 5}
{'descr': '房间虽然小，但是很干净，工作人员态度很好。交通便利，去哪儿都方便。挺好的。', 'star': 5}
{'descr': '房间小点，但挺干净。wifi好用。周围的环境很好，出行方便。0', 'star': 5}
{'descr': '不错！不错！环境整洁！交通方便！', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '很好，服务也很不错', 'star': 5}
{'descr': '免费升级大房！', 'star': 5}
{'descr': '去参加考试的，房间很好哈，服务也好，下次还会去住的。', 'star': 5}
{'descr': '房间里有小飞虫，而且很多。', 'star': 3}
{'descr': '太简陋了', 'star': 2}
{'descr': '就那样吧', 'star': 2}
{'descr': '之前住过这家。性价比高。就是房间用隔板弄的非常不隔音。卫生、设备很好。', 'star': 5}
{'descr': '还不错', 'star': 4}
{'descr': '房间太小，没窗户，但还算干净。位置也还不错，个人觉得还是有点贵。', 'star': 4}
{'descr': '房间太小，没窗户，但还算干净。位置也还不错，个人觉得还是有点贵。', 'star': 4}
{'descr': '房间太小，没窗户，但还算干净。位置也还不错，个人觉得还是有点贵。', 'star': 4}
{'descr': '房间太小，没窗户，但还算干净。位置也还不错，个人觉得还是有点贵。', 'star': 4}
{'descr': '价钱还是比较实惠的', 'star': 5}
{'descr': '同事回来说，住的还算不错', 'star': 5}
{'descr': '服务很好，工作人员态度很好。很干净。下次再来。', 'star': 5}
{'descr': '选好了过去就好，还不错。', 'star': 4}
{'descr': '如网页上介绍上的一样好，出行方便，走几分钟就能坐地铁，购物。很方便，房间有点小，但能整净，有免费WIFI用，性价比高。五分好评！赞一个！！！！！！', 'star': 5}
{'descr': '出行很方便，离医院也近，周围有超市，房间也很干净，就是小了点', 'star': 4}
{'descr': '交通便利，出门方便，无论是购物还是去景点游玩都十分地便捷哦~~~~', 'star': 4}
{'descr': '酒店还是不错的，我本来是定两天的，后来多住了两天。但是没给我补回后两天的京东积分，亏了。', 'star': 5}
{'descr': '昨天入住今天在周边转了一会这里交通便利吃饭购物都方便我住的是单间房间不大但是很干净设施也全 如 吹风机插线板驱蚊器，在这繁华地段性价比算是不错啦。', 'star': 5}
{'descr': '因为我要在北京住一段时间；在周边看了好几家酒店最后还是选择了国瑞百捷这里干净卫生网速还不错服务热情交通便利；我定的是无窗房不过空调特别凉快住着很舒服。。。。。。。', 'star': 5}
{'descr': '还不错酒店卫生干净  最好的是这里的无线网速很快下次来北京这里是首选。。。。。', 'star': 5}
{'descr': '房间很干净交通也便利有机会来北京还会过来的。。。。。。。', 'star': 5}
{'descr': '酒店位置方便，周围有新世界和国瑞购物大厦，里面有餐饮广场吃饭很方便，还有农贸市场，离地铁站也很近，去天安门故宫前门西单东单王府井都很方便。火车晚点不能按时到酒店，打电话到前台态度很好，最后没有网站要求的要信用卡担保。火车到站是差不多到晚上12点了，打了电话酒店免费提供了接站服务，对于初到北京的游客真的很方便。不足之处就是特价房无窗，有点闷，房间小，隔音效果不太好，不过总体来说在北京交通位置很好地地', 'star': 5}
{'descr': '  房间好小 隔音不好', 'star': 3}
{'descr': '都挺好的，服务挺热情的，地理位置也很好，吃饭购物什么的很方便，下次来北京的话还来这里', 'star': 5}
{'descr': '房间不错，交通很方便，去哪里都挺好，房间挺干净，下次再来', 'star': 5}
{'descr': '有无线网，独立卫生间，非常干净，交通很便利！', 'star': 5}
{'descr': '像迷宫一样不过蛮干净', 'star': 3}
{'descr': '环境还不错', 'star': 3}
{'descr': '条件不是很好，应该配备的备品不足，房间也太小，连窗户也没有。', 'star': 3}
{'descr': '住的208元的单人房，房间小，我忍；有虫子，我忍；卫生间臭气不停翻上来，我忍；\n新买的内衣没拆包装，忘在了房间桌面上，打电话过去说给我问问，我等；再打过去，告诉我下班了，明天吧，我等；第二天打过去，又说给问问，我再等；再打过去，终于告诉我说没看见，我晕!\n这家店晚上没人上班，白天看不到桌面的东西！有喜欢受虐的朋友，欢迎入住！', 'star': 1}
{'descr': '厕所灰常臭，下水管不停地有臭气翻上来，屋里虫子超多，简直是个动物园。如果您喜欢那下水管上来的阵翻阵恶臭、喜欢研究昆虫，强烈推荐您入住这间酒店058房！', 'star': 1}
{'descr': '，感觉良好，挺干净！房间就小了点，再多一平方米就好咯！', 'star': 3}
{'descr': '除了交通比较方便其它真的很一般，卫生太差，房间还小，性价比不高，不过服务态度还算不错', 'star': 3}
{'descr': '再也不会去了 真没住过这么差的酒店 定的家庭房 结果就是一个不到十平米的大床房加了一个小床 设备简陋又贵又脏 简直普通招待所房间都不如', 'star': 1}
{'descr': '真的是有点炒·······································而且忒贵了 针对房间', 'star': 1}
{'descr': '房子不大设施一般，为了到周围医院办事方便也将就。', 'star': 3}
{'descr': '离医院比较近,交通也挺方便', 'star': 4}
{'descr': '房间很干净，价格便宜，我给好评', 'star': 3}
{'descr': '该酒店房间太小，收费太高，屁股大的地方桌子椅子都没有，电视是钉在墙上的，那么点的地方收278元，物价部门应该查一查。', 'star': 3}
{'descr': '怎么说那，总的来说凑合着住一晚吧。这种私人企业就这样吧。', 'star': 1}
{'descr': '房间无窗，但是有单独的洗手间，比较干净的实惠酒店', 'star': 5}
{'descr': '安排的一楼靠前台的房间，有些吵！凑活住一晚第二天办事，还好！', 'star': 5}
{'descr': '单人间太小了，味道老大了，只放得下一张床。连放行李箱的地方都没有了。头一次住着种房间。下一次再也不会去住了。', 'star': 1}
{'descr': '三人入住，和周围小旅店对比了一下，价格有一点高但比较干净，所以还是选择了这家，要了一个带窗的房间加了30元钱，离崇文门地铁站比较近，出行很方便，下次还住这家。', 'star': 5}
{'descr': '比较干净和放心。', 'star': 3}
{'descr': '地段非常好，去地铁与购物很方便，房间比较干净，但比较小', 'star': 5}
{'descr': '房间很小，感觉很压抑。房间进去感觉很闷。不是很喜欢。', 'star': 1}
{'descr': '太差了，太次了相当次，服务也不好交通也不方便。下次打死我也不会去住了', 'star': 1}
{'descr': '房间有点暗，很闷，交通方便靠近地铁。下次还会入住，价格便宜。', 'star': 5}
{'descr': '房间有点小，不太容易找，从北京站步行找到用了30分钟', 'star': 3}
{'descr': '屋子不大，价钱还行，人不多，随时都有地方', 'star': 5}
{'descr': '环境挺好的，也很干净，交通便利，来京首选。', 'star': 3}
{'descr': '酒店不怎么样，以后不会再去了', 'star': 3}
{'descr': '房间挺小的一个酒店，里面很复杂像是个迷宫一样', 'star': 5}
{'descr': '不错，性价比比较高，也方便。给个好评呢。哈哈', 'star': 5}
{'descr': '房间太小了，估计胖点高点都住不下。算是比较失败的住宿经历。白天在这个酒店不到六个小时，就注定永别。浴室拖鞋巨臭！！！床单破洞，被子触感粗糙，床单上好像有渣子。', 'star': 3}
{'descr': '真正的单人间，房间太小了，就一张小单人床，跟想象的差距很大，说实话这个价格感觉不值，隔音很不好，在楼道可以听到房间的正常说话声音，太不可思议了，以后不会来了', 'star': 1}
{'descr': '168价格，相对比其他地方便宜。我晚上十一点多才到，预定的房间没有了，还给我安排三人间的价格还是168。', 'star': 5}
{'descr': '非常干净，有点儿小，但是很整洁。地点非常好，去哪儿都挺方便。', 'star': 5}
{'descr': '酒店条件差了点，很小的房间。不过交通还算便利。', 'star': 3}
{'descr': '方便,就是这几天网络太慢了，隔音也如大家说的不是很好，凑合吧。', 'star': 5}
{'descr': '这次住的有桌子 方便办公，但又离WIFI远了点，真是纠结纠结。\n总体来说还行。', 'star': 5}
{'descr': '干净卫生，性价比高，位置跟地铁近，很方便！', 'star': 5}
{'descr': '交通非常便利，位置在二环，价位合理，服务态度很好，环境卫生都不错', 'star': 3}
{'descr': '图个位置方便，朋友带孩子上同仁医院看病。', 'star': 5}
{'descr': '图个位置方便，朋友带孩子上同仁医院看病。', 'star': 5}
{'descr': '.酒店基本满意.价格有点高?交通不太方便.', 'star': 3}
{'descr': '     环境还可以～', 'star': 3}
{'descr': '首先，前台服务员服务不够热情，其次，房间太小，卫生间也小，隔音效果也不好，再有就是连个电话也没有，联系前台不方便。好一点的就是提供吹风机。', 'star': 1}
{'descr': '入住这个宾馆还是感觉比较干净的，旁边是法官之家  最高人民法院第二招待所。', 'star': 3}
{'descr': '除了屋子有点小以外其他的都还对得起这个价格~交通挺方便的。', 'star': 5}
{'descr': '就是感觉太小了，虽然在网上看到评论说很小，已做好心理准备，但还是蛮失望的，不过设施还挺齐全', 'star': 3}
{'descr': '环境不错 服务态度好，可惜没座椅放行李的地方不多 蚊子多了些。。。', 'star': 5}
{'descr': '挺好的，服务态度也很好。还可以寄存行李、、', 'star': 5}
{'descr': '有时候早回来会没有热水哦，因为是夏天，脱光了衣服怎么电话前台，几次都是这样，洗了一半热水才慢慢出来的，还有就是每天造成起床打开WC都有一股香烟味，扑面而来，难道3楼是管理员的吸烟室，还是有吸烟室连接管道一起传过来的啊，改进改进！~', 'star': 5}
{'descr': '酒店还有帮忙叫快递，省的我拿着沉重的行李回家，不过韵达太贵啦，8斤就70元，叫一般全国通用的物流25斤内才60元', 'star': 5}
{'descr': '位置很好，价格也符合实际条件，住的4天如果说有什么不满的话，就是有一天早上3点起来准备看升旗，发现没有热水洗澡。', 'star': 5}
{'descr': '性价比还可以卫生也不错，就是无线信号一般连不上', 'star': 5}
{'descr': '交通比较方便，性价比还算比较高，这么低的价格，就不能讲究房间的宽敞等啦。', 'star': 5}
{'descr': '不错！', 'star': 3}
{'descr': '酒店就是太小了，服务员态度很好，就是没有窗；还有就是早饭没地方吃！？！总体感觉不错。', 'star': 5}
{'descr': '离地铁没有想像近，房间太小，', 'star': 3}
{'descr': '房间小，隔音差，其它都不错。', 'star': 3}
{'descr': '不隔音，不好找，不推荐', 'star': 3}
{'descr': '这个价位这个品质，还要什么自行车，小是小了点，但是有独立的卫生间还要热水可以洗澡！附近的商圈还可以，就是不是不好找！不在大马路上！总体来说，在北京这个地方还可以，适合家庭出游、出差商务的朋友们！', 'star': 5}
{'descr': '  不错', 'star': 3}
{'descr': '环境还成，就是隔音差了点', 'star': 3}
{'descr': '无线网络很差劲！电视信号不稳定！噪音嘈杂！建议享受舒适环境的旅客不要来哦', 'star': 1}
{'descr': '麻雀虽小，五脏聚全，也比较卫生，只是隔音不太好，酒店位置很好，周围超市商场应有尽有，离地铁站很近，以后去北京还会选择', 'star': 3}
{'descr': '麻雀虽小，五脏俱全，酒店离北京站和崇文门地铁站都很近，很方便', 'star': 5}
{'descr': '一家五个人基本都很满意，服务人员都很热情，原来有人介绍说房间隔音效果不是很好，这要看其他住客是否有素质，基本我们住的三天，感觉还是比较安静的，酒店附近有大型超市，饺子馆，附近的安全性也比较高，没有发现不良人员骚扰，总体还是超出我当初的设想，物超所值！', 'star': 5}
{'descr': '酒店环境很差，不应该叫酒店，也就是小宾馆，里面全是隔开的小房间，不值178元！！离地铁站也挺远，就在一个小区里面。服务态度也不好，更可恶的是半夜还有人敲门！！！！', 'star': 1}
{'descr': '嗯，挺好的。男朋友的姐姐去北京玩给预订的，挺好的，嘿嘿。', 'star': 5}
{'descr': '酒店离北京站很近 适合坐动车来的客人 有免费接送火车站服务 第一天住的不舒服 隔音差楼梯口太近整晚没睡着 第二天申请换房了 酒店服务态度很好 ', 'star': 5}
{'descr': '格子间,比说明的要小很多!装修很差,不值这个价', 'star': 1}
{'descr': ' 酒店位置比较方便 该有的设备都有 甚至电吹风 蛮经济实惠的。', 'star': 3}
{'descr': '酒店环境还行', 'star': 3}
{'descr': '（1）酒店干净卫生\n（2）各种设施都比较齐全，就是没有电话\n（3）上网也比较方便，针对带笔记本的顾客\n（4）交通也可以，步行到达崇文门地铁站需要大概10分钟的时间\n（5）隔音不是很好，房门无法内锁（希望酒店能处理）', 'star': 5}
{'descr': '交通比较方便、出门步行10分钟就有地铁站和公交车站.服务好', 'star': 5}
{'descr': '总体很好呢！麻雀虽小，五脏俱全！很多酒店没有提供的，如电吹风，插座，擦鞋布，国瑞百捷都有！很好！酒店可以刷卡，但只能做消费，不能做预授权，有点小遗憾！交通非常方便，崇文门站C出口步行到酒店就7分钟这样，公交车也非常多。酒店后面的花市大街吃饭比较方便，价格划算，有一点需改进，隔音不是很好，这是三星以下酒店普遍存在的，希望做得更好！酒店旁边有乐天玛特超市，比较方便！总体来说这个价格很好，酒店不错！', 'star': 5}
{'descr': '位置很好，容易找，房间也不错，价位稍高，但离火车站近。也比较不错了。推荐去看看', 'star': 5}
{'descr': '酒店很偏僻，从地铁站走过去差不多20分钟。房间小的可怜。电视机还是挂在墙上的。卫生也不好，态度也不好。', 'star': 5}
{'descr': '  房间好小 隔音效果巨差 不过挺安全的 工作人员也挺好的', 'star': 3}
{'descr': '很好  很舒服  以后再去 很温馨的小旅馆', 'star': 5}
{'descr': '房间小点，其他都好，基本设备都有…', 'star': 3}
{'descr': '房间干净,值得一住,交通比较方便,离明城墙很近的,晚上没事可以观赏一下.', 'star': 5}
{'descr': '房间内不能上网啊', 'star': 3}
{'descr': '非常干净 而且服务态度非常好  如果以后还有需要 还会来的', 'star': 5}
{'descr': '隔音效果不好，房间有点小，不过周边买东西挺方便，价格便宜', 'star': 5}
{'descr': '住宿环境差点，不过便宜，吃饭什么的挺方便', 'star': 5}
{'descr': '作为经济快捷酒店比起如家、锦江之星要差一些。二楼客房像迷宫一样，隔100多个房间，我定了一个单间、一个标间，没有窗户，房间虽小五脏俱全，有独立卫浴，电视、空调、电水壶、电吹风都有。如果能有窗户就最好了，房间里有一点味道。在崇文门国瑞城最东面，从北花市大街进入最近。二环内的旅馆这个价格已经算便宜了。', 'star': 5}
{'descr': '环境不错的，服务也挺好', 'star': 3}
{'descr': '隔音不好，房子潮气很重，距离车站也不近，一般般', 'star': 1}
{'descr': '在网上订房的时候只有无窗房，没想到入住的时候碰巧有间有窗的大床房，还算宽畅，房间里有电吹风，多用电插板等小物件，挺方便的，最开心的是wifi上网，酒店门前有停车场，准备下次还住这里。', 'star': 5}
{'descr': '＋房间味道我受不了', 'star': 3}
{'descr': '有无线网很好、就是小了点', 'star': 3}
{'descr': '很干净，设施全，就是房间太小啊！', 'star': 3}
{'descr': '25号入住，住了4天，环境还可以卫生不错，房间有点小，隔音效果不好，没有窗户总体来说还行！', 'star': 5}
{'descr': '酒店环境还不错，就是办入住的时候说在网上订的是没有窗户的房间，要带窗的需要加二十……但是网上并没有注明不带窗户……', 'star': 3}
{'descr': '酒店地点还可以，隔音效果极差，我预定的商务标间，为的就是要个窗户，结果入住前两天房间就是那种2米多一点宽、两张床顺长摆着那么长、房间没有窗户、只有卫生间有一个小的透气窗通向阳台。据酒店解释这种房就是商务标准间，和宣传的那种中间是窗户、两面放床的房间一样收费，当我质疑这种房间根本不带窗户并且和图片不一样时，酒店说：谁宣传不拿好的宣传啊！所以想住有窗标间的朋友一定要在预订时确认好。', 'star': 1}
{'descr': '我订的是有窗的商务标准间，国瑞百捷完全颠覆了我对商务的概念，\n它把商务标准间简约到了极致，居然可以没有电话（含内线）可以没有写字放电脑的桌子（不过我要到了一张——不是每个人商务标间都可以要得到的）！\n房间放下两张1米宽的床中间有个小的床头柜床脚有些许可以转身的空间就没有任何多余的空间了。估计不会超过12平方米（含卫生间的面积）！\n网络也不是很稳定，晚上十点以后有可能被踹下网，\n而这个时候你根本打不', 'star': 1}
{'descr': '酒店位置相对可以 环境也好', 'star': 3}
{'descr': '酒店离北京站非常近，出行很方便，非常适合短途旅行者', 'star': 5}
{'descr': '在北京找到这个价位的宾馆不容易，宾馆每层有100多个房间，很干净', 'star': 3}
{'descr': '这是住过的最差劲的酒店，位置不好找，酒店的内部像个迷宫。隔音效果极差，隔壁的呼噜声和走廊里走路，说话的声音弄得整晚上都没睡好。', 'star': 1}
{'descr': '酒店性价比很高，就是位置不太好找。退房时酒店工作人员忘记退房押金给我，后来主动打电话联系我，退还给我。虽然是酒店前台工作失误在先，但他们诚实的态度，还是让我很感欣慰。', 'star': 5}
{'descr': '环境还不错，关键是距离北京站比较近，附近吃饭购物交通也比较方便，有wifi，价格算是挺合适', 'star': 5}
{'descr': '还不错，就是地方不是很好找，总的来说还可以的～', 'star': 3}
{'descr': '我是晚上到的，结果明明早上打电话女服务器态度热情的告诉我们怎么找，晚上到站第一次打电话男服务员还告诉我们大概怎么走，之后再打没人接，当时北京下雨，半夜十一点，幸亏遇见两个路人，善良的借我们伞还送我们过去，至于房间，无窗，卫生一般，不隔音，热水不错，拖鞋不是一次性的。', 'star': 3}
{'descr': '酒店实在是太小了，床头的墙上全是蜘蛛网类的脏东西，另外酒店明明有房，可是团购的票提前四天定都不让用', 'star': 3}
{'descr': '总体上该酒店还算不错,就是设施还有进步完善:如房间服务电话等等。', 'star': 3}
{'descr': ' 很不错，价格也合适。', 'star': 3}
{'descr': '酒店比较难找，环境不错，刚入住发现酒店的被单比较脏，隔音效果不是很好，卫生还是比较干净的', 'star': 5}
{'descr': ',总体来说还是不错的，挺干净，但就是房间很小，比较简单！！', 'star': 3}
{'descr': '酒店不错，态度热情，床被卫生，因飞机误点，到京较晚，酒店还派车来机场大巴终点站接站，我们连续住了四宿。', 'star': 3}
{'descr': '方便干净', 'star': 3}
{'descr': '酒店一般，普通的呢种，位置也还不错，做保洁的阿姨人超级好', 'star': 5}
{'descr': '宾馆挺干净交通也很方便就是房间太小了', 'star': 3}
{'descr': '房间不隔音，隔壁的呼噜声是一浪高过一浪，房间太小了，房间跟走迷宫一样的，住了一个礼拜，死的心都有了……到底要不要住，自己看吧！', 'star': 1}
{'descr': 'hen bucuo d       hen hao ', 'star': 5}
{'descr': '地理位置方便，条件还可以，床垫再改进一些就更好了，总之还好，性价比高。', 'star': 5}
{'descr': '干净，舒适，价格便宜。最主要的是交通方便，周边基础设施完善。', 'star': 5}
{'descr': '挺不错，干净，不过我订的标间，最后只能给我个单间，说是没房间，价格还不错，交通也还方便！', 'star': 3}
{'descr': ',离火车站近，干净整洁，价格实惠', 'star': 3}
{'descr': '房间比较干净。', 'star': 3}
{'descr': '酒店服务不错，隔音有点差。', 'star': 3}
{'descr': '房间太小了，而且隔音太差。闷热闷热的！不过挺干净的，适合容易熟睡的人！', 'star': 1}
{'descr': '房间还可以，就是太小了', 'star': 3}
{'descr': '确实太小了，因为没有数字概念，呵呵，比较干净，服务态度不错，网路也方便，如果图便宜还是不错。', 'star': 5}
{'descr': '还可以，就是隔音不好。晚上有的屋子里太吵。', 'star': 3}
{'descr': '已入住较满意', 'star': 3}
{'descr': '不错很好，就是隔音效果不是很理想，其他和这个价格很相符的', 'star': 5}
{'descr': '除了房间小点，别的都还好，服务态度好，房间整洁，位置方便', 'star': 5}
{'descr': '宾馆很干净，就是离地铁囗较远，走十多分钟，累。', 'star': 3}
{'descr': '很不错的一家旅馆，对得起这个价格······', 'star': 5}
{'descr': '房间非常密集,不舒服,隔音不好,没电话没网线', 'star': 3}
{'descr': '很好··环境都还行··价格与享受的服务成正比··', 'star': 5}
{'descr': '帮朋友预订的酒店不知道住的怎么样，但是离北京站倒是很近...............', 'star': 5}
{'descr': '房间比较小！服务态度还可以！环境挺好！就是隔音差点、对比价位来说还算合适！', 'star': 5}
{'descr': '挺安静的！就是小了点！希望酒店服务上再接再厉，总体来说比较满意！', 'star': 5}
{'descr': '酒店服务好来回有接送，就是房间小了点', 'star': 3}
{'descr': '周边有羊肉串吃，哈哈，地方干净。虽然很小，但是很齐全。', 'star': 5}
{'descr': '房间先隔音差，不太好，如果有接送就好了！', 'star': 1}
{'descr': 'hai ok 就是房间小 空调不太好使 还有电视小 觉得不太安全 不过住一夜歇个脚还是行的', 'star': 5}
{'descr': '离北京站较近，房间也还算宽敞，但是隔间实在太差了，连隔壁打呼噜都听得见。', 'star': 1}
{'descr': '首先是交通便利，就在崇文门国瑞城后面。房间虽然不大，但是很整洁。', 'star': 5}
{'descr': '设施有点简陋，酒店离崇文门地铁站太远了，得走20分钟', 'star': 1}
{'descr': '酒店设施一般   网络非常不好  根本就上不去', 'star': 1}
{'descr': '酒店还是不错的，主要离北京站近，而且酒店还有接站服务，在北京站还是比较优惠的，比较干净整洁，下次到北京站，我还会住的，推荐给大家。', 'star': 5}
{'descr': '在北京算是很便宜的快捷酒店了，房间有点小，使用无线上网，当时房间很干净，离北京火车站很近，交通还算便利。', 'star': 5}
{'descr': '离火车站很近，  就是洗澡间内再多设置一些放衣服的隔离杆子 就好了', 'star': 5}
{'descr': '很差，没有热水，房间隔音效果差 ，再也不去住了。', 'star': 1}
{'descr': '还不错啊在北京站的后面啊', 'star': 3}
{'descr': '\u3000国瑞百捷酒店很好！值得推荐！', 'star': 3}
{'descr': '基本都是隔断房，大床房很小，隔音差。只能说相对这个位置，价位还算不错。', 'star': 1}
{'descr': '酒店位于火车站后侧，不方便，价格虽然可以但房间确实太小，谈不上舒适，单人间一张小床的空间，没有网络', 'star': 1}
{'descr': '房间很干净，而且服务很人性化，什么擦鞋布，电吹风每个房间都有，美中不足的是冬天房间很冷，特别是卫生间，像冰窖。我的化妆水放了一宿都冻了。', 'star': 5}
{'descr': '当时是228元住的最便宜的标间，没窗，房很小，性价比很低。刚才看现在168了貌似，这价位还可以。\n周围其实有很多同档次的酒店，只是不能网上预订。', 'star': 5}
{'descr': '位置比较好，离火车站近，价格也很便宜，房间有点小，服务不错，下次还定', 'star': 5}
{'descr': '已经入住，环境还不错，就是屋子小了点，很暖和，公交不是很方便。', 'star': 3}
{'descr': '酒店挺干净的，就是没想象的好，设施用具也不全，没一次性刮胡刀，还得自己去买，一看就是刚开没多久的，而且隔音效也不好', 'star': 3}
{'descr': '不好找，工作人员对讲机太频繁，有点吵，别的什么不多说', 'star': 3}
{'descr': '真的很小。但还带卫生间。就是空气不好。交通不太方便。不到十平米。', 'star': 5}
{'descr': '  地方不大但挺周到的，比较安静，是北京站不错的选择', 'star': 3}
{'descr': '离地铁站很近，房间很小，还算干净，入住的房间有电表箱很不好，一直也没给调换房间，无线网信号不太好', 'star': 5}
{'descr': '经济型酒店，位置还可以吧，有点不好找，房间太小了', 'star': 5}
{'descr': '交通很方便，周围很大超市大商场，入住的是两人间，后来安排的是三人间，还比较宽敞。就是没有窗户。', 'star': 5}
{'descr': '国瑞百捷酒店服务周到，设施还算比较好，只是房间里没有茶叶和一次性拖鞋。。交通非常便利！', 'star': 3}
{'descr': '感觉还好了，隔音不是很好。希望改正下。。。。。。。。。。。。', 'star': 5}
{'descr': '环境还可以，就是隔音效果不怎么好，希望店主改正一下。', 'star': 5}
{'descr': '不好找,无宽带,下次不住', 'star': 3}
{'descr': '住了一晚，也算是这个价钱也就只能住这样的吧~~房间挺小，感觉有点脏，刚入住的时候一股烟味。', 'star': 3}
{'descr': ' 感觉不错，就是房间隔音差点', 'star': 3}
{'descr': '酒店比较好找。服务员服务态度很好。我很满意。', 'star': 5}
{'descr': '比较小，还算干净，比较实惠，没有手机信号', 'star': 5}
{'descr': '该酒店挺干净的，服务也不错，我也是第二次入住了，值得推荐。', 'star': 5}
{'descr': '房间比较小，但是比较干净，服务员态度也不错。', 'star': 3}
{'descr': '这个价格的房间，还可以了，服务态度很好，卫生也不错，就是出门得走一会', 'star': 5}
