{'短评内容': '很好', '短评打分': 5}
{'短评内容': '不错的  但是我的充电器忘到宾馆里了', '短评打分': 3}
{'短评内容': '还不错，下次过来机械选择入住。', '短评打分': 3}
{'短评内容': '酒店周边比较方便，有公交站。卫生较好，但是设施比较老。饮用水不好，水桶里有异物，没敢喝。暖风的空调真是在春天帮了大忙。', '短评打分': 4}
{'短评内容': '还行吧', '短评打分': 4}
{'短评内容': '房间比较陈旧，不过离车站较近，不靠近马路，相对清净。价格也算合适。毕竟车站附近宾馆都死贵。', '短评打分': 3}
{'短评内容': '总体还不错', '短评打分': 3}
{'短评内容': '不错，挺好得', '短评打分': 5}
{'短评内容': '商务宾馆吗，温馨啥的都差不多，没啥太大要求的入住还是可以的', '短评打分': 5}
{'短评内容': '属于老式的 装饰 ，还没有热水 住的好辛苦啊  ', '短评打分': 1}
{'短评内容': '空调不大给力，热水也不给力，莲蓬头不怎么出水', '短评打分': 1}
{'短评内容': '真是对之前那么多的好评比较无语。总体说是个性价比很差的酒店，洗澡热水出水量基本上是用滴的，窗外的防盗网已腐烂，形同虚设。房间小，到晚上网络很慢哦，没电梯你需要搬行李', '短评打分': 1}
{'短评内容': '服务态度很好。主要他家餐厅做饭很好吃。就是菜谱有点少。', '短评打分': 3}
{'短评内容': '服务态度好，房间卫生条件太一般，价钱合适，很方便，离长途汽车站400米，不推荐入住。', '短评打分': 1}
{'短评内容': '内容', '短评打分': 3}
{'短评内容': '服务态度好，房间卫生条件还好，价钱合适，很方便，离长途汽车站400米，但刷卡设备坏了未及时修复。可以推荐。\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '服务态度好，房内卫生条件不错，价钱公道，不错！', '短评打分': 5}
{'短评内容': '很方便，离长途汽车站5分钟，另外停车很安全，推荐', '短评打分': 5}
