{'短评内容': '很好', '短评打分': 5}
{'短评内容': '九寨沟附近都差不多是这样的  环境还可以  离门口不是很远 但是也有一段距离', '短评打分': 4}
{'短评内容': '一般般', '短评打分': 4}
{'短评内容': '位置不错', '短评打分': 4}
{'短评内容': '非常一般，这种景区，你不能有期待', '短评打分': 2}
{'短评内容': '房角漏水，还有蜘蛛，条件确实不怎么样，老板态度很好，很好说话！', '短评打分': 4}
{'短评内容': '老板很好 定了大床给我们标间 床都有电热毯 很暖 离沟口也不远 走走一刻钟就到了 唯一不足是热水那真是小啊 要放很多水才出来 因为怕感冒高反 住的两天只好擦身', '短评打分': 4}
{'短评内容': '总体不错毕竟是价格低的客栈。', '短评打分': 4}
{'短评内容': '最大问题是热水非常小，根本不能洗澡！其次是房间有老鼠！另外，老板还好，第一晚睡觉时房间里面有老鼠，第二天给我换了房间，可惜，第二晚睡觉时房顶有一群老鼠在追逐打闹！', '短评打分': 3}
{'短评内容': '服务很到位，周边环境吃饭买东西都很方便，离沟口步行10几分钟', '短评打分': 4}
{'短评内容': '老板人很热心，住宿环境还可以啦，', '短评打分': 5}
{'短评内容': '酒店设备完善，周边觅食购买日用品都方便又实惠，还是县重点扶植单位，正规可靠，值得选择～', '短评打分': 5}
{'短评内容': '原本做好吃苦的准备了，毕竟在景区，价格又这么实惠，房间灯一亮，立马被惊喜砸到了，大气宽敞，洗手间也整洁齐整，超乎想象～地理位置也不错，步行到景区门口不到二十分钟，而且生活便捷，门口平价小餐馆很多，走不远还有平价超市，买东西也挺实惠，2.5升农夫山泉4元，比来九寨路上便宜太多！', '短评打分': 5}
