{'descr': '不错，卫生', 'star': 5}
{'descr': '都很不错，在这边也只有这里可以比较满意的', 'star': 5}
{'descr': '卫生干净，环境舒适', 'star': 5}
{'descr': '锦江之星一直是我认为最好的快捷酒店，也是因为这个原因选了让老爸老妈入住，真心不知道酒店前台是不是临时工，服务态度居然这么差:我母亲到公安局办了登记却仍不让其入住，对两位老人横加刁难，我父亲说让警察来证明态度又一百八十度大转弯，看来是欺负我们外地人啊，酒店好评，服务差评', 'star': 4}
{'descr': '非常的满意', 'star': 5}
{'descr': '非常好', 'star': 5}
{'descr': '房间不错，挺好的', 'star': 5}
{'descr': '开了两次了，总体不错', 'star': 5}
{'descr': '还不错哦，一直住这里的', 'star': 5}
{'descr': '非常好', 'star': 5}
{'descr': '酒店的无线网跟所有锦江是一样的。居然直接就可以连接上。', 'star': 5}
{'descr': '酒店晚餐点的平桥豆腐很不错。很值得推荐啊。无线网很给力', 'star': 5}
{'descr': '很安静，环境不错', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': 'good', 'star': 4}
{'descr': '入驻的是百元房，没有窗户，不过总体感觉不错', 'star': 5}
{'descr': '入驻的是百元房，没有窗户，不过总体感觉不错', 'star': 5}
{'descr': '就在迎泽大道口，交通很方便。房间也干净。不过我到的时候前台正好一批团，所以check in速度比较慢。不过态度还都蛮好的。', 'star': 5}
{'descr': '就在迎泽大道口，交通很方便。房间也干净。不过我到的时候前台正好一批团，所以check in速度比较慢。不过态度还都蛮好的。', 'star': 5}
{'descr': '此价格与酒店价格一样的，没什么折扣。还算可以', 'star': 5}
{'descr': '此价格与酒店价格一样的，没什么折扣。还算可以', 'star': 5}
{'descr': '环境在同价位中不错 服务态度很好 可以说是连锁酒店中不错的选择', 'star': 3}
{'descr': '环境在同价位中不错 服务态度很好 可以说是连锁酒店中不错的选择', 'star': 3}
{'descr': '不错。到火车站很方便，酒店也干净。还可以步行到汾河，看汾河很有意思的事。', 'star': 5}
{'descr': '不错。到火车站很方便，酒店也干净。还可以步行到汾河，看汾河很有意思的事。', 'star': 5}
{'descr': '环境干净整洁，服务态度非常好，卫生间的卷纸是心相印的，杯子很好看，挺超值的', 'star': 3}
{'descr': '环境干净整洁，服务态度非常好，卫生间的卷纸是心相印的，杯子很好看，挺超值的', 'star': 3}
{'descr': '离高速挺近的，交通比较方便，门口可以停车；房间比其他锦江之星酒店都要大些，床也很舒服，感觉不错。唯一不足是早餐，不像其他锦江，不是自助，应该是还在试营业的缘故吧。', 'star': 5}
{'descr': '地点不错，很方便。房间也过得去，比如家好。。。不过，床上有几根头发，所以下次住便捷酒店要自带床单了！', 'star': 5}
{'descr': '地点不错，很方便。房间也过得去，比如家好。。。不过，床上有几根头发，所以下次住便捷酒店要自带床单了！', 'star': 5}
{'descr': '一般般吧！没有窗户！！！小小悲剧！\n一般般吧！没有窗户！！！小小悲剧！', 'star': 5}
{'descr': '一般般吧！没有窗户！！！小小悲剧！\n一般般吧！没有窗户！！！小小悲剧！', 'star': 5}
{'descr': '房间干净整洁，只是靠近路边比较吵。周边环境不太好', 'star': 5}
{'descr': '房间干净整洁，只是靠近路边比较吵。周边环境不太好', 'star': 5}
{'descr': '不错，挺干净的，环境也很安静。不过要是有衣服清洗烘干服务就好了', 'star': 5}
{'descr': '不错，挺干净的，环境也很安静。不过要是有衣服清洗烘干服务就好了', 'star': 5}
{'descr': '4汉庭很一般，价格贵', 'star': 3}
{'descr': '4汉庭很一般，价格贵', 'star': 3}
{'descr': '酒店马马虎虎，还算干净，交通比较方便，卫生一般，设施很简陋，临时住一晚上可以，住多几天就不太舒服了。', 'star': 5}
{'descr': '酒店马马虎虎，还算干净，交通比较方便，卫生一般，设施很简陋，临时住一晚上可以，住多几天就不太舒服了。', 'star': 5}
{'descr': '很好的快捷酒店，干净、整洁，服务周到，安全意识好。所处位置四通八达，交通便利。靠近汾河绿化带，早晚可到河边呼吸新鲜空气，散步、运动健身。\n\n提供早餐服务，且干净卫生。\n\n标间靠近街道有点吵。', 'star': 5}
{'descr': '很好的快捷酒店，干净、整洁，服务周到，安全意识好。所处位置四通八达，交通便利。靠近汾河绿化带，早晚可到河边呼吸新鲜空气，散步、运动健身。\n\n提供早餐服务，且干净卫生。\n\n标间靠近街道有点吵。', 'star': 5}
{'descr': '交通方便，前台服务态度好，周边吃饭的地方也不少，买东西方便，旁边有无人看管的免费车位，大概能停10辆车。', 'star': 1}
{'descr': '交通方便，前台服务态度好，周边吃饭的地方也不少，买东西方便，旁边有无人看管的免费车位，大概能停10辆车。', 'star': 1}
{'descr': '酒店各方面还行，就是水笼头不知道为啥用了之后鸣响。地上还有个葡萄皮。', 'star': 3}
{'descr': '酒店各方面还行，就是水笼头不知道为啥用了之后鸣响。地上还有个葡萄皮。', 'star': 3}
{'descr': '满意', 'star': 3}
{'descr': '满意', 'star': 3}
{'descr': ' 时尚整洁，房间门很紧，不易关!', 'star': 3}
{'descr': ' 时尚整洁，房间门很紧，不易关!', 'star': 3}
{'descr': '很好!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', 'star': 5}
{'descr': '很好!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', 'star': 5}
{'descr': '房间不错，就是床有点硬，门口是主干道，交通比较方便，附近吃饭的地方也不少', 'star': 5}
{'descr': '房间不错，就是床有点硬，门口是主干道，交通比较方便，附近吃饭的地方也不少', 'star': 5}
{'descr': '很好，很干净，服务也挺好的，出行很方便~', 'star': 5}
{'descr': '很好，很干净，服务也挺好的，出行很方便~', 'star': 5}
{'descr': '酒店周边环境不错，但是一些细节的地方有待改进：房间内的饮用水应该标注是否收费，电话的使用也应该向客人说明费用，污损的布草应该及时淘汰。除此之外，总体感觉还是不错的。', 'star': 5}
{'descr': '酒店周边环境不错，但是一些细节的地方有待改进：房间内的饮用水应该标注是否收费，电话的使用也应该向客人说明费用，污损的布草应该及时淘汰。除此之外，总体感觉还是不错的。', 'star': 5}
{'descr': '卫生条件不错，就是新春特价房不接受续订，正价房比较贵', 'star': 5}
{'descr': '卫生条件不错，就是新春特价房不接受续订，正价房比较贵', 'star': 5}
{'descr': ' 酒店相当满意！唯一的缺憾是隔音差点儿！', 'star': 3}
{'descr': ' 酒店相当满意！唯一的缺憾是隔音差点儿！', 'star': 3}
{'descr': '\u3000不错', 'star': 3}
{'descr': '\u3000不错', 'star': 3}
{'descr': '酒店地理位置方便，房间面积较小，设施新，卫生条件不错，隔音不太好，能上网', 'star': 3}
{'descr': '酒店地理位置方便，房间面积较小，设施新，卫生条件不错，隔音不太好，能上网', 'star': 3}
{'descr': 'good', 'star': 3}
{'descr': 'good', 'star': 3}
{'descr': '初二晚上入住的，环境不错，附近交通也方便，美中不足的是淋浴蓬头坏了，由于旧住一晚夜么要求修理，不过还是一如继往的支持汉庭！', 'star': 5}
{'descr': '初二晚上入住的，环境不错，附近交通也方便，美中不足的是淋浴蓬头坏了，由于旧住一晚夜么要求修理，不过还是一如继往的支持汉庭！', 'star': 5}
{'descr': '交通方便 环境不错 服务也不错 早餐虽然贵 但很好吃 就是隔音不是太好', 'star': 5}
{'descr': '交通方便 环境不错 服务也不错 早餐虽然贵 但很好吃 就是隔音不是太好', 'star': 5}
{'descr': '挺好的店，设施齐全，卫生条件也不错，准备下次还来住', 'star': 3}
{'descr': '挺好的店，设施齐全，卫生条件也不错，准备下次还来住', 'star': 3}
{'descr': '人生地不熟，第一次来太原，选择汉庭，心理比较放心吧', 'star': 5}
{'descr': '人生地不熟，第一次来太原，选择汉庭，心理比较放心吧', 'star': 5}
{'descr': '酒店服务态度好，环境优雅，干净整洁。是性价比很高的快捷酒店', 'star': 5}
{'descr': '酒店服务态度好，环境优雅，干净整洁。是性价比很高的快捷酒店', 'star': 5}
{'descr': '房间不错，宽敞，干净。位置也很好，挨着省政府。就是希望能再打点折', 'star': 5}
{'descr': '房间不错，宽敞，干净。位置也很好，挨着省政府。就是希望能再打点折', 'star': 5}
{'descr': '很干净，服务挺好，挺温馨的！！！！下回还去，交通挺方便', 'star': 5}
{'descr': '很干净，服务挺好，挺温馨的！！！！下回还去，交通挺方便', 'star': 5}
{'descr': '就在省委旁边，地方挺好的，房间小了点，其他还不错。', 'star': 5}
{'descr': '就在省委旁边，地方挺好的，房间小了点，其他还不错。', 'star': 5}
{'descr': '在太原所有汉庭酒店里，价格比较实惠，且地理位置优越，交通方便', 'star': 5}
{'descr': '在太原所有汉庭酒店里，价格比较实惠，且地理位置优越，交通方便', 'star': 5}
{'descr': '还行                                                   ', 'star': 5}
{'descr': '还行                                                   ', 'star': 5}
{'descr': '位置很好，靠近省人大；房间很干净，设施很新，非常赞！强烈推荐', 'star': 5}
{'descr': '位置很好，靠近省人大；房间很干净，设施很新，非常赞！强烈推荐', 'star': 5}
{'descr': '出行方便 服务态度好 价格也合适  下次继续选择汉庭！！！！！！', 'star': 5}
{'descr': '出行方便 服务态度好 价格也合适  下次继续选择汉庭！！！！！！', 'star': 5}
{'descr': '环境不错，不过在马路边上有点吵，关上窗还好，总体来说房间内环境还可以。', 'star': 3}
{'descr': '环境不错，不过在马路边上有点吵，关上窗还好，总体来说房间内环境还可以。', 'star': 3}
{'descr': '很方便，也很干净                                                              ', 'star': 3}
{'descr': '很方便，也很干净                                                              ', 'star': 3}
