{'短评内容': '很好', '短评打分': 5}
{'短评内容': '房间有点小，空调声大', '短评打分': 4}
{'短评内容': '七天就是好', '短评打分': 5}
{'短评内容': '干净  安静  舒适  地里位置好 交通便利  服务态度亲切  周围就是户部巷里边各种小吃  ', '短评打分': 5}
{'短评内容': '位置在铁路边上，很吵闹，房间墙壁上有脚印，地板经水泡翘起，酒店提供的浴巾有头发，空调上有灰尘，照明灯不完善。', '短评打分': 2}
{'短评内容': '酒店环境确实一般', '短评打分': 5}
{'短评内容': '环境还不错，位置特别容易找，只不过床好像有点短，浴巾毛巾只有单人使用的，热水很给力……挺好的。', '短评打分': 5}
{'短评内容': '住宿条件一般', '短评打分': 4}
{'短评内容': '房间一般般吧', '短评打分': 5}
{'短评内容': '位置很好，比较方便', '短评打分': 4}
{'短评内容': '位置很好，比较方便', '短评打分': 4}
{'短评内容': '离户部巷和黄鹤楼都挺近，服务也还好，设备设施简单了一些，房子空间太小。', '短评打分': 4}
{'短评内容': '不错', '短评打分': 4}
{'短评内容': '很不错啊', '短评打分': 5}
{'短评内容': '还可以  纸巾比较少', '短评打分': 5}
{'短评内容': '酒店离户部巷和黄鹤楼，长江大桥都很近！晚上可以听到火车呼啸而过的声音！', '短评打分': 3}
{'短评内容': '附近吃喝玩乐应有竟有  交通也挺方便   下次来还住这里', '短评打分': 5}
