{'descr': ' 性价比还可以。', 'star': 3}
{'descr': '住的标间，床太窄，空气不好。优点是配置看起来挺高，木地板，还有电脑（我没使用），房间有电脑是我事先不知道的。但是空气就不能好一点吗？？？毛巾看起来旧旧的。热水器储水量小了点，一个人洗完就没热水了，再洗还得再等它烧一会儿，不过烧水还是比较快的。总体印象不是特别满意。赞一下前台工作人员，服务态度很好的。', 'star': 1}
{'descr': '经贸学校附近算是环境最好的了。', 'star': 3}
{'descr': '酒店房间比较小~说是含早但是没有给我早餐券，说是我没和前台要。大家入住的时候记得要早餐券！', 'star': 3}
{'descr': '该酒店价格便宜环境不错，床很舒服，住的很舒心，以后还会光顾', 'star': 3}
{'descr': '不错.距离公司近', 'star': 3}
{'descr': '酒店环境还好。但是和我想象的差的很远很远。不知为什么。不过还算满意吧。', 'star': 5}
{'descr': '说是月底开始装修，现在设施非常陈旧：电视用机顶盒说是正在换线路，经常播不了；木地板也有裂缝，墙也发黄；楼道里面地毯全部都很烂。价格还挺贵', 'star': 1}
{'descr': '这家宾馆比较舒适，总体感觉很好，且距离考试地点较近。下次考试还来这里。', 'star': 5}
{'descr': '房间太小', 'star': 3}
{'descr': '房间太小', 'star': 3}
{'descr': '酒店不错', 'star': 3}
{'descr': '酒店不错', 'star': 3}
{'descr': '很好很干净~来了很多次了~~便宜干净的地方~适合学生.......', 'star': 5}
{'descr': '很好很干净~来了很多次了~~便宜干净的地方~适合学生.......', 'star': 5}
{'descr': '硬件设施真差，宽带都连不上，2楼换到4楼，又到6楼终于通了。房间设施老旧不堪，听说要拆迁。不推荐再去住了。', 'star': 1}
{'descr': '还算不错，只不过房子有点旧，不过据我考试地点还是很近的，一般般', 'star': 5}
{'descr': '交通很方便，房间比较干净，服务态度好，只是早餐时间要7:30开始，建议稍早一点。另外一个惊喜就是竟然有荞麦皮枕头，真好！', 'star': 5}
{'descr': '大床房有点小，网络有点问题', 'star': 3}
{'descr': '大床房有点小，网络有点问题', 'star': 3}
{'descr': '干净舒适,商务人士的理想选择.', 'star': 3}
{'descr': '屋子正对挺脏，住了两天，电视都没好用，开电视就要叫总台，白床单很灰，还有血渍。隔音很差。服务态度不错。', 'star': 1}
{'descr': '很好，工作人员很贴心~以前住过一次~就是喜欢汉庭~', 'star': 5}
{'descr': '很好，工作人员很贴心~以前住过一次~就是喜欢汉庭~', 'star': 5}
{'descr': '卫生还可以   唯一的缺点就是没剃须刀    需要自带   ', 'star': 5}
{'descr': '卫生还可以   唯一的缺点就是没剃须刀    需要自带   ', 'star': 5}
{'descr': '贱人，居然说我没入住，\n汉庭的房间设计比锦江差很多，', 'star': 1}
{'descr': '贱人，居然说我没入住，\n汉庭的房间设计比锦江差很多，', 'star': 1}
{'descr': '环境还不错，价钱很便宜，周日特价房很值。', 'star': 5}
{'descr': '环境还不错，价钱很便宜，周日特价房很值。', 'star': 5}
{'descr': '酒店各方面都还行，就是价格太高，而且还没有早餐，与其它酒店相比性价比差点。', 'star': 5}
{'descr': '酒店各方面都还行，就是价格太高，而且还没有早餐，与其它酒店相比性价比差点。', 'star': 5}
{'descr': '位置不错，周日特价房很人性化，非常好，值得一住，下次再来。', 'star': 5}
{'descr': '位置不错，周日特价房很人性化，非常好，值得一住，下次再来。', 'star': 5}
{'descr': '房间小，没有窗户……半夜中央空调没法关闭，声音很大。', 'star': 5}
{'descr': '房间小，没有窗户……半夜中央空调没法关闭，声音很大。', 'star': 5}
{'descr': '\n条件不错，设施齐全', 'star': 3}
{'descr': '\n条件不错，设施齐全', 'star': 3}
{'descr': '床头没看到灯开关 晚上睡觉关灯不方便  空调不热 暖气也不热  门口没牌子 一下还看不出这才是蒙之旅  冬天应该用地毯 现在还看到是地板', 'star': 1}
{'descr': '地理位置好，里面环境挺好的，服务也很好，很温馨，值得推荐！', 'star': 5}
{'descr': '地理位置好，里面环境挺好的，服务也很好，很温馨，值得推荐！', 'star': 5}
{'descr': '挺好挺好挺好挺好挺好挺好挺好挺好挺好挺好挺好', 'star': 5}
{'descr': '挺好挺好挺好挺好挺好挺好挺好挺好挺好挺好挺好', 'star': 5}
{'descr': '酒店不错， 秉承汉庭的风格。 \n1， 房间虽小， 但很温馨， 干净\n2， 服务态度很好，\n3， 早餐不错\n4， 地理位置不错\n', 'star': 5}
{'descr': '酒店不错， 秉承汉庭的风格。 \n1， 房间虽小， 但很温馨， 干净\n2， 服务态度很好，\n3， 早餐不错\n4， 地理位置不错\n', 'star': 5}
{'descr': '房间条件不错，挺暖和的，价格也适当', 'star': 3}
{'descr': '房间条件不错，挺暖和的，价格也适当', 'star': 3}
{'descr': '很暖和，服务态度也很好，就是房间有点小，', 'star': 5}
{'descr': '很暖和，服务态度也很好，就是房间有点小，', 'star': 5}
{'descr': '很好，服务不错，干净，就是吃不方便，其它的都还可以。就这个价格嘛。', 'star': 5}
{'descr': '很好，服务不错，干净，就是吃不方便，其它的都还可以。就这个价格嘛。', 'star': 5}
{'descr': '房间感觉很冷！又没空调，附近也没啥吃东西的地方', 'star': 1}
{'descr': '房间感觉很冷！又没空调，附近也没啥吃东西的地方', 'star': 1}
{'descr': '环境不错，就是房间有点小。\n', 'star': 3}
{'descr': '环境不错，就是房间有点小。\n', 'star': 3}
{'descr': '住了一晚，感觉挺好，干净舒适，服务也挺好，设施也还行，能上网，挺方便的。', 'star': 5}
{'descr': '酒店挺干净的，服务挺人性化的，价格也不贵，总体感觉挺不错。', 'star': 5}
{'descr': '酒店挺一般的，房间的卫生还可以装修就挺一般的，位置还可以。价格的话还行相对于硬件来说还可以。', 'star': 1}
{'descr': '床单不是很白，希望是一次一换', 'star': 5}
{'descr': '前台还不错，态度挺好，服务挺周到的。', 'star': 5}
{'descr': '房间面积挺大，打扫也蛮干净的，感觉还不错。', 'star': 5}
{'descr': '总体来说能将就，但我住的那间门锁坏了，不知道是故意给的还是？\r\n还有就是换了名字不更改，叫人乱找，现在叫新乌兰贵宾楼！', 'star': 3}
{'descr': '房间门锁坏了，不方便。服务一般，早点还将就', 'star': 5}
{'descr': '整体感觉非常好，与火车站的距离，出租13元左右。', 'star': 5}
{'descr': '整体感觉非常好，与火车站的距离，出租13元左右。', 'star': 5}
{'descr': '从没有窗的房间换过来，感觉舒服一些，房间也比较干净，就是有点小。如果商旅出差一个人的话不碍事。', 'star': 5}
{'descr': '从没有窗的房间换过来，感觉舒服一些，房间也比较干净，就是有点小。如果商旅出差一个人的话不碍事。', 'star': 5}
{'descr': '酒店还算比较干净，环境还可以，但是最低价的那个房子没有窗户，有点闷，明天换一间了要，呵呵。', 'star': 5}
{'descr': '酒店还算比较干净，环境还可以，但是最低价的那个房子没有窗户，有点闷，明天换一间了要，呵呵。', 'star': 5}
{'descr': '我住的是周末特价房,不含早餐.交通便利,房间卫生也挺好,在这个价位来说应该说是无可挑剔.平时的价格据说是159,总体感觉如果1个人出差的话,这样的酒店再合适不过了', 'star': 5}
{'descr': '我住的是周末特价房,不含早餐.交通便利,房间卫生也挺好,在这个价位来说应该说是无可挑剔.平时的价格据说是159,总体感觉如果1个人出差的话,这样的酒店再合适不过了', 'star': 5}
{'descr': '房间噪音有点大', 'star': 5}
{'descr': '房间噪音有点大', 'star': 5}
{'descr': '房间太小了，大床房没窗子', 'star': 1}
{'descr': '房间太小了，大床房没窗子', 'star': 1}
{'descr': '干净且卫生，环境也很好，地理位置也不错。如果非要鸡蛋里挑毛病那就是这里只提供早餐，没有午餐和晚餐。。。。', 'star': 5}
{'descr': '干净且卫生，环境也很好，地理位置也不错。如果非要鸡蛋里挑毛病那就是这里只提供早餐，没有午餐和晚餐。。。。', 'star': 5}
{'descr': '很不错，住的是周末百元特价房。服务员热情，房间不大，但是很干净整洁。从机场到酒店也挺方便，开车大概15分就到了，去火车站打出租也只10元。对于这个价格来说，这个宾馆还是很不错的', 'star': 5}
{'descr': '很不错，住的是周末百元特价房。服务员热情，房间不大，但是很干净整洁。从机场到酒店也挺方便，开车大概15分就到了，去火车站打出租也只10元。对于这个价格来说，这个宾馆还是很不错的', 'star': 5}
{'descr': '还不错吧', 'star': 3}
{'descr': '还不错吧', 'star': 3}
{'descr': '总体来说比较一般！', 'star': 5}
{'descr': '总体来说比较一般！', 'star': 5}
{'descr': '房间超级的小', 'star': 1}
{'descr': '房间超级的小', 'star': 1}
{'descr': '酒店位置很好，卫生不错，服务也不错，就是房间有点小。我住的为无窗房，感觉不是很舒服，但性价比不错', 'star': 5}
{'descr': '酒店位置很好，卫生不错，服务也不错，就是房间有点小。我住的为无窗房，感觉不是很舒服，但性价比不错', 'star': 5}
{'descr': '可以的', 'star': 5}
{'descr': '可以的', 'star': 5}
{'descr': '房间小，房间内过道窄', 'star': 5}
{'descr': '房间小，房间内过道窄', 'star': 5}
{'descr': '就一个电梯，不要住高层，房间很小', 'star': 1}
{'descr': '就一个电梯，不要住高层，房间很小', 'star': 1}
