{'短评内容': '评价个屁，住都没住，还退都退不了。', '短评打分': 1}
{'短评内容': '早餐是要自己到外面去吃得，我送的，他们就给你提供个饭票，你就拿着饭票去找，，，我进了个有早餐的，一直在等他们送早餐过来等到8:40还不来，我就打电话问前台！前台说我网上进的不显示早餐，让我下楼来，查看一下手机！我就郁闷的呀？？？没有网上的那么好，，房间里的灯基本上都是坏的，，床头灯坏这，小桌子上的台灯也坏这，，，，位置也不好找，前面不远处就有个一模一样的牌子的酒店，，我第一次来的时候就跑到，他那去', '短评打分': 3}
{'短评内容': '在市中心，交通方便，吃喝玩乐都方便，卫生干净，设施齐全，网络快，服务热情，', '短评打分': 5}
{'短评内容': '位置很好，房间也热，挺方便的', '短评打分': 5}
{'短评内容': '抽奖机会吧', '短评打分': 5}
{'短评内容': '来西宁经常选择的一家酒店，因为这里比较繁华一点，交通便利，门前就是王府井百货，楼上小吃也很多，吃住行都很方便。酒店四五层楼的样子，还算安静，就是设施有些陈旧了，房间卫生很一般，有时候会发现酒店床褥都破洞了还是不及时更换新床品，这点希望酒店负责人能够引起重视！', '短评打分': 3}
{'短评内容': '来西宁经常选择的一家酒店，因为这里比较繁华一点，交通便利，门前就是王府井百货，楼上小吃也很多，吃住行都很方便。酒店四五层楼的样子，还算安静，就是设施有些陈旧了，房间卫生很一般，有时候会发现酒店床褥都破洞了还是不及时更换新床品，这点希望酒店负责人能够引起重视！', '短评打分': 3}
{'短评内容': '来西宁经常选择的一家酒店，因为这里比较繁华一点，交通便利，门前就是王府井百货，楼上小吃也很多，吃住行都很方便。酒店四五层楼的样子，还算安静，就是设施有些陈旧了，房间卫生很一般，有时候会发现酒店床褥都破洞了还是不及时更换新床品，这点希望酒店负责人能够引起重视！', '短评打分': 3}
{'短评内容': '携程订的房间是无窗的，结果没想到是在地下1层。没办法只好加钱升房。这种连锁酒店就是太死板，说了好半天也不同意让我免费升级。不过呢，这个地方还是不错的，出门就是王府井商厦，吃的，逛的，玩的比较方便。', '短评打分': 4}
{'短评内容': '携程订的房间是无窗的，结果没想到是在地下1层。没办法只好加钱升房。这种连锁酒店就是太死板，说了好半天也不同意让我免费升级。不过呢，这个地方还是不错的，出门就是王府井商厦，吃的，逛的，玩的比较方便。', '短评打分': 4}
{'短评内容': '还好，其他都基本相同，没有什么特别的感受。', '短评打分': 5}
{'短评内容': '宾馆还不错', '短评打分': 5}
{'短评内容': '不值得推荐，太差', '短评打分': 3}
{'短评内容': '这家酒店是商务出差最好的选择，楼层低一点但是很安静，房间超级热，这个时间睡觉不用盖被子！前台服务态度好，这次有点不满意的是居然大清早睡最香的时候7点多房间收到骚扰电话，问要不要那啥！气死人了！挂了还打挂了还打......持续不断，最后没办法直接拔了电话线，才算安宁，希望酒店注意类似问题，杜绝再次发生！????', '短评打分': 4}
{'短评内容': '酒店到水井巷很近，市中心，房间比较干净较大，后面是学校医院比较安静，洗手间一般。押金要交现金，最无语的是早上赶路退房前台居然没有现金退押金，说是为了安全不在前台放太多现金!那就别收那么多押金啊！后来在隔壁饭店借了现金退押金…耽误了时间', '短评打分': 4}
