{'descr': '床很舒服，很干净', 'star': 5}
{'descr': '房间很大，设施都是新的', 'star': 5}
{'descr': '方便，经济合算，干净整洁', 'star': 5}
{'descr': '酒店位置方便，设施齐全，服务人员也很热情。周围交通也比较方便，吃饭的地方很多。就是比较正常的快捷酒店啦，适合旅游居住，性价比高。', 'star': 5}
{'descr': '一般吧，汉庭都这样', 'star': 4}
{'descr': '很好很方便。周边好吃的也很多。带朋友们订的。朋友都觉得不错。很好很方便。朋友都说下来来还要订这边住。', 'star': 5}
{'descr': '很好很方便。周边好吃的也很多。带朋友们订的。朋友都觉得不错。很好很方便。朋友都说下来来还要订这边住。', 'star': 5}
{'descr': '位置不错，旁边就是瑞阳街，一路上全是吃饭的地方，旁边附近还有明故宫等，而且也比较安静，同等价位算比较不错的了！', 'star': 5}
{'descr': '满意', 'star': 5}
{'descr': '周围要买东西很方便，旁边就是85度，还有麦当劳肯德基苏果什么的。房间也挺好，床挺大的', 'star': 5}
{'descr': '空调不给力，不过服务员后来给换了一个房间～', 'star': 4}
{'descr': '环境挺好，就是空调不给力～一开始住进来的是坏的，不过酒店服务员很快给调换了～', 'star': 4}
{'descr': '地点好交通方便，到新街口、夫子庙、中山陵都很方便。', 'star': 5}
{'descr': '地点好交通方便，到新街口、夫子庙、中山陵都很方便。', 'star': 5}
{'descr': '房间偏小，窗户也比较小！\n挂衣服什么也不太便利。\n离地铁站约15分钟左右！\n性价比不高！\n', 'star': 1}
{'descr': '房间偏小，窗户也比较小！\n挂衣服什么也不太便利。\n离地铁站约15分钟左右！\n性价比不高！\n', 'star': 1}
{'descr': '条件相当好。。很舒服。。很大。。卫生很好。。下次还会入住', 'star': 5}
{'descr': '条件相当好。。很舒服。。很大。。卫生很好。。下次还会入住', 'star': 5}
{'descr': '房间地板太旧。前台服务还行。就是房间设施太旧。', 'star': 1}
{'descr': '房间地板太旧。前台服务还行。就是房间设施太旧。', 'star': 1}
{'descr': '该酒店员工服务态度好,卫生很不错,美中不足的是停车位太少了.', 'star': 5}
{'descr': '该酒店员工服务态度好,卫生很不错,美中不足的是停车位太少了.', 'star': 5}
{'descr': '房间太小，设施较简陋，卫生间挺好，干净。服务态度一般，不热情。', 'star': 1}
{'descr': '房间太小，设施较简陋，卫生间挺好，干净。服务态度一般，不热情。', 'star': 1}
{'descr': '所在位置比较繁华，是7路公交的终点站直达夫子庙，有一可容纳6辆车的小停车场车辆安全没有问题，就是房间小点，但设施齐全。', 'star': 5}
{'descr': '所在位置比较繁华，是7路公交的终点站直达夫子庙，有一可容纳6辆车的小停车场车辆安全没有问题，就是房间小点，但设施齐全。', 'star': 5}
{'descr': '假的', 'star': 3}
{'descr': '假的', 'star': 3}
{'descr': '清洁,清静,出入方便,下次去南京也会入住,', 'star': 5}
{'descr': '清洁,清静,出入方便,下次去南京也会入住,', 'star': 5}
{'descr': '＋房间有点小，地处闹市，晚上有点吵，其他不错', 'star': 3}
{'descr': '＋房间有点小，地处闹市，晚上有点吵，其他不错', 'star': 3}
{'descr': '高级大床房的墙面不太好，看起来有点不舒服，但服务质量很不错。', 'star': 5}
{'descr': '高级大床房的墙面不太好，看起来有点不舒服，但服务质量很不错。', 'star': 5}
{'descr': '很干净，房间空间也挺大的，空调很给力，还会再去住的', 'star': 5}
{'descr': '很干净，房间空间也挺大的，空调很给力，还会再去住的', 'star': 5}
{'descr': '很好的酒店，服务好，住着舒服，就是空调有些老，启动比较慢，总体还是不错的', 'star': 5}
{'descr': '很好的酒店，服务好，住着舒服，就是空调有些老，启动比较慢，总体还是不错的', 'star': 5}
{'descr': '我觉得环境很好，就是网络有点慢，但是很干净，还送了宝洁的沐浴露和洗发水，虽然自己有带，但是比起其它的酒店，这一点太人性化了。', 'star': 5}
{'descr': '我觉得环境很好，就是网络有点慢，但是很干净，还送了宝洁的沐浴露和洗发水，虽然自己有带，但是比起其它的酒店，这一点太人性化了。', 'star': 5}
{'descr': '性价比很高啊，就是设施旧了点.大厅里有奶茶喝，很不错哦', 'star': 5}
{'descr': '性价比很高啊，就是设施旧了点.大厅里有奶茶喝，很不错哦', 'star': 5}
{'descr': '房间好看，设备齐全，干净舒适，交通发达，总之就是物美价廉', 'star': 5}
{'descr': '房间好看，设备齐全，干净舒适，交通发达，总之就是物美价廉', 'star': 5}
{'descr': '挺好的，很划算！设备很齐全！房间也很大！\n', 'star': 5}
{'descr': '挺好的，很划算！设备很齐全！房间也很大！\n', 'star': 5}
{'descr': '离市区很近，特别是中山陵景区，但是装修较旧，不是很好。', 'star': 1}
{'descr': '离市区很近，特别是中山陵景区，但是装修较旧，不是很好。', 'star': 1}
{'descr': ' 感觉性价比一般，尚能够接受，地理位置很好，梳子，牙具一般，口杯不知道是否没用过的。', 'star': 3}
{'descr': ' 感觉性价比一般，尚能够接受，地理位置很好，梳子，牙具一般，口杯不知道是否没用过的。', 'star': 3}
{'descr': '很不错去机场很方便。出去玩也很方便。旁边也有地铁站', 'star': 5}
{'descr': '很不错去机场很方便。出去玩也很方便。旁边也有地铁站', 'star': 5}
{'descr': '整体还不错，在中山陵附近不远，价格也适中', 'star': 5}
{'descr': '整体还不错，在中山陵附近不远，价格也适中', 'star': 5}
{'descr': '很方便的服务', 'star': 3}
{'descr': '很方便的服务', 'star': 3}
{'descr': '不错，性价比高，设施也不错。地理位置也还行。', 'star': 5}
{'descr': '不错，性价比高，设施也不错。地理位置也还行。', 'star': 5}
{'descr': '出去玩很方便,特别是去机场很方便出门100米就可坐机场大巴了..很不错..', 'star': 5}
{'descr': '出去玩很方便,特别是去机场很方便出门100米就可坐机场大巴了..很不错..', 'star': 5}
{'descr': '非常不错，房间设施很好。就是没有网上说的那么方便，还是可以的，坐17路去火车站很方便，距离机场大巴也不算远。对面有一个灌汤包小店的鸭血粉丝汤真是很好吃物美价廉。', 'star': 5}
{'descr': '非常不错，房间设施很好。就是没有网上说的那么方便，还是可以的，坐17路去火车站很方便，距离机场大巴也不算远。对面有一个灌汤包小店的鸭血粉丝汤真是很好吃物美价廉。', 'star': 5}
{'descr': '酒店不错，周边吃的用的都有，出行也方便。不错的酒店，房间也不错。就是下水道有点堵。', 'star': 5}
{'descr': '酒店不错，周边吃的用的都有，出行也方便。不错的酒店，房间也不错。就是下水道有点堵。', 'star': 5}
{'descr': '最大的优点就是水流很足。', 'star': 3}
{'descr': '最大的优点就是水流很足。', 'star': 3}
{'descr': '还不错', 'star': 3}
{'descr': '还不错', 'star': 3}
{'descr': '距离机场大巴200米，步行2分钟，这是这家酒店的最大卖点。机场大巴从早上6：30到晚上7：00每半小时一班，45～50分钟左右抵达机场，非常方便。\n但房间小，酒店还没有餐厅，虽然出门就有大娘水饺、麦当劳、肯德基等快餐，但下雨天出门毕竟不方便。', 'star': 5}
{'descr': '距离机场大巴200米，步行2分钟，这是这家酒店的最大卖点。机场大巴从早上6：30到晚上7：00每半小时一班，45～50分钟左右抵达机场，非常方便。\n但房间小，酒店还没有餐厅，虽然出门就有大娘水饺、麦当劳、肯德基等快餐，但下雨天出门毕竟不方便。', 'star': 5}
{'descr': '价格便宜，但是环境不好，地板都坏了，建议不要住临马路的房间', 'star': 1}
{'descr': '价格便宜，但是环境不好，地板都坏了，建议不要住临马路的房间', 'star': 1}
{'descr': '房价为什么要比网上公布的贵?', 'star': 3}
{'descr': '房价为什么要比网上公布的贵?', 'star': 3}
{'descr': '我主的是豪华大床房，很干净卫生，最主要的是对面就是机场大巴站，对于选择早班飞机出行很方便…--------------------------------------------------------------------------------\n', 'star': 5}
{'descr': '我主的是豪华大床房，很干净卫生，最主要的是对面就是机场大巴站，对于选择早班飞机出行很方便…--------------------------------------------------------------------------------\n', 'star': 5}
{'descr': '＋总体还不错，几个地方需改进：桌子太小，电脑和电视共用不方便，空调效果不太好', 'star': 3}
{'descr': '＋总体还不错，几个地方需改进：桌子太小，电脑和电视共用不方便，空调效果不太好', 'star': 3}
{'descr': '房间不是很大。我住的是双标，提个意见，没有放行李的地方，箱子啊什么的都得放在地上。而且房间没有衣柜，衣服都是挂在墙上的。其他的像地理位置什么的都挺好的。', 'star': 5}
{'descr': '房间不是很大。我住的是双标，提个意见，没有放行李的地方，箱子啊什么的都得放在地上。而且房间没有衣柜，衣服都是挂在墙上的。其他的像地理位置什么的都挺好的。', 'star': 5}
