{'短评内容': '很好', '短评打分': 4}
{'短评内容': '位置很好！交通挺方便的。还有停车场！后面那条街上吃的很多。', '短评打分': 3}
{'短评内容': '可以就是有点旧，不过位置超好！', '短评打分': 3}
{'短评内容': '不错，服务员很礼貌，老板人也好', '短评打分': 3}
{'短评内容': '可以啊！推荐入住，可以的。。。', '短评打分': 3}
{'短评内容': '酒店位置不错，房间也比较大，比较安静，卫生比较好，门口就是商业街，吃东西比较方便的。去连岛的话比较远。', '短评打分': 4}
{'短评内容': '地段绝对没得说！门口就是步行街', '短评打分': 4}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '挺好 就是无线一直连不上', '短评打分': 5}
{'短评内容': '酒店离火车站和汽车站都很近，就在步行街，吃饭和购物也很方便，服务态度好，卫生干净，意外的是还赠送了两盒酸奶和温馨小纸条，下次还住速8。', '短评打分': 5}
{'短评内容': '酒店一般，服务态度不错！尤其是当曰值班女经理，处理协调问题的能力较强！我们比较满意！', '短评打分': 3}
{'短评内容': '不错，服务要跟上。店经理处理事情不错，网价错误及时处理。', '短评打分': 3}
{'短评内容': '真的很不错，环境很好，入住之后很舒服，下次还会选择如家的~~', '短评打分': 5}
{'短评内容': '环境还不错，地理位置优越，周围超市，商场都有，楼下是步行街，逛街散步很方便的。服务也比较周到。', '短评打分': 5}
{'短评内容': '太烂的酒店，水有股海水的腥味，告诉我是漂白粉的味道，自来水厂统一处理的，晕！那我换的汉庭咋没有呢，难道不是一个水厂？！从值班经理到服务员回答是统一标准的，看来这个问题已经进入酒店应知应会的培训中了，房间又小，卫生间那叫个差！恭桶不下水，淋浴间小的无语，浴帘离地20公分，洗完澡卫生间就不能再进了！美国的品牌就这样到国内骗钱！太无耻！没有职业道德！', '短评打分': 1}
{'短评内容': '洗澡水温不高，身体不适应。其他还可以', '短评打分': 3}
{'短评内容': '离街近，热水供应的很好，送牛奶和苹果，还比较满意', '短评打分': 5}
{'短评内容': '干净卫生，出行方便，不错', '短评打分': 3}
{'短评内容': '挺好，房间很整洁，物品很到位，服务也好，以后还会住的', '短评打分': 3}
{'短评内容': '新装修了。。不错的呢。。\n就是床有点硬。其余的都很好的。。很舒服。。', '短评打分': 5}
{'短评内容': '酒店位置不错，里面装修陈旧！', '短评打分': 3}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '＋老酒店改造的，窗户是坏的', '短评打分': 3}
{'短评内容': '一巳入住连云港锦云速8服务很好一张锡衡', '短评打分': 3}
{'短评内容': '位置很不错，就在市中心。出门就是步行街，小吃很方便', '短评打分': 5}
{'短评内容': '酒店位于步行街,交通、用餐非常便捷.前台服务员热情周到。但房间卫生欠佳,且色调不够明亮!', '短评打分': 3}
{'短评内容': '前台服务人员很不错，非常客气。房间非常老旧，房内空调的外流水接在房内水桶，晚上起来要倒水，怕早上起来房间变游泳池。退房时前台只有一个人，几个人等着退房，等了快20分钟才办完。如果怕吵一定要求房间不能靠大路，另外千万不要带女伴，不然你们在房间干什么，隔壁都听的清清楚楚。哈哈哈！', '短评打分': 1}
{'短评内容': '＋服务不错', '短评打分': 3}
{'短评内容': '地段很好，每天还送水果和牛奶，很满意服务！！', '短评打分': 5}
{'短评内容': '靠步行街，逛街方便，但是房间有点小，总体还行', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '地理位置确实很好 就在步行街边上，但是到晚上有那么点吵闹的 酒店服务人员很热情 响应速度很快 总体还好吧！', '短评打分': 5}
{'短评内容': '前台服务态度还可以，商务大床房过得去，就是毛巾太脏了。因为衣服掉色沾到毛巾上了，为了避免赔钱就自己上去洗了，结果我自己搓了十分钟，搓过的那一块地方的颜色跟没搓过的完全二个色，一白一黄，最后还有一点点淡颜色还是给赔了二十块，钱倒其次，但是毛巾应该更新了。，', '短评打分': 5}
{'短评内容': '酒点地理位置很好！室内也满干净，值得入住', '短评打分': 3}
{'短评内容': '已入住条件可以很满意', '短评打分': 3}
{'短评内容': '酒店服务不错，地点很好，在闹市区可是不乱，设施一般，就是有点冷', '短评打分': 5}
{'短评内容': '迟到了四十分钟，酒店当取消了，大巴晚点，我也是第一次来，没办法。速八也是一点也不给通融的让我走了！什么服务啊？！', '短评打分': 3}
{'短评内容': '前台服务很好，会主动关心客人，主动告诉客人什么是免费的可以用，什么是收费的。晚上会送上免费牛奶，房间里的矿泉水也是免费的。不过要告诉大家8楼有点异味，因为是08年装修的，5-7楼没有味道，但是要加15元，之前不知道，后悔啊。附近就是步行街，不错的。', '短评打分': 5}
{'短评内容': '位置非常好，下边就是步行商业街，距离海鲜一条街5分钟车程', '短评打分': 5}
{'短评内容': '房间面积比较小，但还算比较干净，唯一遗憾的是洗澡洗到一半没热水了。', '短评打分': 5}
{'短评内容': '较以前锦云相比，卫生及服务都要好很多，性价比还是不错。\r\n提几个建议：\r\n1、餐厅的椅子套太脏，污迹斑斑，估计还是原先的；\r\n2、我住的是大床间，浴室门前没有帘子，上厕所不方便。\r\n\r\n', '短评打分': 5}
{'短评内容': '酒店位于新浦区市中心,入住很方便。服务态度好，酒店设施好。适合自驾游客入住。', '短评打分': 5}
{'短评内容': '酒店的地理位置很好，出门就是步行街，到景点的距离也蛮近的。', '短评打分': 5}
{'短评内容': '住的感觉还可以，只是是12点退房，好像都是14点的，总体来说还是可以，下次还会去的！', '短评打分': 5}
{'短评内容': '酒店位置不错，在步行街旁边，可以停车，房间也挺宽敞干净。', '短评打分': 5}
{'短评内容': '不错的酒店，性价比高，下次还会去，旁边就是步行街，离大卖场也近，大卖场对面的酒店吃饭不错，便宜', '短评打分': 5}
{'短评内容': ' 房间是旧楼改造的,而且有气味.估计是赶工造成的.翻新的价格有些高了.淋浴不错', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
