{'短评内容': '很好', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '还可以，接送到位', '短评打分': 5}
{'短评内容': '酒店位置不错，离地铁1号线比较近。交通特别方便，周边吃饭选择比较多，相对来讲住宿还比较安静。离南京站坐地铁就一站。', '短评打分': 4}
{'短评内容': '最差的体验，冷冰冰的前台，只知道收钱！', '短评打分': 3}
{'短评内容': '点赞。             。。。。。。', '短评打分': 5}
{'短评内容': '瓶好冰好冰好冰。', '短评打分': 5}
{'短评内容': '环境优美，价格实惠', '短评打分': 5}
{'短评内容': '死的觉悟低点吧', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '不错不错阿很喜欢这个很棒', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '环境挺好，就是电视太小', '短评打分': 4}
{'短评内容': '还算OK吧', '短评打分': 4}
{'短评内容': '设施有待提高', '短评打分': 4}
{'短评内容': '床不是很舒服', '短评打分': 4}
{'短评内容': '设施一般', '短评打分': 4}
{'短评内容': '酒店条件一般，前台连个充电器都不借，差评！！！', '短评打分': 3}
{'短评内容': '床单有血迹，没有吹风机，态度极差。空调不热。', '短评打分': 3}
{'短评内容': '单人间电视居然这么小，这是个电脑显示器吧，真是醉了！', '短评打分': 3}
{'短评内容': '设施齐全，附近有不少好吃的，推荐。', '短评打分': 5}
{'短评内容': '无线网信号不好，连接不上！电器也用不了，上不了网', '短评打分': 5}
