{'短评内容': '很好', '短评打分': 5}
{'短评内容': '其实酒店不难找就在百货商场后面，距离商场只需要3分钟就到商场，商場有很多吃的餐厅。没有想到有房间那么少，跟图片有D差异，卫生条件真的一般。', '短评打分': 3}
{'短评内容': 'high哈呵呵呵', '短评打分': 1}
{'短评内容': '总体来说还不错', '短评打分': 5}
{'短评内容': '感觉还舒适，洗澡很方便，很喜欢空调的使用，', '短评打分': 5}
{'短评内容': '房间干净，周边环境挺好吃喝出行方便，房间有热水和中央空调，服务员服务态度热情，', '短评打分': 4}
{'短评内容': '房间潮味很大，床单上也是很大的味道，中央空调特别特别响，不开又冷又潮，开了跟个拖拉机似的，一晚没睡，差评，不会再去。东西也很破，地板翘翘着，总之住过最破最脏的地方，没有之一。', '短评打分': 2}
{'短评内容': '老住户 不解释 小资文艺杠杠滴！就像住在自己家一样。附近的单元楼上还可以洗衣服！白菜一样的价格 一件商务衬衫，连洗带熨六块钱', '短评打分': 5}
{'短评内容': '毕竟价格不高，要求也不要太高，过夜还凑胡。', '短评打分': 3}
{'短评内容': '去的时候wifi坏了，三天没修好，其他都很好，房间装修很有文艺范，里面还有厨房，冰箱洗衣机，住的时间比较长的话就超方便', '短评打分': 5}
{'短评内容': '厨房很旧很脏，房子有异味。', '短评打分': 4}
{'短评内容': '就像《白日梦想家》里的Walter Mitty，胆小到凡事只敢幻想，想搭讪心仪的女同事也只敢用社交网站。奉献十六年时间为他信仰的杂志洗印胶片，却要面对杂志被收购并为杂志做出最后一期封面——是的，他即将失业了，而这时最后一期封面的底片无处寻踪！', '短评打分': 3}
{'短评内容': '不错，', '短评打分': 5}
{'短评内容': '卫生间有点简陋，还有房间有其他旧物', '短评打分': 3}
