{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '地理位置好，交通方便', '短评打分': 5}
{'短评内容': '简单便宜位置好', '短评打分': 4}
{'短评内容': '很干净，房间很大很满意，方便，以后还会来住的', '短评打分': 5}
{'短评内容': '入住时没注意到噪音，整晚上噪音搅得我没睡好觉，早上起来头疼，赶快退房了。宾馆设施一般般，电话不通，找服务员得自己去前台。周边也没有早餐，以后不会去了。', '短评打分': 4}
{'短评内容': '离地铁站很近入口要往里走一点', '短评打分': 5}
{'短评内容': '不怎么样，不满意', '短评打分': 5}
{'短评内容': '空调开了半天才出暖风。淋浴室的开关是反的 ', '短评打分': 5}
{'短评内容': '很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好', '短评打分': 5}
{'短评内容': '还不错，挺满意的', '短评打分': 5}
{'短评内容': '总体来说还是不错的，', '短评打分': 4}
{'短评内容': '不错，我每次去宁波都是住的这家店。值得推荐', '短评打分': 4}
{'短评内容': '家庭房太小了', '短评打分': 5}
{'短评内容': '环境好，出行方便，房间整洁干净', '短评打分': 5}
{'短评内容': '无太多要求，离办事地点近，价格可以接受，酒店一般有点旧', '短评打分': 3}
{'短评内容': '挺好的 环境好价格实惠 在地铁站旁边又很方便', '短评打分': 5}
{'短评内容': '房间很大，环境也很好，', '短评打分': 5}
{'短评内容': '总体还不错，可以推荐。就是附近的各种相对条件不如南站那边繁华，交通也是，晚上过来我基本不敢出去了', '短评打分': 5}
{'短评内容': '酒店不错，就是旅游团太多', '短评打分': 3}
{'短评内容': '离机场距离蛮近，但是硬件不好，因为修路的关系，正门找了很久才找到，服务态度一般。', '短评打分': 5}
{'短评内容': '前台服务态度一般 不够热情  跟客运中心很近  很方便', '短评打分': 5}
{'短评内容': '空调基本不制冷', '短评打分': 3}
{'短评内容': '位置不错，装修很新，房间布置雅致，性价比高，下次再到宁波入住还会再住，美中不足，由于航班误点，晚上11点多才入住，洗澡的水不够热。', '短评打分': 5}
{'短评内容': '酒店地理位置不错，离客运中心站只有几百米，卫生和设施都让我满意，尤其适合夫妇及情侣入住，大床睡得非常舒服。美中不足的是未提供免费早餐，20块钱一个人，实在是贵，估计堪比四星酒店了。\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': ' 不错的酒店，很干净，值得推荐！不过服务员要加强培训，业务不熟练，', '短评打分': 3}
{'短评内容': '酒店地理位置不错，离客运中心站只有几百米，卫生和设施都让我满意，尤其适合夫妇及情侣入住，大床睡得非常舒服。美中不足的是未提供免费早餐，20块钱一个人，实在是贵，估计堪比四星酒店了。', '短评打分': 5}
{'短评内容': '  环境还小 地方略偏  ', '短评打分': 3}
{'短评内容': '很不错的酒店，离宁波客运中心很近的优质酒店，值得推荐。', '短评打分': 5}
{'短评内容': '挺安静的，交通也方便', '短评打分': 3}
{'短评内容': '比想象中的要好！很喜欢他们家被子和床的感觉，只是细节还需要进一步的提升。', '短评打分': 5}
{'短评内容': '挺不错的,很干净,稍有不足是网络稍慢了点', '短评打分': 5}
{'短评内容': '房间挺干净，不好的就是窗户打不开，退房的时候有点慢，有待改善。。。', '短评打分': 5}
{'短评内容': '总体来说不错~很划算，旁边就是客运中心，客房很安静。就是房间小了一点，装修还比较新，很干净，下次来还会考虑入住！', '短评打分': 5}
{'短评内容': '酒店设施较新 床超舒适', '短评打分': 3}
{'短评内容': '房间蛮大的，虽然在客运中心旁边，但是很安静，房间也很干净，服务态度非常好', '短评打分': 5}
{'短评内容': ' 整洁舒适', '短评打分': 3}
{'短评内容': '虽然位置有点偏，但环境给人感觉很安静，而且房间干净，附近吃饭的地方也比较方便，不错，下次还会考虑。', '短评打分': 5}
{'短评内容': '房间设施都很好用,房间也够大,电视节目挺丰富的,不错!', '短评打分': 3}
{'短评内容': '房间干净 整洁 住着挺舒服的 晚上也 没有什么其他噪音 ', '短评打分': 5}
{'短评内容': '很好,酒店设施都是新的，蛮舒适的', '短评打分': 3}
{'短评内容': '房间整体不错，箅是物有所值。', '短评打分': 3}
{'短评内容': '很好的酒店，很干净，就是少了衣柜，另外周边配套还不是很完善', '短评打分': 5}
{'短评内容': '很好的酒店，很方便，离客运中心很近，走路4分钟。', '短评打分': 5}
{'短评内容': '环境很好。服务一般。', '短评打分': 3}
{'短评内容': '房间干净设施齐全。路程有点远。', '短评打分': 3}
