{'descr': '挺好的', 'star': 5}
{'descr': '早餐不是太好，价格适当，位置很方便，总体来说不错', 'star': 5}
{'descr': '一直光顾他家，服务好！无线也可以了！', 'star': 5}
{'descr': '一般般，不咋地', 'star': 3}
{'descr': '送孩子去哈尔滨上学，刚住的一间漏水，前台服务人员特别热情，积极的给换了一间，总体来说感觉还不错，值得推荐!', 'star': 5}
{'descr': '我是不会再来他家了！第一个房间进去，卫生间味道特大，第二个房间，床单还有血，让服务员给我换，也没给我换 ，后来回来喝多了，衣服没脱就睡了，第二天才找服务员换的！无线也不好，连网线也没有！前台电话服务超差！唉！', 'star': 3}
{'descr': '很好，住的不错！', 'star': 5}
{'descr': '毛巾脏，没有热水壶，电视也不行，吐血@！', 'star': 3}
{'descr': '毛巾很脏，没有热水壶烧水！热水放半个小时后才有，吐血！', 'star': 3}
{'descr': '环境和房间都不错 前台服务很好', 'star': 5}
{'descr': '不错还是一如既往舒适，就是街有点吵', 'star': 3}
{'descr': '不错，干净，舒适，楼下就是停车场，两个小时五元，过夜停车十五元，自驾出行方便。', 'star': 5}
{'descr': '不错，房间够大，被褥干净。交通便利。下次还来。', 'star': 5}
{'descr': '宾馆所在地毕竟方便找到，在浦电路和浦东南路路口向南一点就得，标志明显。\n服务挺好，住的特价双人房，比较便宜，上网、洗澡等都还算可以。可能是上海这儿属于电信的事，网络不是很快。\n特价房不含早餐，在美林小厨吃早餐，15元一位，也还凑合，可以算在房费里面。', 'star': 5}
{'descr': '宾馆所在地毕竟方便找到，在浦电路和浦东南路路口向南一点就得，标志明显。\n服务挺好，住的特价双人房，比较便宜，上网、洗澡等都还算可以。可能是上海这儿属于电信的事，网络不是很快。\n特价房不含早餐，在美林小厨吃早餐，15元一位，也还凑合，可以算在房费里面。', 'star': 5}
{'descr': '还行吧', 'star': 3}
{'descr': '还行吧', 'star': 3}
{'descr': '还不错，马路对面就是菜市场，早晨买东西很方便', 'star': 5}
{'descr': '还不错，马路对面就是菜市场，早晨买东西很方便', 'star': 5}
{'descr': '环境很好，离陆家嘴挺近的', 'star': 3}
{'descr': '环境很好，离陆家嘴挺近的', 'star': 3}
