{'descr': '', 'star': 4}
{'descr': '停车位停在路边', 'star': 5}
{'descr': '没吃酒店的饭，因为出门右边就是宣化最繁华的步行街，什么吃的都有还不贵，这个地理位置确实不错', 'star': 5}
{'descr': '很好，干净，双人床也大，2个成年人也不挤', 'star': 5}
{'descr': '购物 逛街 休息都很方便', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '连锁酒店就那样吧', 'star': 5}
{'descr': '汉庭，一如既往的标准，下了高速很近就到了，就是门口正在修路，停车不是很方便，挨着步行街，晚上很热闹。', 'star': 5}
{'descr': '不错方便就是在大马路上。', 'star': 4}
{'descr': '不错', 'star': 5}
{'descr': '还是不错的，干净整洁！', 'star': 5}
{'descr': '还不错，', 'star': 5}
{'descr': '没有车位', 'star': 4}
{'descr': '好', 'star': 5}
{'descr': '服务态度很好，为前台服务员赞一个。', 'star': 3}
{'descr': '很好，服务态度很好，就是电视机小了点', 'star': 3}
{'descr': '离商业街很近 服务也不错 前台推荐的饭店很不错我还抽中一瓶红酒 哈哈', 'star': 5}
{'descr': '  住的大床房，很干净，舒适。只是临街这面有马路上的噪音，不过还好不是特别影响睡眠。喜欢房间卫浴的设计。', 'star': 3}
{'descr': '很好！下次还会考虑入住', 'star': 3}
{'descr': '很好！下次还会考虑入住', 'star': 3}
{'descr': '房间很干净，前台服务很好，附近方便。下次还要住这里！', 'star': 3}
{'descr': '房间很干净，前台服务很好，附近方便。下次还要住这里！', 'star': 3}
{'descr': '我住的房间是单人小房无窗，房间有点小，浴室面积还行，相对比较安静。', 'star': 5}
{'descr': '我住的房间是单人小房无窗，房间有点小，浴室面积还行，相对比较安静。', 'star': 5}
{'descr': ' 好喜欢这里的粉色被子！', 'star': 3}
{'descr': ' 好喜欢这里的粉色被子！', 'star': 3}
{'descr': '环境不错，洗手间比较大。整体可以，就是电视不好打开。', 'star': 5}
{'descr': '环境不错，洗手间比较大。整体可以，就是电视不好打开。', 'star': 5}
{'descr': '很不错 干干净净的 就是前台有点忙不过来的样子', 'star': 5}
{'descr': '交通很方便，很干净，服务人员热忱周到，每天打扫房间打扫的很干净，尤其是马桶抽力很强劲。', 'star': 5}
{'descr': '交通很方便，很干净，服务人员热忱周到，每天打扫房间打扫的很干净，尤其是马桶抽力很强劲。', 'star': 5}
{'descr': '卫生干净很好', 'star': 3}
{'descr': '卫生干净很好', 'star': 3}
{'descr': '环境不错，住的嗨比较舒适，只是地方有点小，下次还来', 'star': 5}
{'descr': '环境不错，住的嗨比较舒适，只是地方有点小，下次还来', 'star': 5}
{'descr': '我觉得还不错就是特别小', 'star': 3}
{'descr': '我觉得还不错就是特别小', 'star': 3}
{'descr': '窗户在过道不方便，房间比较小,一个人还可以,价格在周边算比较便宜的,性价比还算可以吧!周边吃饭比较实惠,交通出行还比较方便.\n', 'star': 1}
{'descr': '窗户在过道不方便，房间比较小,一个人还可以,价格在周边算比较便宜的,性价比还算可以吧!周边吃饭比较实惠,交通出行还比较方便.\n', 'star': 1}
{'descr': '离火车站有一站地左右路程，很方便，也干净，服务态度很好，下次还会入住！', 'star': 5}
{'descr': '离火车站有一站地左右路程，很方便，也干净，服务态度很好，下次还会入住！', 'star': 5}
{'descr': '服务不错，就是房间有点小，设计不合理，卫生间占地太大，活动空间太小。', 'star': 5}
{'descr': '服务不错，就是房间有点小，设计不合理，卫生间占地太大，活动空间太小。', 'star': 5}
{'descr': '比较好，服务好，卫生好，特别是早餐真的很丰富。下次出差还会去本酒店', 'star': 5}
{'descr': '比较好，服务好，卫生好，特别是早餐真的很丰富。下次出差还会去本酒店', 'star': 5}
{'descr': '挺干净的。前台态度也很好……', 'star': 3}
{'descr': '挺干净的。前台态度也很好……', 'star': 3}
{'descr': '方便舒适，干净，主要是交通便利。会推荐给朋友', 'star': 5}
{'descr': '方便舒适，干净，主要是交通便利。会推荐给朋友', 'star': 5}
{'descr': '便宜，实惠，在的位置挺中心的，不错，定的是无窗的，住的确是有窗的，非常不错', 'star': 5}
{'descr': '便宜，实惠，在的位置挺中心的，不错，定的是无窗的，住的确是有窗的，非常不错', 'star': 5}
{'descr': '交通比较方便，服务态度非常好，酒店环境挺好。', 'star': 3}
{'descr': '交通比较方便，服务态度非常好，酒店环境挺好。', 'star': 3}
{'descr': '在张家口这样的城市，这个如家不值得推荐，房间太小，价格不便宜。', 'star': 1}
{'descr': '在张家口这样的城市，这个如家不值得推荐，房间太小，价格不便宜。', 'star': 1}
{'descr': '房间内设施不错，空间还算可以，对得起这个价钱，下次去张家口，还回去如家，唯一一点的就是，地址不太好找', 'star': 5}
{'descr': '房间内设施不错，空间还算可以，对得起这个价钱，下次去张家口，还回去如家，唯一一点的就是，地址不太好找', 'star': 5}
{'descr': '价格便宜，离火车站比较近，环境态度都不错', 'star': 5}
{'descr': '价格便宜，离火车站比较近，环境态度都不错', 'star': 5}
{'descr': '我要的特价房，去的时候由于没有了，免费升级成了高级大床房，真的很实惠啊。不过不知道怎的，跟其他当地的酒店比起来确实有点冷，开了空调的话会好很多。大床房的床很大，睡4个人应该没问题，而且被子很厚，被罩也不是单调的白，浅浅的绿，给人很贴心的感觉。值得一提的是，一次性用品外面的塑封装还带拉锁，这是我住过的其他酒店所没有的，本来想走时带走，以后出门时用的，结果走的急，忘拿了。酒店唯一的不好是烟味真的像别的', 'star': 5}
{'descr': '我要的特价房，去的时候由于没有了，免费升级成了高级大床房，真的很实惠啊。不过不知道怎的，跟其他当地的酒店比起来确实有点冷，开了空调的话会好很多。大床房的床很大，睡4个人应该没问题，而且被子很厚，被罩也不是单调的白，浅浅的绿，给人很贴心的感觉。值得一提的是，一次性用品外面的塑封装还带拉锁，这是我住过的其他酒店所没有的，本来想走时带走，以后出门时用的，结果走的急，忘拿了。酒店唯一的不好是烟味真的像别的', 'star': 5}
{'descr': '很好很舒适,我很满意.', 'star': 3}
{'descr': '很好很舒适,我很满意.', 'star': 3}
{'descr': '住的单人间，空间虽然有些小，但很干净整洁，热水，服务不错，有线网，如果要是安装无线网就更好了', 'star': 5}
{'descr': '住的单人间，空间虽然有些小，但很干净整洁，热水，服务不错，有线网，如果要是安装无线网就更好了', 'star': 5}
{'descr': '房间挺干净挺暖和的，卫生间特别大……与房间比例不是很协调……推荐入住', 'star': 5}
{'descr': '房间挺干净挺暖和的，卫生间特别大……与房间比例不是很协调……推荐入住', 'star': 5}
{'descr': '如家的服务很贴心。', 'star': 3}
{'descr': '如家的服务很贴心。', 'star': 3}
{'descr': '订的是大床房、环境很好、视野也比较好、服务也不错、很满意！', 'star': 3}
{'descr': '订的是大床房、环境很好、视野也比较好、服务也不错、很满意！', 'star': 3}
{'descr': '环境不错，服务很后，窗户靠近过道不的很好，价格很实惠', 'star': 5}
{'descr': '环境不错，服务很后，窗户靠近过道不的很好，价格很实惠', 'star': 5}
{'descr': '很不错~蛮新的~蛮干净~房间宽敞暖气也给力。', 'star': 5}
{'descr': '很不错~蛮新的~蛮干净~房间宽敞暖气也给力。', 'star': 5}
{'descr': '  很好，干净卫生', 'star': 3}
{'descr': '  很好，干净卫生', 'star': 3}
{'descr': '同事推荐的，上次来张家口住的就是这家，很温暖的颜色，卫生间还比较大。', 'star': 5}
{'descr': '同事推荐的，上次来张家口住的就是这家，很温暖的颜色，卫生间还比较大。', 'star': 5}
{'descr': '居然又是没有预定时候的单人房，免费升级到了大床房，绿色的被子，暖暖的。', 'star': 5}
{'descr': '居然又是没有预定时候的单人房，免费升级到了大床房，绿色的被子，暖暖的。', 'star': 5}
{'descr': '离火车站还算近，房间干净温馨，推荐。凑字凑字凑字凑字凑字', 'star': 5}
{'descr': '离火车站还算近，房间干净温馨，推荐。凑字凑字凑字凑字凑字', 'star': 5}
{'descr': '酒店整体感觉不错，因为是新开张时间不长，整体环境、卫生都很好，主的标准间，房间很大，只是电视有点小，视力不好的人看起来很不方便，卫生间标准设计，住过如家的都知道。总结：整体很满意，建议大家住一下。', 'star': 5}
{'descr': '酒店整体感觉不错，因为是新开张时间不长，整体环境、卫生都很好，主的标准间，房间很大，只是电视有点小，视力不好的人看起来很不方便，卫生间标准设计，住过如家的都知道。总结：整体很满意，建议大家住一下。', 'star': 5}
{'descr': '订了单人间，房间真的好小啊！！隔音也不太好，但是比较干净。', 'star': 5}
{'descr': '订了单人间，房间真的好小啊！！隔音也不太好，但是比较干净。', 'star': 5}
{'descr': '挺好的，就是屋子小了点，但是服务、设施都没得说，值得推荐', 'star': 5}
{'descr': '挺好的，就是屋子小了点，但是服务、设施都没得说，值得推荐', 'star': 5}
{'descr': '设施什么的还是不错的，唯一不满意的是地面上的装饰品很容易划破鞋子，一定要注意呵呵', 'star': 5}
{'descr': '设施什么的还是不错的，唯一不满意的是地面上的装饰品很容易划破鞋子，一定要注意呵呵', 'star': 5}
{'descr': '还是可以的，就是单人房间有点儿小，不过洗澡的地方倒是挺宽敞的，比较干净、实惠，推荐。', 'star': 5}
{'descr': '还是可以的，就是单人房间有点儿小，不过洗澡的地方倒是挺宽敞的，比较干净、实惠，推荐。', 'star': 5}
{'descr': '地理位置很好，说是有窗户的 其实非常小 被子非常厚 附近吃饭和出行很方便', 'star': 5}
{'descr': '地理位置很好，说是有窗户的 其实非常小 被子非常厚 附近吃饭和出行很方便', 'star': 5}
{'descr': '新酒店，如家的品质，中规中矩，给我办理C/I的前台小姑娘非常NICE，表扬一下~~', 'star': 5}
{'descr': '新酒店，如家的品质，中规中矩，给我办理C/I的前台小姑娘非常NICE，表扬一下~~', 'star': 5}
{'descr': '酒店装修很精致、很有风格，床也很舒服，暖气充足，值得推荐。', 'star': 5}
{'descr': ' 卫生条件好 服务态度好 我丢了玉坠 马上打电话告诉我 失而复得 谢谢汉庭', 'star': 5}
