{'短评内容': '很好', '短评打分': 5}
{'短评内容': '早餐在一楼大厅，花样还可以。二楼餐厅的的菜就一般了', '短评打分': 5}
{'短评内容': '设施挺新的，也很干净。出门有公交站，不过周围没什么饭店，只好在二楼餐厅解决了，餐饮水平比不上住宿水平', '短评打分': 5}
{'短评内容': '卫生，服务好', '短评打分': 5}
{'短评内容': '自助还可以，床位很大，适合带孩子入住，酒店位置离市里有点远', '短评打分': 5}
{'短评内容': '往日的我五星级酒店啊', '短评打分': 5}
{'短评内容': '还可以，挺好', '短评打分': 5}
{'短评内容': '参加潍坊托福考试必备酒店，酒店设施干净卫生，周边比较安静，可在酒店内吃饭，就是饭菜口味偏咸。早餐可要求提前，很多托福考生入住。', '短评打分': 5}
{'短评内容': '一般般', '短评打分': 3}
{'短评内容': '一般而言、', '短评打分': 3}
{'短评内容': '酒店各方面都很上档次，堪比五星级，所有服务人员都很有素质，服务都很周到，这是第二次入住了，今后还订它！！！', '短评打分': 5}
{'短评内容': '酒店地理位置比较偏，周边娱乐、餐饮较少，不过酒店内部的餐厅性价比非常高，人均消费50左右，早餐很丰富，非常不错！', '短评打分': 4}
{'短评内容': '还可以，不错', '短评打分': 4}
{'短评内容': '我们一家三口，订的是家庭房，其他什么都好，唯一遗憾的是早餐只含两人的，小孩超过1.2米要付费。酒店我去过很多，这个规定已是古董，经营者有欠缺。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '服务好，硬件好。', '短评打分': 5}
{'短评内容': '虽然位置有些偏远，但设施、卫生、服务都很好，性价比很高，值得推荐。', '短评打分': 5}
{'短评内容': '服务很好，设施也不错，房间整洁，位置有些偏，但性价比还可以，值得推荐。', '短评打分': 5}
{'短评内容': '性价比不错，就是早餐差很多，感觉连三星都不到；不知道是不是当天有会议的原因', '短评打分': 5}
{'短评内容': '环境舒适，服务到位，下次还住中恒。', '短评打分': 3}
{'短评内容': '设施很好，房间很干净，服务也到位，饭菜很好。只是位稍微不便。', '短评打分': 5}
{'短评内容': '性价比很高，房间设施很好，位置偏远一些，不过房间很安静，值得推荐', '短评打分': 5}
{'短评内容': '这是一家很好的酒店。服务软环境很好。', '短评打分': 5}
{'短评内容': '硬件硬。服务好。', '短评打分': 5}
{'短评内容': '环境设施很好，性价比高，就是位置偏一些。建议：毛巾、浴巾不吸水，需要更换成纯棉的。窗帘不遮光，影响睡眠。', '短评打分': 5}
{'短评内容': '酒店离市区较偏、出行靠公交与酒店出租，酒店硬件设施可与北京三星相比', '短评打分': 3}
{'短评内容': '这个酒店感觉还是不错的，希望酒店改进的，就是窗帘能够遮光一些。', '短评打分': 5}
{'短评内容': '性价比高，干净卫生，环境偏僻一些。希望更换一下窗帘，不遮光，影响睡眠。', '短评打分': 5}
{'短评内容': '房间很干净，设施很新的，位置偏一些，不过性价比很高。', '短评打分': 5}
{'短评内容': '环境很好，卫生也很好，早餐也不错，位置有些偏，不过自己开车很方便的。唯一不足是窗帘不是很遮光的。影响睡眠。', '短评打分': 5}
{'短评内容': '这个价位物超所值，我已经住了2次了，值得推荐。不足就是早餐品种差些，希望改进。', '短评打分': 5}
{'短评内容': '酒店位置靠近高速，很好找。酒店的服务人员态度相当好，服务也很到位。走的时候东西忘拿了，服务人员也答应给邮寄回家，在这里表示感谢了！房间设施很新，配置很不错，液晶电视，洗手液，都有，早餐丰盛。总之强烈推荐。不足是电视节目略少。', '短评打分': 5}
{'短评内容': '不错，但达不到五星级标准。自助餐品种挺丰富的。', '短评打分': 5}
{'短评内容': '酒店服务好，房间舒适，价格合理，缺点是地点偏，打不到车子', '短评打分': 3}
{'短评内容': '酒店位于西外环附近，离市区很远，但是交通方便，适合开车自驾。这次入住，主要是为了第二天去山东科技职业学院考试，早上出行很方便，不堵车。酒店很新，设施很好，性价比高，服务也很好。结账时，服务员及时把忘在房间里的围巾送来。另外比较安静，晚上休息的好。', '短评打分': 5}
{'短评内容': '酒店条件设施很好，对有车一族来说入住更方便，性价比更高。推荐！', '短评打分': 5}
{'短评内容': '很好的酒店，经济实惠，卫生舒适，服务热情，高级酒店的装修硬件。强烈推荐。', '短评打分': 3}
{'短评内容': '房间条件好，服务规范。房间条件好，服务规范。房间条件好，服务规范。', '短评打分': 5}
