{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '早餐很好。强烈推荐', '短评打分': 5}
{'短评内容': '服务态度好。', '短评打分': 5}
{'短评内容': '服务很好，房间很干净', '短评打分': 5}
{'短评内容': '地理位置非常好 在市中心 周围吃东西散步很方便 酒店干净 服务好 每次商务出差都住这家 早餐也不错 赞', '短评打分': 5}
{'短评内容': '好！', '短评打分': 5}
{'短评内容': '还好的，喜欢', '短评打分': 5}
{'短评内容': '房间好位置好', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '环境很好，床睡的很好', '短评打分': 5}
{'短评内容': 'Received', '短评打分': 5}
{'短评内容': '只能说一般，吃饭周边比较方便，酒店不太好找！', '短评打分': 4}
{'短评内容': '酒店位置很好，周围餐饮很多，性价比不错，值得推荐！', '短评打分': 5}
{'短评内容': '性价比还不错，特别喜欢房间里的按摩椅，虽然收点费用，但价格还算合理，一天高强度的工作下来，按摩一下别提多惬意了。', '短评打分': 5}
{'短评内容': '很好很舒服', '短评打分': 5}
{'短评内容': '酒店位于太仓中心地带南洋广场，吃，购物，交通等都非常便利，房间不错，设施全，特别是床品，睡得很舒服，推荐', '短评打分': 5}
{'短评内容': '装潢的非常漂亮', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '方便而且设施都很好，床很软，很喜欢', '短评打分': 5}
{'短评内容': '整体还是不错，位置好。', '短评打分': 5}
{'短评内容': '这个是到太仓的定点酒店了，设施好，交通方便', '短评打分': 5}
{'短评内容': '总体感觉还可以，就是服务挺差的，在市中心，出行还是比较方便的', '短评打分': 1}
{'短评内容': '环境还不错、价格也还可以！蛮好。', '短评打分': 3}
{'短评内容': '酒店很舒服，一觉到天亮。性价比很高，下次还来。', '短评打分': 3}
{'短评内容': '酒店卫生状况、设施还是不错，值得推荐。地理位置正好在中心，边上很热闹，下次还会再去。', '短评打分': 5}
{'短评内容': '酒店卫生状况、设施还是不错，值得推荐。关键地处市区出行、购物逛街比较方便，唯一不足之处就是酒店房间和网上播出的房间出入蛮大的，本来我订的是豪华大床房到酒店入住后的豪华大床房就相当与网上看到的大床房设施是一样的，落差很大…', '短评打分': 5}
{'短评内容': '酒店卫生还行，就是早餐太差了。服务也行。', '短评打分': 3}
{'短评内容': '住宿不错，餐厅冷清，但味道还行。', '短评打分': 3}
{'短评内容': '住这是享受啊', '短评打分': 3}
{'短评内容': '蛮不错的，地理位置正好在中心，边上很热闹，下次还会再去', '短评打分': 5}
{'短评内容': '酒店比去年贵了，变象涨价。同样的价格现在早餐没有了。上当了。下次不来了。', '短评打分': 1}
{'短评内容': '房间设施不错，也很干净，非常满意，以后还会来住。', '短评打分': 3}
{'短评内容': '性价比很高，又是在市中心，出行较方便，非常好。', '短评打分': 5}
{'短评内容': '床很舒服，房间的装修也很好，在这个价位上感觉很超值，比很多的3星级的要好很多。', '短评打分': 5}
{'短评内容': '很不错的酒店，干净舒服价格也合理，周边环境也很好买东西也方便。', '短评打分': 5}
{'短评内容': '经济型酒店，在太仓算楼层比较高的酒店，酒店无活动场所及购物，隔壁电视机效果不错，音辆很大', '短评打分': 5}
{'短评内容': '入住房间有异味，另外房间的茶杯就没清洗。对于餐厅的服务不太满意，早上8点早餐连个煎蛋也没，跟服务员提出要求另外单做也回绝，这是五星级的服务么？能按照30元的早餐标准就连煎蛋也无法供应？门口守着那么多的服务员貌似也是人员浪费吧！', '短评打分': 1}
{'短评内容': '挺不错的酒店，性价比较高，就是玻璃隔音不好，有些房间比较吵。', '短评打分': 3}
{'短评内容': '酒店真的很好，早餐可以到十点，就这点就比别的好。下次还来住。\n', '短评打分': 5}
{'短评内容': '訂的是豪華大床房，床真的好大...我想睡三個人都沒有問題，\n不過房間的地墊黑黑的...這是唯一比較可惜的', '短评打分': 5}
{'短评内容': '在市中心，很方便。楼下就有超市。附近吃的也蛮多的。就是在街旁，有点吵。隔音也不怎么好。 ', '短评打分': 5}
{'短评内容': '房间很好价格合理', '短评打分': 3}
{'短评内容': '位置太好了 服务态度也不错 性价比很高 以后去太仓就住这里了 ', '短评打分': 5}
{'短评内容': '＋很好', '短评打分': 3}
