{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店很好很满意', '短评打分': 5}
{'短评内容': '性价比很好！', '短评打分': 5}
{'短评内容': 'good', '短评打分': 5}
{'短评内容': '价钱跟服务有点儿差距！', '短评打分': 4}
{'短评内容': '很漂亮，卫生很干净，不吵', '短评打分': 5}
{'短评内容': '还行，附近吃东西挺方便的，坐公交车也方便。', '短评打分': 5}
{'短评内容': '设备陈旧，空调声音就像拖拉机一样，换了一间稍好点，靠北面，有铁路特吵，房子隔音效果太差，楼下说话全部能听见，下次再也不住了，不过停车场还是挺方便的！', '短评打分': 5}
{'短评内容': '一般', '短评打分': 4}
{'短评内容': '口蘑诺呃呃航天桥东马神庙西', '短评打分': 5}
{'短评内容': '每次出差都住这里，环境虽然比较旧些，但是服务比较好，周边交通比较方便，吃在旁边有条街都是店，推荐入住！', '短评打分': 5}
{'短评内容': '每次出差都住这里，环境虽然比较旧些，但是服务比较好，周边交通比较方便，吃在旁边有条街都是店，推荐入住！', '短评打分': 5}
{'短评内容': '每次出差都住这里，环境虽然比较久些，但是服务比较好，周边交通比较方便，吃也方便酒店旁边很多店，推荐入住！', '短评打分': 5}
{'短评内容': '无线信号差，连不上', '短评打分': 3}
{'短评内容': '没有吹风机，卫生一般', '短评打分': 3}
{'短评内容': '设施略显陈旧，不过价格还算便宜，马马虎虎。', '短评打分': 3}
{'短评内容': '在高速旁边。交通方便，干净，服务也不错', '短评打分': 5}
{'短评内容': '不错，在高速旁边。而且干净，服务也不错。', '短评打分': 5}
{'短评内容': '酒店很干净，服务员很热情。与唯亭其他酒店比价格偏高，位置偏。', '短评打分': 3}
