{'短评内容': '很好', '短评打分': 5}
{'短评内容': '随便住住。', '短评打分': 3}
{'短评内容': '出门在外，住的地方，只有干净安全就好，可是被子好脏，门锁也坏的，唉！', '短评打分': 3}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '还贵一直去', '短评打分': 5}
{'短评内容': '住过很多次了！性价比最高的一个酒店！', '短评打分': 5}
{'短评内容': '交通特别便利，出去不远就有公交站，楼下就有适合我们口味的饭店，吃食宿一起不麻烦，安静，工作人员态度好。', '短评打分': 4}
{'短评内容': '先付費再入住，不是只付押金。', '短评打分': 3}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '周边环境不错，交通方便。', '短评打分': 4}
{'短评内容': '总体不错！电视机和房卡有点小问题', '短评打分': 4}
{'短评内容': '比较贵，床单被套有异味', '短评打分': 2}
{'短评内容': '还算可以，离地铁站也近，步行也不过几分钟，周围环境也好，一出门就有得吃，就是房间实在是太小了，无线网络也用不了不过还是好评吧', '短评打分': 3}
{'短评内容': '位置很好__就在地铁动物园站旁边，同时地铁出口就是广州动物园；老板的服务态度很好__一般的要求都会满足，同时，前台24小时均有人值班，很不错！', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 4}
{'短评内容': '还算比较方便。。。', '短评打分': 3}
{'短评内容': '隔音差，楼下比较吵', '短评打分': 4}
{'短评内容': '酒店的地理位置非常好，下楼就是动物园南门地铁站，楼下有很多吃的店铺，属于环市路比较繁华的地段，但设施设备就比较差，房间比较小，装修比较陈旧，前台服务可以，房间卫生也很一般，毕竟酒店价格便宜，适合要求不高就睡一晚的人。', '短评打分': 4}
{'短评内容': '交通便利，房间干净，', '短评打分': 5}
