{'短评内容': '房间夜里到早上热水没有，热水出来慢，床垫硬充电很慢手机，', '短评打分': 2}
{'短评内容': '以前德江龙酒店，改了个名字，前台的服务态度比以前改了很多，但仍有很大的进步空间，交通饮食购物都还算方便', '短评打分': 4}
{'短评内容': '原来是江龙酒店翻修的，翻修后装修有点奇怪，还是有点陈旧的，环境一般，卫生条件一般，服务一般，就一般般吧', '短评打分': 4}
{'短评内容': '很好很好很好', '短评打分': 5}
{'短评内容': '可以不错。。。。', '短评打分': 5}
{'短评内容': '服务和早餐都不错，设施也可以。', '短评打分': 5}
{'短评内容': '假的！该酒店根本没有和他们商家合作！', '短评打分': 1}
{'短评内容': '房间很好，周边环境也不错，挺喜欢的', '短评打分': 5}
{'短评内容': '酒店设施和环境都不错，周边环境也不错', '短评打分': 5}
{'短评内容': '酒店房间设施和周边', '短评打分': 5}
{'短评内容': '酒店外观跟楼梯虽然很旧，但是房间明显翻新过，还算新。前台小姐虽然长的可爱，但是态度一般，说话声音很小，沟通难度相当大。在携程预订的房间查起来特别久，即使交了钱还要临时安排房间。', '短评打分': 3}
{'短评内容': '前台妹妹虽然长的可爱，但是说话声音很小，态度一般，沟通起来相当困难。', '短评打分': 3}
{'短评内容': '这次入住的房间有很大的味道，窗戶是不能打开的，淋浴间的旧式花洒头淋浴时在天花不停漏水，非常狼狈，是时候应該考慮一下別的了。', '短评打分': 4}
{'短评内容': '设施旧了点，交通还是蛮方便的。', '短评打分': 4}
{'短评内容': '住了多次了，房间还是很好的，就是前台服务员态度一直很差，重来没变。', '短评打分': 5}
{'短评内容': '还可以吧！', '短评打分': 4}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '比较一般的老酒店，房间卫生条件不好。服务也一般，位置还可以，不过外面在修路，有点脏。希望快点修好地铁吧', '短评打分': 3}
{'短评内容': '还可以啦就系网络差了点', '短评打分': 4}
{'短评内容': '还行', '短评打分': 4}
{'短评内容': '还行', '短评打分': 4}
{'短评内容': '总体还好，服务员很热情，早餐不错。', '短评打分': 3}
{'短评内容': '位于厚街中心地段，后面即是厚街广场，靠近商场，出行方便。楼下有宾馆自带酒店，饭菜口味很好。对于四星级酒店来说，性价比很高。酒店内部空间很大，像拖鞋等细节问题处理的很好。地毯很厚，隔音很好。', '短评打分': 5}
{'短评内容': '房间在五层,是洗浴改的,非常小,非常差,住了一天就退房了,跟住在地下室一样,还没有桌子. 电话都看不了.', '短评打分': 1}
{'短评内容': '在东莞属于非常普通的酒店，一切都一般般，一般般', '短评打分': 1}
{'短评内容': '酒店挺好的值得推崇，吃东西玩都很方便。', '短评打分': 3}
{'短评内容': '乾淨，舒服', '短评打分': 3}
{'短评内容': '设施有些陈旧，浴巾和毛巾尤其旧。洗浴用品也比较简陋。\n优点是房间比较大，交通比较方便。\n\n还是选择推荐吧，性价比还算挺高的', '短评打分': 5}
{'短评内容': '在厚街 是个不错的酒店 ，值得推荐给大家，早餐 房间都比较好', '短评打分': 5}
{'短评内容': '空调和冲凉的毛巾要改进下', '短评打分': 3}
{'短评内容': '入住', '短评打分': 3}
{'短评内容': '感觉很不错，服务员比较热情，房间也干净，早餐也不错，逛街也方便。最重要是性价比高。', '短评打分': 5}
{'短评内容': '房间里的条件还是不错的，就是晚上还是能听到下面舞厅的噪音，过了十二点就好些了', '短评打分': 3}
{'短评内容': '酒店很旧，服务还可以。交通也不错。在东莞这样的酒店好像就过时了', '短评打分': 1}
{'短评内容': '这个酒店不错，交通便利和设施不错。', '短评打分': 3}
{'短评内容': '经历了一个恐怖的不眠之夜，隔壁还是楼上总是有家具搬动的声音，敲击的声音，讲话的声音，很难相信这是一个所谓的四星，再也不会选择这家。另外还有一面大镜子正对着床，晕倒！', '短评打分': 1}
{'短评内容': '出差订的，办事方便，住的还行吧，在厚街算是不错的酒店了', '短评打分': 5}
{'短评内容': '酒店条件不错，价格便宜', '短评打分': 5}
{'短评内容': '我们住的是正面朝阳的，房间里的布置.空间.和采光啊这些都挺好的，隔音效果也不错.主要是交通非常好.107国道出行很便利.', '短评打分': 5}
{'短评内容': '房间隔音效果不是很好，有时候能听到走廊脚步声。服务蛮好的,办事效率很快.卫生做得不错,服务员天天收拾，一般打扫的都挺及时.住着还是蛮舒服的.', '短评打分': 5}
{'短评内容': '酒店周边的交通很便利,而且餐饮啦、娱乐在这儿附近的都可以找得到.很方便.服务也很周到,综合来讲还算不错.', '短评打分': 5}
{'短评内容': '地理位置不错，道路挺宽的交通出行很便利,室内条件还可以,餐厅的服务人员特别热情，而且菜品口味还行,是粤菜.', '短评打分': 5}
{'短评内容': '酒店整体的服务比较到位,额外的服务很多样比如烫洗衣服啦.还有一些小事情.都能很快帮到我们,办事效率很快.我比较看好这家酒店.', '短评打分': 5}
{'短评内容': '酒店房间比较临街.紧靠马路，不过隔音效果很好,房间里都不吵.交通比较方便，而且靠商场也比较近，购物很方便.', '短评打分': 5}
{'短评内容': '酒店卫生条件挺好的，床整理的挺整齐，而且每天都及时的打扫。这的位置非常的方便，距离步行街挺近.', '短评打分': 5}
{'短评内容': '酒店提供的停车位置小了，感觉到有点紧张.其它各方面也还算可以吧.就是位置好一些.很方便出行.', '短评打分': 5}
{'短评内容': '酒具位置不错,周边出行很方便,其它各方面就比较一般了,不过住着还行,主要是交通方便.', '短评打分': 5}
{'短评内容': '酒店设施稍微有些旧，不过房间很大，也很清净，早餐也不错，淋浴水量很大，洗头水、浴液稍差，洗头后有干涩感。200多元的房价住这样的酒店已经非常不错了。感觉很适合到厚街出差的人入住。', '短评打分': 5}
