{'短评内容': '很好', '短评打分': 5}
{'短评内容': '服务，卫生，环境，各方面都很不错！', '短评打分': 5}
{'短评内容': '房间很不错', '短评打分': 5}
{'短评内容': '就差没闹鬼了', '短评打分': 2}
{'短评内容': '隔音效果较好，位置不错，就是晚上有蚊子', '短评打分': 4}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '环境好，床品好。', '短评打分': 5}
{'短评内容': '发票不能多开，自付税点也开不了，还不是增值税发票！酒店空调开热风完全没用，设施太陈旧了。这两点不太满意，其他还好，服务人员还是不错的。', '短评打分': 3}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '酒店设施不错，就是服务员给你隐瞒好多你应有服务', '短评打分': 5}
{'短评内容': '离医院很近，周围小吃一般。酒店不错', '短评打分': 4}
{'短评内容': '挺好……………………', '短评打分': 3}
{'短评内容': '环境还可以，服务态度马马虎虎。', '短评打分': 3}
{'短评内容': '有停车位，方便，安静，卫生', '短评打分': 3}
{'短评内容': '总体感觉不错，晚上还有水果送，只是卫生间比较陈旧，有点积水。', '短评打分': 5}
{'短评内容': '服务员服务也很不错，价格真的很优惠哦，顶起来……', '短评打分': 5}
{'短评内容': '真的很不错，房间也挺干净，每天还有水果送。', '短评打分': 5}
{'短评内容': '酒店服务很好，房间设施也不错，还有水果赠送~就是隔音不是太好，呵呵，什么都听得到，囧~', '短评打分': 5}
{'短评内容': '不错,经济实惠,服务周到,', '短评打分': 3}
{'短评内容': '锦江之星的酒店还是不错的,我出差一般都在河南,一般都定当地的锦江之星', '短评打分': 5}
{'短评内容': '订单未被酒店确认，下次不要出现这种低级失误了，出差的童鞋玩不起!!', '短评打分': 3}
{'短评内容': '比想象中好，环境不错，价格也实惠，早餐也还算丰富，服务热情，唯一不足是宽带速度慢了点。', '短评打分': 5}
{'短评内容': '算是快捷酒店中高档的了。整体设施包括工作人员的服务质量都不错，推荐', '短评打分': 5}
{'短评内容': '有的服务员素质不咋的，整体很不错的，值得推荐', '短评打分': 5}
{'短评内容': '不错。。。。。。。。。。。。值得推荐。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '服务很周到，北方的早餐有点不习惯，呵呵。。。不过整体不错，值得推荐', '短评打分': 5}
{'短评内容': '非常不错。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '性价比不错，房间布置挺好，枕头很舒服，早餐也丰富，网速也好', '短评打分': 3}
{'短评内容': '服务很好，房间有点旧', '短评打分': 3}
{'短评内容': '前台服务效率太低，入住和退房等待的时间太长，而且服务比较生硬。', '短评打分': 1}
{'短评内容': '酒店相对不错，价格也公道，出行比较方便，老板很喜欢，下次出差到此还会选择', '短评打分': 5}
{'短评内容': '还不错的酒店，早餐也还可以。交通方便，离长途汽车站不是很远。', '短评打分': 5}
{'短评内容': '干净整洁', '短评打分': 3}
{'短评内容': '不错，性价比高', '短评打分': 3}
{'短评内容': '比价合理，早餐不错。标间显小，环境还好。总体影像可以。', '短评打分': 5}
{'短评内容': '酒店还行。。就是离出差的地方稍微远了点点。。。。。', '短评打分': 5}
{'短评内容': '酒店性价比还可以。。。下次还来入住。。。。。。', '短评打分': 5}
{'短评内容': '酒店卫生不错就是地毯该换了哦，早餐也很好吃服务更是热情', '短评打分': 5}
{'短评内容': '地点不错，房间配置和大小都挺理想，附送的自助早餐品种不少、口味也不错，小孩没有另加收费。', '短评打分': 5}
{'短评内容': ':酒店地点及房间布置还行，送的自助早餐不错，就是卫浴设施稍老旧。以当地的消费来说价格应该再便宜点，性价比会更好。', '短评打分': 3}
{'短评内容': '房间比较大，设施也比较齐全，很方便，就是楼道有点异味', '短评打分': 5}
{'短评内容': ' 酒店很好 干净卫生 服务态度也好 很温馨 而且暖气很暖和 就是房间没大灯 ', '短评打分': 3}
{'短评内容': '房间装修不好，和价格相称。洗手间手盆下水不畅，水也不热，洗澡成问题。', '短评打分': 1}
{'短评内容': '酒店开业不久，设施配置都比较新，环境还是很不错的。', '短评打分': 5}
{'短评内容': '酒店位于中原油田附近，出行交通方便，环境还不错。通风差了些。', '短评打分': 5}
{'短评内容': '价格还可以，服务也不错。细节方面需要加强。还不错的酒店。', '短评打分': 5}
{'短评内容': '服务非常好的酒店，员工都非常热情周到。还会有温馨提示。', '短评打分': 5}
{'短评内容': '酒店房间不大，设施配置都很全，整体来讲还算是及格达标。', '短评打分': 5}
{'短评内容': '酒店新开业的，软件和硬件方面都不错，价格也蛮实惠的。', '短评打分': 5}
{'短评内容': '觉得价格还是蛮适中的，性价比蛮高的。', '短评打分': 5}
{'短评内容': '我感觉位置不错，出行挺方便，价格也不贵，值得推荐', '短评打分': 5}
{'短评内容': '服务挺周到的，卫生打扫的也挺干净的，价格也不贵，挺不错的。', '短评打分': 5}
{'短评内容': '设备比较陈旧，卫生也一般，服务态度很好。周围没有适合吃饭的地方，餐厅中午和晚上都不开。', '短评打分': 1}
