{'短评内容': '很好', '短评打分': 5}
{'短评内容': '可以的。条件不错', '短评打分': 5}
{'短评内容': '酒店位置好，出行方便，离海边很近，早餐方便。', '短评打分': 5}
{'短评内容': '酒店位置就在夏日百货旁边很便利，里面很多俄罗斯外国友人，环境比较安静早餐是德克士里面的一个汉堡加一份豆浆，，个人感觉性价比不太高，但是重在比较便利把，一日游就门口上车', '短评打分': 4}
{'短评内容': '就在夏日百货边上的老酒店，俄罗斯人较多，设施有点年头了，房间挺多。', '短评打分': 4}
{'短评内容': '位置好，服务也不错。就是前台太磨叽。', '短评打分': 4}
{'短评内容': '老酒店了，设备设施一般，就是位置不错', '短评打分': 3}
{'短评内容': '地理位置优越性价比超高', '短评打分': 5}
{'短评内容': '还不错 酒店有点旧了 前台服务态度一般 天气很好', '短评打分': 5}
{'短评内容': '来的时候还下雨，之后天气超级好', '短评打分': 5}
{'短评内容': '方便快捷实用', '短评打分': 5}
{'短评内容': '位置好，房间还不错', '短评打分': 4}
{'短评内容': '还可以，价格略高', '短评打分': 5}
{'短评内容': '还可以，价格略贵。。。。。。。', '短评打分': 5}
{'短评内容': '酒店太旧了，真的太旧了，我定的是含早饭的，早饭竟然是在楼上德克士里吃，喝的只有咖啡和可乐，二选一，还有一个汉堡，早餐卷上写早饭时间7-9点，我们一直等到7点50才给吃', '短评打分': 4}
{'短评内容': '前两个订单怎么不给我确认成交呢，！', '短评打分': 3}
{'短评内容': '酒店环境不错，离大东海公园和海滩很近；交通方便，旁边巷子里有各色餐馆，经济实惠，下次来三亚还会入住该酒店。', '短评打分': 5}
{'短评内容': '距离大东海特别近，价格还栓可以，周围吃饭也挺方便。', '短评打分': 5}
{'短评内容': '环境和卫生还可以。离海边也较近，5分钟即到，因为在马路边的缘故，有些吵，广商窗户还是可以听到汽车的吵杂声。', '短评打分': 5}
{'短评内容': '缺点：1 临街太吵了半夜全是大车过往，太影响休息，让我最无法忍受；2 没有一次性拖鞋倒也算了，可一次性的牙刷打开上面居然有脏东西，自己还去超市买了牙刷，太劣质了；3 卫生间有漏水现象不知从哪来的；毛巾遇水后白色变黑也不敢用了，估计是漂白的吧；房间配置很简单，只能说广告图片做的太精美了；4 早餐非常简陋，鸡蛋居然限一人一个，真是无语，还要一位十五元，只去了一次都觉得亏了；但也不是没有优势，因为临街离', '短评打分': 1}
{'短评内容': '大东海区性价比很高的酒店，如果不纠结seaview的话，完全可以忽略海景大床房。\n不过由于靠近榆亚路，临街的一面房间的噪音会大一些\n早餐还是自行解决吧，酒店的不值', '短评打分': 5}
{'短评内容': '酒店卫生非常差劲。和价格不相符。。。。。。。。。。', '短评打分': 1}
{'短评内容': '酒店不错 下次还会去的   酒店不错 下次还会去的   酒店不错 下次还会去的   酒店不错 下次还会去的   ', '短评打分': 5}
{'短评内容': '酒店一般般~海景房又说可以看到海，结果前面还有几个高楼，总觉性格比不高。', '短评打分': 1}
{'短评内容': '酒店不错，靠海近，价格便宜。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '离海近，新装修的，不错！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '经济实惠，交通方便。楼下还有租电瓶车的，很好！！！', '短评打分': 5}
{'短评内容': '服务态度好，地点也不错，卫生也好，就是隔音差了些', '短评打分': 5}
{'短评内容': '房间不错，地理位置也很近海边，我已经是第三次入住了，这次还388住上了商务大床套房，舒服极了，浴室够大。大堂商务中心还有电动车租赁，很方便，100块一天。为住客提供了很不错的出门便利服务。开着电动车到第一市场买海鲜到附近的大排档加工，在三亚湾的沙滩上兜风，悠闲、舒服、开心的假期。', '短评打分': 5}
{'短评内容': '黄金周去的感觉性价比很一般，离大东海海边还是有些距离去海边不是很方便。', '短评打分': 1}
{'短评内容': '酒店的早餐，真可谓极品烂，品种少就算了，卫生还差，一进餐厅就股让人难以忍受的味道。', '短评打分': 5}
{'短评内容': '酒店交通环境都很不错，服务态度也很不错，早餐需要改善一下。', '短评打分': 5}
{'短评内容': '去大东海的话这家酒店很不错，位置很好距离大东海很近。', '短评打分': 5}
{'短评内容': '房间很干净配置齐全，性价比很不错的一家酒店。', '短评打分': 5}
{'短评内容': '酒店装修时间不长,设施还好,地理位置优越,入住后感觉还行,但每位还另加9元的城市建设费,可能三亚的酒店都要交的吧,也算是给这个城市作贡献了', '短评打分': 5}
{'短评内容': '很好，旁边就是2路，4路，8路，旅游线，大东海广场也很近。房间很大。也很干净。唯一的缺点是空调太小。房费买二送一，还是很划算的。否则的话还是有点贵。', '短评打分': 5}
{'短评内容': '一切都很好，除了网速，带了电脑等于没带，不知为何。另外，早餐再丰富些就更好了。', '短评打分': 5}
{'短评内容': '其实我是两个人入住。为了省去退房时收取的政府费用8块钱，我登记时说是一个人入住。\r\n这个酒店位置不错。坐公交车巴士也很方便，到大东海下车直接到达该酒店。\r\n房间的隔音不太好。不过价钱在海面算是是比较实惠', '短评打分': 5}
{'短评内容': '酒店还是可以，但是价位稍微贵了点点，但是毕竟是三亚嘛，可以理解', '短评打分': 5}
{'短评内容': '还不错！ 新装修地！', '短评打分': 5}
{'短评内容': '这家酒店虽然说是赠送早餐的，但是那个早餐的质量那叫一个差啊，淡的快没有颜色的果珍（泡的那种），豆浆牛奶啥都没的，菜和主食也就几种，没啥选择，建议还是去外面池早餐的好。但是这家酒店的地理位置实在是很好啊，出门没几分钟就到海滩，而且海滩上的烧烤店的味道也不错（就是价格实在是有点贵）。旁边就是公交车站，一块钱到市中心。（海南出租车的空车率那叫一个低，我们在市中心有过一个小时没有打到车的经历，所以公交是很', '短评打分': 5}
{'短评内容': '新装修过的酒店，卫生不错，二楼的餐厅实在是不怎么样，而且早餐时间是7点到9点，因之前的酒店是到10点的，所以差点错过了用餐时间，早餐质量不好，品种少。前台接待不可以说态度不好，但绝对不亲切，是冷淡的表情，酒店位置不错，出门就是公交站，1块钱到市区，很方便，到大东海广场步行2分钟，5分钟之内可以到海边，所以说位置是最大亮点，性价比较高。不过不是银子花不了的话，没必要定海景房，因这里的所谓海景房只能在', '短评打分': 5}
{'短评内容': '很不错，地理位置很好，交通方便，淋浴很舒服，就是风景一般。\r\n总评：性价比较高', '短评打分': 5}
{'短评内容': '在大东海是性价比很高的酒店，交通非常方便，出门就有公交车站。离海边也不远，由于是免费海滩，大东海的人太多了，有点到了北戴河的感觉，下次还要住亚龙湾。', '短评打分': 5}
