{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '环境一般，交通便利', '短评打分': 3}
{'短评内容': '还行吧，比较高', '短评打分': 3}
{'短评内容': '没有早餐的', '短评打分': 4}
{'短评内容': '态度恶劣', '短评打分': 1}
{'短评内容': '周边好热闹周边好热闹周边好热闹周边好热闹周边好热闹周边好热闹周边好热闹周边好热闹周边好热闹周边好热闹', '短评打分': 5}
{'短评内容': '市中心很方便，圆床儿子很喜欢，房间也很漂亮', '短评打分': 5}
{'短评内容': '一般般，周边比起来性价比高', '短评打分': 4}
{'短评内容': '不错', '短评打分': 4}
{'短评内容': '头发多，床单脏，房间味道浓，这房间估计是做水疗改成的，', '短评打分': 2}
{'短评内容': '位置优越。交通便利。酒店服务人员很热情，服务很到位。房间也很干净，舒适。周边饭店很多，根本不用担心吃饭的问题。', '短评打分': 5}
{'短评内容': '酒店包了一栋办公楼的22和23两层，其他都为公司办公室。导致上下班高峰时不好坐电梯。酒店23楼在铺木地板，屋外比较乱，晚上还有人在走廊施工。屋内装修刚装修完，没有异味，有一只死蟑螂。自来水刚出来时有氯气味。退房时发现房间被调高了一个档次和预订的不符，被多收了钱。', '短评打分': 3}
{'短评内容': '房间先是开不了电视，换房间发现电视欠费，卫生也差，服务态度差，环境更差，简直就糟糕透了！提醒大家不要住这。', '短评打分': 1}
{'短评内容': '续住', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '感觉被骗！我住的楼层在喷油柒 ！', '短评打分': 2}
