{'短评内容': '很好', '短评打分': 5}
{'短评内容': '干净卫生，环境好，服务好', '短评打分': 5}
{'短评内容': '环境好，服务好，干净卫生', '短评打分': 5}
{'短评内容': '房间太小', '短评打分': 5}
{'短评内容': '位置稍微有点偏，服务态度很好，因为修路提前打电话告知，觉得非常好，房间还可以吧，旅游季节，性价比还可以', '短评打分': 4}
{'短评内容': '不想评论&hellip;&hellip;', '短评打分': 2}
{'短评内容': '价格便宜，房间很大！每次来日照出差都住这里，周边吃饭也很方便！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '环境不错，挺安静的', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 4}
{'短评内容': '挺舒适的……不错', '短评打分': 5}
{'短评内容': '服务啥的还不错', '短评打分': 4}
{'短评内容': '非常不好，有味道', '短评打分': 2}
{'短评内容': '位置距路边，比较吵闹。并且室内温度不高', '短评打分': 5}
{'短评内容': '房间到处都是潮虫。卫生情况也一般般。大概是山东人做事本来就比较粗线条。', '短评打分': 4}
{'短评内容': '强烈不推荐，房间又小又 不卫生。', '短评打分': 3}
{'短评内容': '酒店位置还好，房间太小了！房间里东西太老了！', '短评打分': 3}
