{'短评内容': '已入住。该店地理位置和交通都很便利！', '短评打分': 3}
{'短评内容': '缺点：电视机信号差，卫生间积水，有饮水机但无法烧开水。\n优点：房间空间大，安静。', '短评打分': 1}
{'短评内容': '除了电视也太旧了些，其他都挺好的，设施蛮齐全，服务也很不错，有问题都能很及时的给解决。', '短评打分': 5}
{'短评内容': '枕头陈旧，被褥质量一般，没有一次性拖鞋，下次不会再住。\n', '短评打分': 1}
{'短评内容': '酒店还可以，枕头睡觉时有点怪味，没有一次性拖鞋，不能打外线电话，太不方便了。', '短评打分': 5}
{'短评内容': '太破旧了！！！！房间有股发霉的味，洗脸的水也有一股澡堂子味道，严重怀疑是不是循环用水，因为旁边是个洗浴。', '短评打分': 1}
{'短评内容': '地段好，出行方便，而且周边交通方便，出租车都是很容易打得到的.', '短评打分': 5}
{'短评内容': '服务不错，办事效率挺快的，而且在我们有需要帮助时，随叫随到.', '短评打分': 5}
{'短评内容': '客房采光不错，住着舒服极了，而且周边用餐的地方也多.吃饭方便.', '短评打分': 5}
{'短评内容': '酒店位于市中心，交通便利，同时周边逛街购物也很方便.整体水平不错.', '短评打分': 5}
{'短评内容': '酒店提供餐饮，价格便宜，味道也不错，周边也有一些餐馆之类，如果不想在里面吃，可以到附近用餐挺方便的.', '短评打分': 5}
{'短评内容': '服务员态度很和蔼，床睡着很舒服，酒店在市中心，附近有超市，买东西方便', '短评打分': 5}
{'短评内容': '酒店餐饮服务不错，价格很便宜，前台服务一般，房间硬件齐全，质量很好，网速也蛮快的', '短评打分': 5}
{'短评内容': '交通比较方便,周围就是闹市区,环境还可以,对得起这个价格.', '短评打分': 5}
