{'descr': '停车不好停，价格算合理！老小区旁边~房间还算干净！！！', 'star': 5}
{'descr': '不好找，环境就价格来说还可以，外面街道有些臭，使得生意被影响不少。', 'star': 5}
{'descr': '比较安静，整体性价比不错，离火车站不远。', 'star': 5}
{'descr': '  我入住贝宁店512房间 长途电话为什么不能开通?!', 'star': 3}
{'descr': '房间霉味特别的严重。整个房间看起来好阴暗。 洗手间的下水道渗漏水有问题', 'star': 1}
{'descr': '酒店环境还不错，就是难找了点。周围缺少娱乐环境，不是很方便。', 'star': 5}
{'descr': '非常的一般，没有什么优势可言,好像格林豪泰在服务上落后其他快捷酒店很多', 'star': 1}
{'descr': '酒店位置有点偏，入住时想要个朝南的房间，前台居然说不清楚，让我先上去看，看了不好再换，之后想借用个吹风机么，还得自己跑下去再交押金才能借..从没入住过这么差服务的酒店!', 'star': 1}
{'descr': '条件还可以，交通也便利，就是位置不太好找', 'star': 5}
{'descr': '太偏僻了  就是有点气味 环境很差  尽量还是找中心一点的  打的算上不核算', 'star': 5}
{'descr': '价格便宜，经济实惠，位于小区里，开窗会比较吵，和旁边居民楼靠的太近，一定要拉上窗帘', 'star': 5}
{'descr': '酒店在四川北路，离南京东路很近，周边繁华热闹，早餐在旁边巷子里的城隍庙小吃，生煎包不错，赞~', 'star': 5}
{'descr': '如果是短暂行程，选择这种经济型酒店还是挺不错的，房间不大，但设施还挺全的，价格在上海也算是便宜了。', 'star': 5}
{'descr': '-前台有两个男生态度生硬,\r\n 其他前台的男生和女生态度都很好,\r\n-没有什么附加服务,咨询什么的都别想了,原来还期待世博期间或有专门的导航什么的...\r\n-餐厅档次太次了,比小菜馆还差,\r\n-酒店设施老,电视很小\r\n 卫生间水压很大,冲的很舒服\r\n-世博会期间,价格算低了,性价比不错.\r\n 离地铁站走路15-20分钟,公交站5分钟步行,不错\r\n-窗户外对着老小区的养鸡笼,不爽.\r\n 搞卫生的阿姨', 'star': 3}
{'descr': '-前台有两个男生态度生硬,\r\n 其他前台的男生和女生态度都很好,\r\n-没有什么附加服务,咨询什么的都别想了,原来还期待世博期间或有专门的导航什么的...\r\n-餐厅档次太次了,比小菜馆还差,\r\n-酒店设施老,电视很小\r\n 卫生间水压很大,冲的很舒服\r\n-世博会期间,价格算低了,性价比不错.\r\n 离地铁站走路15-20分钟,公交站5分钟步行,不错\r\n-窗户外对着老小区的养鸡笼,不爽.\r\n 搞卫生的阿姨', 'star': 5}
{'descr': '性价比高，交通便捷\r\n服务热情，房间整洁', 'star': 3}
{'descr': '地理位置挺好，离上海站、客运总站很近，不好打车，建议步行；前台接话员服务态度不好。', 'star': 5}
{'descr': '地方比较难早找,周围环境不是很好\n', 'star': 5}
{'descr': '  位置比较偏,不过楼下有便利,还是比较方便的', 'star': 5}
{'descr': '靠近闸北大宁国际，交通便捷，很不错的选择！下次还回来的', 'star': 5}
{'descr': ' 该宾馆服务态度良好，房间也还可以，就是灯光有点太刺眼', 'star': 5}
{'descr': ' 该宾馆服务态度良好，房间也还可以，就是灯光有点太刺眼', 'star': 5}
{'descr': '很差！豪华房一点不豪华，外面很吵闹，楼层低，热水不是24小时的，害我回去感冒了！卫生间是在房间内用玻璃隔出来的，有股下水道味道，下水非常堵，千万不要住这家啊。', 'star': 1}
{'descr': '很差！豪华房一点不豪华，外面很吵闹，楼层低，热水不是24小时的，害我回去感冒了！卫生间是在房间内用玻璃隔出来的，有股下水道味道，下水非常堵，千万不要住这家啊。', 'star': 1}
{'descr': '酒店离火车站还有地铁站都很近，吃饭也方便~！！', 'star': 5}
{'descr': '酒店离火车站还有地铁站都很近，吃饭也方便~！！', 'star': 5}
{'descr': '建议在沪太路柳营路口挂上格林豪泰的牌子，这样更容易找', 'star': 5}
{'descr': '建议在沪太路柳营路口挂上格林豪泰的牌子，这样更容易找', 'star': 5}
{'descr': '房间很大，也很干净，服务不错，周边超市很多，购物方便，位置不太好，离地铁要十分钟多点。', 'star': 5}
{'descr': '房间很大，也很干净，服务不错，周边超市很多，购物方便，位置不太好，离地铁要十分钟多点。', 'star': 5}
{'descr': '房间总体说还可以，就是酒店位置离火车站还是有点距离，有点偏', 'star': 1}
{'descr': '房间总体说还可以，就是酒店位置离火车站还是有点距离，有点偏', 'star': 1}
{'descr': '+其他都好,就是地方难找', 'star': 5}
{'descr': '+其他都好,就是地方难找', 'star': 5}
{'descr': '世博期间的价格还算是挺便宜的 地方不太好找 的士司机都绕路才找到', 'star': 3}
{'descr': '世博期间的价格还算是挺便宜的 地方不太好找 的士司机都绕路才找到', 'star': 3}
{'descr': '世博期间的 价格还是挺便宜的 就是有点不太好找', 'star': 5}
{'descr': '世博期间的 价格还是挺便宜的 就是有点不太好找', 'star': 5}
{'descr': '+环境尚可,世博期间性价比较优。', 'star': 5}
{'descr': '+环境尚可,世博期间性价比较优。', 'star': 5}
{'descr': '酒店位置不太好找，前台服务生指点的不清晰，让我从火车站到达酒店竟然花了1小时40分钟。如果坐火车，从火车站往沪太路方向步行到上海长途汽车站（北站）后面的柳营路就到酒店，大约10-15分钟。\r\n如果坐地铁，在中山北路下，往沪太路走即可，也大约10-15分钟。\r\n酒店房间还比较大，设施也还不错，比徐家汇的锦江之星好很多，而且价格比锦江之星便宜了将近40%，性价比还是比较高的。\r\n', 'star': 5}
{'descr': '酒店位置不太好找，前台服务生指点的不清晰，让我从火车站到达酒店竟然花了1小时40分钟。如果坐火车，从火车站往沪太路方向步行到上海长途汽车站（北站）后面的柳营路就到酒店，大约10-15分钟。\r\n如果坐地铁，在中山北路下，往沪太路走即可，也大约10-15分钟。\r\n酒店房间还比较大，设施也还不错，比徐家汇的锦江之星好很多，而且价格比锦江之星便宜了将近40%，性价比还是比较高的。\r\n', 'star': 5}
{'descr': '酒店环境没的说~服务也不错~~~\r\n就是酒店位置真的不太好找，真奇怪真么会在巷子里。\r\n还有就是距离地铁比较远，步行大概要10分钟。比较纠结啊~~\r\n但性价比，尤其是世博期间~，这还是没的说~~~\r\n总之如果你还比较熟悉上海~那就推荐这个~~', 'star': 5}
{'descr': '酒店环境没的说~服务也不错~~~\r\n就是酒店位置真的不太好找，真奇怪真么会在巷子里。\r\n还有就是距离地铁比较远，步行大概要10分钟。比较纠结啊~~\r\n但性价比，尤其是世博期间~，这还是没的说~~~\r\n总之如果你还比较熟悉上海~那就推荐这个~~', 'star': 5}
{'descr': '酒店不太好找，柳营路居然是中间断掉，后面有要去住的朋友一定要小心不要走错了路，房间还可以，就是洗手间地漏味道挺重的', 'star': 5}
{'descr': '酒店不太好找，柳营路居然是中间断掉，后面有要去住的朋友一定要小心不要走错了路，房间还可以，就是洗手间地漏味道挺重的', 'star': 5}
{'descr': '枕头质量比较差，内部高低不平；店的位置不好，上海本地的出租车司机也不容易找到，两次都绕路。其他不错，隔音稍差。', 'star': 5}
{'descr': '枕头质量比较差，内部高低不平；店的位置不好，上海本地的出租车司机也不容易找到，两次都绕路。其他不错，隔音稍差。', 'star': 5}
{'descr': '酒店有点不是太好找，离火车站很近。卫生间里面摆设倒是想得得很周到，但卧室里面床单，枕套有些脏。', 'star': 5}
{'descr': '酒店有点不是太好找，离火车站很近。卫生间里面摆设倒是想得得很周到，但卧室里面床单，枕套有些脏。', 'star': 5}
{'descr': '空间有点小，感觉不错。交通方便，安静', 'star': 5}
{'descr': '空间有点小，感觉不错。交通方便，安静', 'star': 5}
{'descr': '很卫生距离火车站近，但是在一个巷子里面晚上不好找。其他的度还好，电视今天断了，好像线路有问题。', 'star': 5}
{'descr': '很卫生距离火车站近，但是在一个巷子里面晚上不好找。其他的度还好，电视今天断了，好像线路有问题。', 'star': 5}
{'descr': '还不错。经济实惠。', 'star': 3}
{'descr': '还不错。经济实惠。', 'star': 3}
{'descr': 'bu 推荐', 'star': 1}
{'descr': 'bu 推荐', 'star': 1}
{'descr': '淋浴水压充沛', 'star': 5}
{'descr': '淋浴水压充沛', 'star': 5}
{'descr': '性价比不是很高', 'star': 5}
{'descr': '性价比不是很高', 'star': 5}
{'descr': '还是不错的，对于现在世博酒店价格都很贵来说，这家还是比较划算的。。以后还是会去的。', 'star': 5}
{'descr': '还是不错的，对于现在世博酒店价格都很贵来说，这家还是比较划算的。。以后还是会去的。', 'star': 5}
{'descr': '世博会期间的上海酒店太难订了，还好提前付了款，要不然这个都可能被旅游团抢走了，入住了感觉还可以，很安静，床也很舒服，睡得不错', 'star': 5}
{'descr': '世博会期间的上海酒店太难订了，还好提前付了款，要不然这个都可能被旅游团抢走了，入住了感觉还可以，很安静，床也很舒服，睡得不错', 'star': 5}
{'descr': '小巷深处的旅馆，感觉真的不好。设施很陈旧。服务还算凑乎吧。', 'star': 1}
{'descr': '小巷深处的旅馆，感觉真的不好。设施很陈旧。服务还算凑乎吧。', 'star': 1}
{'descr': '位置有点偏，还比较安静，我订的是一米五的大床房，房间比较小。性价比还可以。', 'star': 5}
{'descr': '位置有点偏，还比较安静，我订的是一米五的大床房，房间比较小。性价比还可以。', 'star': 5}
{'descr': '一塌糊涂，如果不是世博期间，肯定不会找到这家的', 'star': 1}
{'descr': '一塌糊涂，如果不是世博期间，肯定不会找到这家的', 'star': 1}
{'descr': '位置比较难找。电梯频繁坏。', 'star': 5}
{'descr': '位置比较难找。电梯频繁坏。', 'star': 5}
{'descr': '房间比较小，设施也比较旧，有的房间里有蟑螂。卫浴设施不错。大床房的床很硬，不如豪华标准间的。地处巷中，不容易找到。', 'star': 5}
{'descr': '房间比较小，设施也比较旧，有的房间里有蟑螂。卫浴设施不错。大床房的床很硬，不如豪华标准间的。地处巷中，不容易找到。', 'star': 5}
{'descr': '我12天走了4个城市，北京上海苏州杭州，觉得上海的这个在条件上是最好的，床很大，房间很舒服，离地铁有点远，交通不是很便利，其他都不错，下次还会选择', 'star': 5}
{'descr': '我12天走了4个城市，北京上海苏州杭州，觉得上海的这个在条件上是最好的，床很大，房间很舒服，离地铁有点远，交通不是很便利，其他都不错，下次还会选择', 'star': 5}
{'descr': '干净，服务好，推荐', 'star': 3}
{'descr': '干净，服务好，推荐', 'star': 3}
{'descr': '还不错 就是位置有点偏，不太好找。周围便利店挺多，但如果要想找一家干净卫生的餐馆还真不容易。', 'star': 5}
{'descr': '还不错 就是位置有点偏，不太好找。周围便利店挺多，但如果要想找一家干净卫生的餐馆还真不容易。', 'star': 5}
{'descr': '比较方便，性价比还行。毕竟世博会期间，房价稍高点可以理解。', 'star': 5}
