{'descr': '还可以，房间很暖和', 'star': 3}
{'descr': '商家很不错。', 'star': 5}
{'descr': '酒店位置很好有停车的地方', 'star': 5}
{'descr': '性价比很好', 'star': 5}
{'descr': '还可以', 'star': 5}
{'descr': '床垫的弹簧非常个人，不舒服', 'star': 3}
{'descr': '还不错，价格也不贵，就是关了空调会有点冷。', 'star': 4}
{'descr': '位置好，很方便。隔音差', 'star': 4}
{'descr': '房间还好，卫生间比较糟糕，洗澡下水很慢，两个人洗完澡，卫生间水就满了，想去上厕所都不行了，其他设施还好！', 'star': 4}
{'descr': '卫生间狭小且排水不行', 'star': 4}
{'descr': '酒店房间有空调 但下面墙皮返潮长毛脱落  洗浴空间较小热水较少十分钟以内  夏天住特价房性价比可以  附近比较方便 有公交有早餐', 'star': 4}
{'descr': '价格便宜 条件也不错', 'star': 5}
{'descr': '适合出差，交通方便价格不贵', 'star': 3}
{'descr': '房间太小，早餐是外面的地摊', 'star': 3}
{'descr': '房间太小，设施太老，窗户漏风，真是不好！', 'star': 3}
{'descr': '地点不错，环境也好，价格合理', 'star': 3}
{'descr': ' 很满意', 'star': 3}
{'descr': '感谢环境不错，挺别致的，就是房间小点。', 'star': 3}
{'descr': '感谢环境不错，挺别致的，就是房间小点。', 'star': 3}
{'descr': '整体来说还是很不错的，我是去办事儿的，时间很匆忙，那儿的交通很便利，出门就能打到车。最满意的的是有电脑。就是12点以后电视就没台了，不知道是什么原因，因为太晚了所以也就睡了，没再追问，其他都还好。', 'star': 5}
{'descr': '整体来说还是很不错的，我是去办事儿的，时间很匆忙，那儿的交通很便利，出门就能打到车。最满意的的是有电脑。就是12点以后电视就没台了，不知道是什么原因，因为太晚了所以也就睡了，没再追问，其他都还好。', 'star': 5}
{'descr': '房间是小了一点，很紧凑。但离冰雪大世界非常近，坐车也很方便。', 'star': 5}
{'descr': '房间是小了一点，很紧凑。但离冰雪大世界非常近，坐车也很方便。', 'star': 5}
{'descr': '入住马桶严重堵塞，叫了维修工3次，后来准备退房才给调房间。发票入住后半个月才给寄出且不是说的快递而是平邮。', 'star': 1}
{'descr': '入住马桶严重堵塞，叫了维修工3次，后来准备退房才给调房间。发票入住后半个月才给寄出且不是说的快递而是平邮。', 'star': 1}
{'descr': '室内很暖和，房间不大，卫生间较前卫。床垫一般。交通便利', 'star': 5}
{'descr': '室内很暖和，房间不大，卫生间较前卫。床垫一般。交通便利', 'star': 5}
{'descr': '不错   房间很干净。交通也很方便...', 'star': 5}
{'descr': '不错   房间很干净。交通也很方便...', 'star': 5}
{'descr': '酒店还可以，不过很鄙视ELONG所谓的什么120元的那个赠品冰雪一日游。就是个扯淡的东西，酒店一点都不知道，还要自己打电话索要，而且通过打电话我才知道，就是个旅游公司搞的一个项目，120元实际上就是坐大巴在哈尔滨溜达一圈，去任何地方都要门票，如果不交就只能在车里待着，如果按照旅游公司的约定上这个当的车的话，这一天下来最少要花500左右，鸡肋，大家别上当啊，宁可别要这破烂。我看ELONG要完蛋，搞这', 'star': 5}
{'descr': '酒店还可以，不过很鄙视ELONG所谓的什么120元的那个赠品冰雪一日游。就是个扯淡的东西，酒店一点都不知道，还要自己打电话索要，而且通过打电话我才知道，就是个旅游公司搞的一个项目，120元实际上就是坐大巴在哈尔滨溜达一圈，去任何地方都要门票，如果不交就只能在车里待着，如果按照旅游公司的约定上这个当的车的话，这一天下来最少要花500左右，鸡肋，大家别上当啊，宁可别要这破烂。我看ELONG要完蛋，搞这', 'star': 5}
{'descr': '一般，房间太窄小', 'star': 3}
{'descr': '一般，房间太窄小', 'star': 3}
{'descr': '酒店还可以了  环境设施都没有问题  ··································', 'star': 5}
{'descr': '酒店还可以了  环境设施都没有问题  ··································', 'star': 5}
{'descr': '我当时入住时应该是新开业没吧，所以房间内设备设施都是新的，床睡的还处舒服，但房间确实有点太小了！', 'star': 5}
{'descr': '我当时入住时应该是新开业没吧，所以房间内设备设施都是新的，床睡的还处舒服，但房间确实有点太小了！', 'star': 5}
