{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '前台的服务也很热情，很喜欢，而且价格实惠，房间又大又安静，环境很好，比较干净卫生，Wifi很快，打游戏都没掉过线，太棒了，很满意得一家酒店，推荐大家入住，赞一个，会常来的', '短评打分': 5}
{'短评内容': '挺好的，适合两三人住哎，家里人多出来好。', '短评打分': 5}
{'短评内容': '网上订房设置不太好、订了两天、结果特殊原因提前一天离店、网上也不给退、太气人了！', '短评打分': 1}
{'短评内容': '房间很干净   很漂亮', '短评打分': 5}
{'短评内容': '空间大，没有早餐，有停车场，', '短评打分': 5}
{'短评内容': '好111111111111111', '短评打分': 5}
{'短评内容': '非常方便，环境很好。', '短评打分': 5}
{'短评内容': '非常感谢，服务很好。', '短评打分': 5}
{'短评内容': '环境挺好的，能免费停车，非常方便。', '短评打分': 5}
{'短评内容': '很好的一家店，干净整洁！以后来了太原就在他家啦', '短评打分': 5}
{'短评内容': '很干净，来太原就在他家，离儿童医院特近', '短评打分': 5}
{'短评内容': '服务真的很差，态度厉害的不行，下次不会再住', '短评打分': 3}
{'短评内容': '地理位置好，离医院、银行、公交车近，方便、快捷。', '短评打分': 4}
{'短评内容': '很不错，在附近办事，停车很方便。', '短评打分': 3}
{'短评内容': '服务挺好，酒店非常干净，下次去了再住。', '短评打分': 5}
{'短评内容': '价格实惠', '短评打分': 5}
{'短评内容': '比较满意，性价比高，不错。', '短评打分': 5}
