{'短评内容': '差', '短评打分': 1}
{'短评内容': '还好', '短评打分': 5}
{'短评内容': '房间大 环境不错 房间的设备完善 这次是跟父母一起 交通方便 附近有港式茶餐厅 港式早点 以后会过来。', '短评打分': 5}
{'短评内容': '没有想象的那么好！', '短评打分': 2}
{'短评内容': '整体来说还是不错的！环境还行', '短评打分': 4}
{'短评内容': '真的很小的房子，空间太小了。卧室和厕所没有门隔开。不满意，不满意', '短评打分': 1}
{'短评内容': '就是房间空调旧了。', '短评打分': 5}
{'短评内容': '真心是住过的最难受的酒店。也是第一次矿泉水是收费。风筒没有，空调像开拖拉机还不制冷，床睡上去不敢动，怕会散掉。wifi还老纠结！', '短评打分': 3}
{'短评内容': '一般般', '短评打分': 4}
{'短评内容': '房间小，隔音差，服务可以', '短评打分': 4}
{'短评内容': '还行！', '短评打分': 4}
{'短评内容': '不错', '短评打分': 4}
{'短评内容': '还可以', '短评打分': 4}
{'短评内容': '酒店位置就在花边岭广场旁边，价格实惠', '短评打分': 3}
{'短评内容': '爽。。。。。下次一定去。一定去。', '短评打分': 3}
{'短评内容': '很不错的住所', '短评打分': 3}
{'短评内容': '地理位置还好，感觉设施有点缺乏时尚感，房间还是挺大的。', '短评打分': 5}
{'短评内容': '比较干净，就是电视太小，老机子。。不过好像这边的酒店都这样。。', '短评打分': 5}
{'短评内容': '环境不错，一点不足，酒店里有个叫外卖的单子，千万不要叫，我想打电话过去骂人。。。。。。', '短评打分': 5}
{'短评内容': '装修后环境更好了，有点惊讶啊哈，很舒服哈哈~', '短评打分': 5}
{'短评内容': '还行啊。安静，方便。', '短评打分': 3}
{'短评内容': '感觉蛮舒适的，地理环境好，周围的交通超市都很好，是有点旧，总的来说我很喜欢，好评', '短评打分': 5}
{'短评内容': '酒店地址有点偏，装修比较旧。其它的还好。', '短评打分': 3}
{'短评内容': '位置不错，也不会很吵，交通方便，离惠州CBD商圈很近，就是装修稍微老了点，关系不大，还是不错的', '短评打分': 5}
{'短评内容': '佳园，地理位置离商业圈近，交通方便！室内环境干净！！', '短评打分': 5}
{'短评内容': '还成吧 一开始给的一个房间是六楼很差的  后来硬是等了一个钟给了2楼一间给我 比6楼的好多了 ·· 设施完备  在这睡了一个甜甜的午觉。', '短评打分': 5}
{'短评内容': '还可以~比较适合商务人士入住，又位于市中心~~工作、娱乐都比较方便~', '短评打分': 5}
{'短评内容': '房间布局还是很不错，客房整体比较干净整洁，天气冷的时候房间空调还带暖气，客房装修配色比较适合年轻人，色调比较活跃，洗澡房是全玻璃的，这个有些特点，但卫生间与客房不带隔断门，这点不太好，那样洗澡时鞋子带上的水会带到客房的木地板上，在卫生间门口增加一块吸水脚垫的话会好一些；特别需要指出的卫生间没有毛巾，只有浴巾和擦手的小毛巾；没有免费配套的洗发水，只有沐浴露，洗发水只有付费使用的那种；没有刷牙的杯子，', '短评打分': 5}
{'短评内容': '房间有点小，冲凉房还可以，设施和配套有点简陋', '短评打分': 1}
{'短评内容': '床不够软 粗糙的床单 浴室没有门 厕所也不好!!!!房间偏小 很多东西都要money 基本需求都不能满足 坑爹啊 又那么贵!!!!', '短评打分': 1}
{'短评内容': '最重要是价格实惠啦~订的是双人房，环境还不错，床也够大！', '短评打分': 5}
{'短评内容': '总的来说，性价比较高，环境还可以，以后还会来的。', '短评打分': 5}
{'短评内容': '（1）交通便利，周围有数码城和商场，购物方便；\n（2）房间布置比较干净整洁；\n（3）酒店不显眼，不是很容易找；\n（4）洗手间没有门，感觉不太好；\n（5）房间电视小，看起来不爽；\n（6）洗漱用品太简陋。', '短评打分': 5}
{'短评内容': '不错不错', '短评打分': 3}
{'短评内容': '酒店设施齐全，每次出差都来住这！', '短评打分': 3}
{'短评内容': '还不错，环境可以，就是床不够结实，其余的都可以', '短评打分': 5}
{'短评内容': '各项服务都不错，有洗衣机会更好！房间地理位置也很好', '短评打分': 5}
{'短评内容': '酒店房间不错，很宽敞，顶～个', '短评打分': 3}
{'短评内容': '好！', '短评打分': 3}
{'短评内容': '繁华地段，交通便利，隔音效果好，环境一般', '短评打分': 5}
{'短评内容': '房间比较小，有噪音。被铺都比较干净，整体一般。无早餐。', '短评打分': 1}
{'短评内容': '房间的装修很有情调，比较适合情侣入住，就是窗帘太过简陋点', '短评打分': 5}
{'短评内容': '      我们当时住的是四楼，戴眼镜的那个靓姐笑容好好哦！这是最值得称赞的一点。\n其它的嘛，厕所的地板也不错吖，很吸水。可惜的有些人是服务有点不太周到，态度不是很好，床单有点脏。还有就是大门太不显眼了，灯光太暗，不知情的人觉得不像酒店似的，还走偏门！', '短评打分': 1}
{'短评内容': '服务很好，住得很舒服，去哪都很方便，门口就是公交车，周围是数码城和商场夜市，晚上逛街很舒服。惠州空气很好。', '短评打分': 3}
{'短评内容': '环境有点差，装修一看就是随便的很，房间里面太小，感不到物有所值', '短评打分': 1}
{'短评内容': 'Service was not good, toilet and bathroom have no doors. We wished to extend for late checkout but the counter told us we had to pay one extra day charge. Moreover the design of the room is very funny', '短评打分': 1}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '找了很久，房间空间有点窄，洗手间是没门的，感觉不大好。', '短评打分': 1}
{'短评内容': '酒店位置不错 房间安静 价位超值 就是服务态度不是很好', '短评打分': 5}
{'短评内容': '酒店的房间太精致了，冲凉房就在床旁边。一个字小，隔音又不好。说话大shne', '短评打分': 1}
{'短评内容': '经济实惠。', '短评打分': 3}
{'短评内容': '半夜了，居然还有人在打麻将，窗外居民区停车场~吵', '短评打分': 3}
{'短评内容': '第一次入住，感觉还不错，干净，有特色，下次还会光临', '短评打分': 5}
{'短评内容': '非常方便，性价比高。', '短评打分': 3}
{'短评内容': '替朋友订的，朋友还算满意，需要时还会再订。', '短评打分': 5}
