{'短评内容': '很好', '短评打分': 5}
{'短评内容': '前台人员很专业，环境还可以。挺好的。地点也可以，周围订外卖可以给送上楼很专业。早餐和连锁的都差不多。', '短评打分': 5}
{'短评内容': '蛮不错，挺干净的', '短评打分': 5}
{'短评内容': '赞', '短评打分': 5}
{'短评内容': '酒店的前台就是个傻子，叫人都是“喂”称呼的。房间里有下水道弥漫上来的阵阵臭气，熏得人无法入睡。开房后第一时间要检查下床单被套是否更换，否则绝不可能是有印痕的新床单被套，这也够缺德的！', '短评打分': 1}
{'短评内容': '停车比较麻烦  周边有吃的 但选择不多，来这边的五金城的话可以考虑，马路边上，很吵，靠马路的房间真不推荐', '短评打分': 4}
{'短评内容': '环境可以的不错', '短评打分': 5}
{'短评内容': '不错环境可以的', '短评打分': 5}
{'短评内容': '现在的汉庭，前台超乎客人都是“哎”！连续被叫了俩次哎，我彻底恼火了！！！本想投诉的，无赖店长诚恳道歉，我接受了。开发票更能看出酒店服务人员的工作态度，开错了，就在原发票上再次打印，打出来的是双重字体，模糊到无法看清，请问这样的发票能报销吗？？？ 电梯中碰到的另一位客人说的经典：如今的汉庭不是五年前的汉庭了！ 我09年开始，只要到永康都住这家酒店，以后我肯定是不会再去住了——', '短评打分': 2}
{'短评内容': '现在的汉庭，前台超乎客人都是“哎”！连续被叫了俩次哎，我彻底恼火了！！！本想投诉的，无赖店长诚恳道歉，我接受了。开发票更能看出酒店服务人员的工作态度，开错了，就在原发票上再次打印，打出来的是双重字体，模糊到无法看清，请问这样的发票能报销吗？？？ 电梯中碰到的另一位客人说的经典：如今的汉庭不是五年前的汉庭了！ 我09年开始，只要到永康都住这家酒店，以后我肯定是不会再去住了——', '短评打分': 2}
{'短评内容': '商务，就这样。隔音差，除了超级便宜别的没什么好说的。', '短评打分': 3}
{'短评内容': '床很大很舒服，价格也相当实惠。由于是晚上到的，没怎么留意附近环境，但感觉挺热闹的。缺点是没有明显的规划车位，就停在路边', '短评打分': 5}
{'短评内容': '出差在外，来去匆匆，有个落脚的地方就行，满满的行程，倒头就睡，不过这个酒店临路，夜间有点吵，睡眠充足的人入睡可能存在困难，不过还好，酒店还干净，环境还行，楼下就有小饭店，也方便。', '短评打分': 5}
{'短评内容': '地段较偏，没早餐，其它还行！', '短评打分': 4}
{'短评内容': '地段较偏，没早餐，其它还行！', '短评打分': 4}
{'短评内容': '地段较偏，没早餐，其它还行！', '短评打分': 4}
{'短评内容': '还行，除了没早餐！', '短评打分': 4}
{'短评内容': '还行，除了没早餐！', '短评打分': 4}
