{'短评内容': '', '短评打分': 5}
{'短评内容': '', '短评打分': 5}
{'短评内容': '一如既往的喜欢', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '这次出行给的房间都好远，房型还不正，调了一次还是好远，只能这样了，服务还行，就是天冷了，被子有点单薄了，晚上睡了有些冷', '短评打分': 5}
{'短评内容': '还没住，希望能让我满意，253还是挺便宜的。', '短评打分': 5}
{'短评内容': '很好很强大。方便干净', '短评打分': 5}
{'短评内容': '舒适..........', '短评打分': 5}
{'短评内容': '好...........', '短评打分': 5}
{'短评内容': '便宜实惠，干净卫生！', '短评打分': 5}
{'短评内容': '很好很好很好', '短评打分': 5}
{'短评内容': '空姐好看，空少难看哈哈喜欢中航。', '短评打分': 5}
{'短评内容': '酒店住宿环境还好，就是停车场太小了，不太方便。距离青岛机场比较近，声音有点大', '短评打分': 5}
{'短评内容': '酒店位置其实不难找地！如果从青岛北站到酒店的话，很方便的！地铁分分钟就到啦！酒店就在李沧商圈附近！吃饭绝对不用担心没地方！容易挑花眼！停车也还算方便！如果停不下，可以停到对面的蓝海大酒店。那理论上是收费。不过，扫微信啥的，就能免费停啦！而且管理不是很严格。不过过夜停车没试过！千万别停道边，因为酒店离李沧区交警大队非常的近！', '短评打分': 5}
{'短评内容': '丢了一兜衣服竟然没找', '短评打分': 3}
{'短评内容': '好', '短评打分': 4}
{'短评内容': '好', '短评打分': 4}
{'短评内容': '吖', '短评打分': 4}
{'短评内容': '还是一如即往的好，就是设施越来越旧了……', '短评打分': 4}
{'短评内容': '真的很不错，在旅游旺季还比较便宜！', '短评打分': 5}
{'短评内容': '第一次入住，房间布局感觉不舒服。服务态度还是不错的，性价比不高', '短评打分': 1}
{'短评内容': '环境不错，位置也算方便，价格再优惠就好啦哈哈哈哈哈', '短评打分': 5}
{'短评内容': '非常不错！！！！！！！！强烈推荐！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '环境不错,服务很到位，房间设施齐全，但中午退房未及时提醒。', '短评打分': 5}
{'短评内容': '房间比较小，但还算干净，总体感觉一般吧！！！！！！！！！', '短评打分': 5}
{'短评内容': '两次订的都是高级大床房，上次和这次的差别蛮大，怀疑上次给安排的是普通大床房，入住的时候要注意些', '短评打分': 5}
{'短评内容': ' 环境还好,房间挺干净。就是卫生间不大,过了十二点结帐要加半天,还没的商量,考研用房不可能这么早退房,又要多掏银子了,不爽。', '短评打分': 3}
{'短评内容': '房间比较小但是很舒服，床很大。周边交通还算便利。挺不错', '短评打分': 3}
{'短评内容': '好的', '短评打分': 3}
{'短评内容': '周围交通很方便，还有夜市，服务态度也很好，不过距离车站太远', '短评打分': 5}
{'短评内容': '还好', '短评打分': 3}
{'短评内容': '好。经济  ', '短评打分': 3}
{'短评内容': '价格有点贵，对于酒店方面非常满意，为顾客想的很周到，有吹风机，还有矿泉水，隔音效果稍欠佳，早餐样式很多，比较健康。', '短评打分': 5}
{'短评内容': '本来定的是161元的大床房2间，到店后前台说只有一间大床房，服务员说给免费升级高一大床房1间，但是两天后结账时服务员若干均不承认是免费升级房间，收费218元每天，没天理呀，不诚信，给青岛抹黑！！！！！另外，大床房奇小！建议大家不要订这家酒店，所有的汉庭都不要去了！', '短评打分': 1}
{'短评内容': '酒店很整洁，服务很人性化。酒店门口公交、超市、商场都有，很方便。如果是去旅游暂时不建议住这里。离旅游景点集中的南区太远（两年后地铁通车就方便了，门口就是地铁站）', '短评打分': 5}
{'短评内容': '挺好的，虽然是最低等的房间，但是硬件什么相当不错', '短评打分': 5}
{'短评内容': '房间挺大的，还不错，装修有点老了，而且在一楼，不是太爽', '短评打分': 5}
{'短评内容': '地方不错，还是相当好的的   ，可以一去', '短评打分': 5}
{'短评内容': '离机场比较近， 比较干净， 服务态度也很好，下次还会再来，是不错的选择', '短评打分': 5}
{'短评内容': '地理位置不错，离机场比较近，房间隔音效果好，是不错的选择，比较典型的快捷酒店', '短评打分': 5}
{'短评内容': '环境还不错 比较方便 也比较舒适...服务也还不错...', '短评打分': 5}
{'短评内容': '服务态度不是很好，如果有什么特殊情况希望前台可以理解，比如说是去考试的，14点考试，中午考生需要休息，可以适当的把时间调到13点退房，不要卡那么死，不可能每个去考试的人在时间那么紧的时候都要升级为白金卡吧。好的酒店不在乎那么一个一个小时，关键是住的地方温馨不温馨', '短评打分': 5}
{'短评内容': '不错 挺好 有些设计比较人性化 总体感觉还是不错的   ', '短评打分': 5}
{'短评内容': '真的很不错，很喜欢，这是我住过的最好的一家汉庭，服务，卫生都很好', '短评打分': 5}
{'短评内容': '环境还不错，服务态度差点。', '短评打分': 3}
{'短评内容': '交通还可以，公交打车都很方便，房间舒适度很不错，早餐种类多，住宿环境好', '短评打分': 5}
{'短评内容': '酒店装修还好，位置不是太好找但是出去打车都挺方便的，价格还是可以接受的。就是一般的快捷酒店。', '短评打分': 3}
{'短评内容': '位置好，交通出行极为便利，而且价格优惠幅度也蛮大的，很不错.', '短评打分': 5}
{'短评内容': '酒店干净，整洁，价钱也比较便宜，可以住。', '短评打分': 5}
{'短评内容': '房间还可以比较干净整洁，位置还行服务还是比较了解，价格要是再便宜些就更好了。', '短评打分': 5}
{'短评内容': '+环境不错,交通方便.', '短评打分': 5}
