{'短评内容': '很好', '短评打分': 5}
{'短评内容': '这与网上介绍出入很大，房间很小，外观也很差，卫生间也差，热水还忽有忽无，服务员一问三不知，总之这房价与旅馆条件根本不相配。这房价高了。在网上看的照片还行，实际差远了，有点上当的味道。希携程能把关。', '短评打分': 2}
{'短评内容': '好，还可以，有点老，卫生一班。', '短评打分': 4}
{'短评内容': '非常差的环境，气味很难闻，设施破，被子发黄，毛巾都是非常旧', '短评打分': 1}
{'短评内容': '房间昏暗 卫生条件绝对一般', '短评打分': 2}
{'短评内容': '宾至如归', '短评打分': 5}
{'短评内容': '不是特别好吧这个', '短评打分': 3}
{'短评内容': '宾馆环境很差', '短评打分': 2}
{'短评内容': '这个真的无语了~~差成这个样子~~怎么住人啊~~价格也不便宜,加点钱都能住连锁了,以后都不会再来了~~', '短评打分': 2}
{'短评内容': '主要就是便宜嘛   其他没啥。\n地点离我的活动范围近。 中规中矩的廉价酒店吧。', '短评打分': 5}
{'短评内容': '价格实惠，就是房间隔音不太好。背包客适用', '短评打分': 5}
{'短评内容': '很实惠…就是隔音有点差……', '短评打分': 3}
{'短评内容': ' 酒店的服务态度还好，房间霉味太重了，空调的那块小板没了，感觉有脏东西吹出来，那房间似乎很久没人住了。隔音效果不好。这个价格也就这样吧…', '短评打分': 3}
{'短评内容': '房间不是很干净，但价格摆在那里。不要100在杭州其实还算凑活，住一两晚', '短评打分': 1}
{'短评内容': '之前团购过一次 这家约克，环境一般，但是这次订的房是属于特惠房128元，进去一看跟小旅馆一样 很破很旧，太简陋了。', '短评打分': 1}
{'短评内容': '住了大床单人间。1，房间虽然有点小但还是很干净的。2，有电脑，但有密码得去柜台加钱上网。3，有宽带，不是无线的，是网线插孔宽带，网速挺快。4，卫生间里有洗漱用具。5，房间有全身镜。6，没有烘干设备，洗完衣服得去顶楼晒干或者空调自己吹干。7，最重要一点！！！空调会滴水！！！笔记本，平板别放在空调下面！！！！我的本本就被空调水滴了，幸好没坏！楼下柜台登记的小姐，你敢态度好点么？去登记的时候面无表情用眼', '短评打分': 5}
{'短评内容': '交通很便利，里面服务态度也很好，在这个位置这个价钱算很划算了', '短评打分': 5}
{'短评内容': '价格便宜，服务不错。给我指路了。而且交通方便', '短评打分': 5}
