{'短评内容': '就西宁来讲，价格还是有点小贵', '短评打分': 4}
{'短评内容': '房间非常满意，是装修比较新的酒店，住这的老外也较多。只是离市中心稍微远了点，交通不太方便，打的不好打，有的司机不愿意载送。但门口有公交车，只好乘坐公交出行。但房间干净卫生，性价比还是不错的。\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '不滿意藝龍…我預訂了西寧錢櫃第一客棧！到達前台取房！前台說我沒有預訂！令到我們狼狽萬分！浪費時間！最終藝龍為我找了藝沙…\n藝沙酒店位置在南山路距離莫家街較遠！房間設施不足夠！無椅子、無行李枱！可取處是房間清潔！前台服務員態度一流。\n', '短评打分': 5}
{'短评内容': '上当就一次。房间的窗户基本等于没有，小的可怜、临街半夜吵得数次惊醒、楼下就是火锅店，这个味啊！\n这样的酒店，这个价格，不推荐！', '短评打分': 1}
{'短评内容': '遗失房卡一张，前台要求赔偿100元。\n\n我们觉得赔偿价格偏高，协商无果。\n\n1、前台无法出示赔偿价格依据，100元有点趁人之危，欺负外省人之嫌；\n2、无法提供有效的赔偿收据。\n\n当初是看了高比例的推荐定的这家酒店，去了，发现很差，怀疑前面评价的真实性。', '短评打分': 1}
{'短评内容': '上当的酒店！\n1、临街，半夜大卡车频繁路过，极吵；\n2、酒店在3楼，2楼是火锅城，这个味道，你想想就知道。', '短评打分': 1}
{'短评内容': '好：就这种档次的酒店而言，性价比高（有免费无线网，服务态度好，床大，设施配备不像一些准三星酒店那么小家子气，周边吃东西还比较方便）\n中：涉外酒店定位，配套餐厅以西餐套餐为主。\n差：对住宿要求高的人不推荐，特别是无窗房（室外白天最高温度26度时，房间夜里仍非常闷热），不能刷卡，部分房间卫生间的排气扇是个摆设', '短评打分': 5}
{'短评内容': '不好！根本不像酒店，人员素质没有，不能刷卡，一副反正你已交了钱 爱住不住的样子！', '短评打分': 1}
{'短评内容': '酒店刚开张不久，设施还是比较新。类是快捷酒店。在旅游旺季一这个价格，还是很合算。', '短评打分': 5}
{'短评内容': '无窗房实在太闷，不能住，但有窗的标间性价比还是可以的。', '短评打分': 5}
{'短评内容': '虽然在预订环节酒店有失误，但是服务态度还算不错，及时调整了房间。房间内的环境也还不错，印象蛮好的。', '短评打分': 5}
{'短评内容': '性价比还不错的酒店,交通也比较方便,推荐住宿', '短评打分': 5}
{'短评内容': '新建的酒店，看起来很干净，屋子很大，床也很宽，比较不错。。。\n酒店下面就有公交站，很方便。\n', '短评打分': 5}
{'短评内容': '性价比高,床大,市中心临街.还有休闲茶吧.就是门面小,不好找', '短评打分': 5}
{'短评内容': '较为安静，放车也方便，服务态度及房间设施都还不错，值得推荐。', '短评打分': 5}
{'短评内容': '己入住，非常好！杨永欣', '短评打分': 3}
{'短评内容': '房间很好干净，附近吃的东西也多，服务员态度超好，性价比很高。', '短评打分': 5}
{'短评内容': '干净整洁简单环境好服务佳价格合理值得大家旅行居住', '短评打分': 5}
{'短评内容': '清净、干净、卫生、服务好。环境好，空间大。', '短评打分': 5}
{'短评内容': '挺干净的,就是早上有点吵.', '短评打分': 3}
