{'短评内容': '此用户未填写评价内容', '短评打分': 2}
{'短评内容': '附近最好的', '短评打分': 4}
{'短评内容': '酒店性价比高，房间安静', '短评打分': 5}
{'短评内容': '什么我喜欢京东购物，因为可以当天买自己喜欢的商品，明天就可以到达客户的家中，为什么我所有的评价都相同，因为在京东买的东西太多太多，商品积累的太多没有评价，最佩服的，还是京东物流，有时晚上11点前动动手指，购买的商品，第二天上午就送到单位或者家里，还可以刷卡付款。自营的商品挺有保证，售后，有问题打专属客服热线。客服很赞，一句话的事儿，直接上门取件退，上门更换新商品，家电有价保，一个月退货，半年换货，实体店儿弱爆了，根本没有竞争力与京东相提并论；比老家的商铺街上的价格省了一大截票子哈，宝宝平时基本不逛街，在家逛京东商城就能买到合意的超值商品，有些明显比超市还划算，而且还一模一样的吃喝生活用品哟，小宝贝们快来选购吧！既省钱，又节省时间！', '短评打分': 5}
{'短评内容': '什么我喜欢京东购物，因为可以当天买自己喜欢的商品，明天就可以到达客户的家中，为什么我所有的评价都相同，因为在京东买的东西太多太多，商品积累的太多没有评价，最佩服的，还是京东物流，有时晚上11点前动动手指，购买的商品，第二天上午就送到单位或者家里，还可以刷卡付款。自营的商品挺有保证，售后，有问题打专属客服热线。客服很赞，一句话的事儿，直接上门取件退，上门更换新商品，家电有价保，一个月退货，半年换货，实体店儿弱爆了，根本没有竞争力与京东相提并论；比老家的商铺街上的价格省了一大截票子哈，宝宝平时基本不逛街，在家逛京东商城就能买到合意的超值商品，有些明显比超市还划算，而且还一模一样的吃喝生活用品哟，小宝贝们快来选购吧！既省钱，又节省时间！', '短评打分': 5}
{'短评内容': '没有早餐，环境比较旧，停车方便', '短评打分': 4}
{'短评内容': '被子有点发霉的感觉，总之睡上去感觉很黏！卫生极差 因为在房间看见蟑螂了！！！！  ', '短评打分': 2}
{'短评内容': '房间中间有根大柱子就不说了，关键是长霉了啊都！！！墙皮都脱落了，整个房间一股发霉的味道！呛的脑袋都疼！！！房间潮湿的要命！立马退房换一家！', '短评打分': 1}
{'短评内容': 'ok', '短评打分': 4}
{'短评内容': '酒店一般，交通比较方便。', '短评打分': 4}
{'短评内容': '不是航展珠海周边到处满房的话不会住这边，以为还不错，毕竟房价和广州五星的建国酒店差不多，但是没想到这么差，估计平常房价有就100左右，没办法只能往坑里跳。', '短评打分': 2}
{'短评内容': '附近最好的酒店了吧。', '短评打分': 5}
{'短评内容': '你15个字够了没，你15个字够了没，你15个字够了没', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '楼下KTV有点吵', '短评打分': 4}
{'短评内容': '对得起价格', '短评打分': 5}
{'短评内容': '价格高，服务态度低，酒店设施基本没有。', '短评打分': 2}
{'短评内容': '酒店离市区较远,不过距离公交车站很近,也较方便.主要是离客户处较近.', '短评打分': 4}
