{'短评内容': '，', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '酒店位置很便利。楼下有广州粤菜早茶餐饮，很方便', '短评打分': 5}
{'短评内容': '服务态度很好，位置挺好的，下面就是茶楼，而且茶楼的东西都很好吃，客人超多，离农管所的地铁站很近，附近还有鲁迅纪念馆', '短评打分': 5}
{'短评内容': '宾馆位置不错，服务也好，设施没有别人说得那么差，挑剔者另外', '短评打分': 5}
{'短评内容': '非常不错的！', '短评打分': 5}
{'短评内容': '吃比较方便，设备一般', '短评打分': 4}
{'短评内容': '老式宾馆 老式配套 不如7仔 就近便宜还是可以考虑', '短评打分': 4}
{'短评内容': '出门以来入住环境最差的一次，设施陈旧，卫生间的马桶居然跟洗漱沐浴放一个空间没有任何隔离，不断的冒怪味，我去，我去。', '短评打分': 2}
{'短评内容': '酒店很好找，附近有很多吃了，', '短评打分': 5}
{'短评内容': '帮亲戚订房，地处闹市中心，周边出行方便', '短评打分': 4}
{'短评内容': '这个价格住这个区域的房间已经不错了，虽然有点旧，但卫生还是可以的。', '短评打分': 4}
{'短评内容': '房间挺不错。就是入住当天遇到电梯坏。爬楼梯上七楼。楼梯挺阴森的。。。', '短评打分': 5}
{'短评内容': '环境不错，值得入住…', '短评打分': 3}
{'短评内容': '好好好好好好好好好好好好好好好好好好', '短评打分': 5}
{'短评内容': '停车位太少', '短评打分': 5}
{'短评内容': ' 酒店略显旧式，服务一般，总体还觉可以。', '短评打分': 3}
{'短评内容': '环境还算可以，不过比我上两次住的房小了很多', '短评打分': 3}
{'短评内容': ' 服务态度很差，半夜四点多还来电话，敲门骚扰，以后再也不过去住，垃圾', '短评打分': 3}
{'短评内容': '我现在已经入住预定宾馆很满意谢谢', '短评打分': 3}
{'短评内容': '地点很好，很方便，室内环境也不错，对得起这个价钱', '短评打分': 5}
{'短评内容': '电梯整天的坏，在那里住了4天，电梯坏了3天。不过服务员还可以。', '短评打分': 1}
{'短评内容': '典型的老酒店模式，设施比较陈旧，实在不咋地，我说的是单人房，小，还有味道，闷的慌，唯一的优点就是地理位置还不错', '短评打分': 1}
{'短评内容': '不错的快捷酒店，推荐\n不错的快捷酒店，推荐', '短评打分': 5}
{'短评内容': '离中华广场很近，很方便。环境还不错，就是离隔壁居民楼有点近，感觉很尴尬。厕所也比较小，灯光不够。被子挺厚的。这个价钱在那个地段也能接受。', '短评打分': 5}
{'短评内容': '环境一般，主要是隔音不好，外面有人走都听得到！可能无窗，有点闷，不过价钱还可以接受。', '短评打分': 1}
{'短评内容': '交通分便，吃饭方便，价格实惠，卫生还行。', '短评打分': 3}
{'短评内容': '难忍的味道，影响心情。接近 smonther  难忍的味道，影响心情。接近 smonther ', '短评打分': 1}
{'短评内容': '确实设施太差了```没法推荐``哎!!!!', '短评打分': 1}
{'短评内容': '还行，比较好找，就是洗澡的水不热，几乎是冷的，还好那时候天气不怎么冷', '短评打分': 5}
{'短评内容': '宾馆基础设施太陈旧了```哎!!标准三人间就是加了一张床而已```', '短评打分': 1}
{'短评内容': '太差了,198的豪双不值得住,不会再住这里,我入住的和Haloninght所说的情况一样\n Haloninght发表于：2011-8-30\n1. 这栋楼的7、8、9楼才是酒店，下面的楼层有麻将房和餐厅，只有一架电梯，等待时间很长。\n2. 房间的椅子很旧很脏，我连行李都不敢放上面。\n3. 淋浴的花洒只能对着马桶，浴室中间凹陷积水。\n4. 房间的烧水器积满污垢。\n5. 浴巾不敢用。', '短评打分': 1}
{'短评内容': '1. 这栋楼的7、8、9楼才是酒店，下面的楼层有麻将房和餐厅，只有一架电梯，等待时间很长。\n2. 房间的椅子很旧很脏，我连行李都不敢放上面。\n3. 淋浴的花洒只能对着马桶，浴室中间凹陷积水。\n4. 房间的烧水器积满污垢。\n5. 浴巾不敢用。\n==》烈士陵园旁边有很多比它好的宾馆，这间不值158元。不推荐。', '短评打分': 1}
{'短评内容': '房间有个怪味，应该是洗手间的味道，不知道是不是清洁时用的清洁剂的，把洗手间关上抽气，就好多了。其他没什么。地理位置好，相对旁边的宾馆，性价比高多了。', '短评打分': 5}
{'短评内容': '英德宾馆不是很大，但是房间布局中规中矩，干净，住起来很方便，服务员态度很好，有礼貌，对这个价位的宾馆我认为享受到了应有的服务。虽然无早餐，但是它三楼的茶点轩有不错的早茶(全天都有），不过要早点儿去哟，否则会排队的。', '短评打分': 5}
{'短评内容': '交通比较方便,就是被子什么的旧了些,都破了', '短评打分': 5}
{'短评内容': '感觉不错，酒店虽然不算新，但整洁，服务一般，房间隔音挺好，当晚睡了个好觉，周边交通、购物、饮食非常便利，下次还会选择！', '短评打分': 5}
{'短评内容': '1) 交通方便，位置优越。\n2）标单房较差，墙壁很久且不干净，重要的是没有窗户。\n3）房间沐浴室挂衣架铁杆已生锈，很严重非常不雅。\n4）网上价格158还不含早餐建议120左右较合适，房间内换气较差。\n5）电梯旧且与货物搬运共用，空气较差。\n', '短评打分': 1}
{'短评内容': 'a dasdasdasasdadsadsadas', '短评打分': 5}
{'短评内容': '一句講完,以后也不會來的.因為房有異味,舊+髒,如果不是因為廣交會其間難訂房,也不會那麼不好運住了這裡,我們同行的10人, 一致都很不接受到此水平的賓館,我們覺得它該只是提供招待所的待遇', '短评打分': 1}
{'短评内容': '环境不错！', '短评打分': 3}
{'短评内容': '位置挺好，价格很实惠，其他就不要求很多了', '短评打分': 5}
{'短评内容': '感觉一般吧.....位置还是挺方便的....有购物有地铁...', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '看起来还算可以的，环境还比较干净，服务还比较满意。但是我进去的时候因为是刚刚搞过卫生，洗手间一滩水，差点滑倒我了。', '短评打分': 5}
{'短评内容': '这地方太差了，完全就是招待所级别，脏而阴暗', '短评打分': 3}
{'短评内容': '会推荐只是因为 它的地理位置很好 但房间内环境真的一般而且隔音效果很差 ', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '位置不错，楼下吃的东西也很多。离地铁不算很近，前台接待服务不怎么好。', '短评打分': 5}
{'短评内容': '地理位置好，交通很方便，地处繁华区。\n房间一般，楼比较老。', '短评打分': 5}
{'短评内容': '给客户订的，感觉还可以，下次还会再订的。', '短评打分': 5}
{'短评内容': '地理位置比较好，交通方便，设施一般，不好的是酒店老是私自改动结帐订单', '短评打分': 5}
{'短评内容': '我預訂的是雙人房，有兩張床。房間比較簡單，干凈。不過讓我比較驚訝的是，洗手間的馬桶居然沒有沖洗干凈，很臭。這一點讓我不太滿意。估計是廁所沖水系統較差哦。不過此酒店勝在交通方便，附近坐車，地鐵都有，還有一個景點--烈士陵園也在附近，可以逛逛。附近的小吃也多，也很便宜。整體感覺還可以接受，畢竟我的首選是要交通方便，美食當前。價格有一點點偏貴吧。前臺的服務很好，夜晚也很安靜。房間在6樓。', '短评打分': 5}
{'短评内容': '该宾馆地处广州市中心，处于闹中取静，虽然仅靠高架旁，但没有受到影响。是一家非常适合出差休息之地。服务员的服务质量比较好。周围的交通比较方便。\n但是，该宾馆在网上登记的内容有缺失：\n1.六楼没有宽带，无法使用计算机；\n2.电梯是公用的，有点脏；\n3.空调不能制热，估计与广州的地理位置有关；\n4.隔音效果不太好，特别是开门关门声；\n由于是春节期间入驻，可能与平时不一样。\n', '短评打分': 5}
{'短评内容': '沖涼水水壓嚴重不足, 廁所門不能關上, 豪華客房的廳的電視壞了.\n地點一般, 便也能接受', '短评打分': 1}
{'短评内容': '广州英德宾馆地理位置好，交通方便，房间干净，入住该宾馆是不错的选择。', '短评打分': 3}
{'短评内容': '房间一般，性价比一般。客房服务员态度热情！', '短评打分': 1}
{'短评内容': '酒店在楼的6-8层，下面几层有办公室、餐厅、棋牌室等，但6-8层还算安静。酒店设施有待进一步升级。酒店地理位置很好，离地铁站、机场巴士站都很近，紧邻中华广场商圈。总体还不错吧', '短评打分': 5}
{'短评内容': '酒店位置不错，农讲所地铁站出来约5分钟路程。\n设施有些陈旧，准两星标准吧。', '短评打分': 5}
{'短评内容': '较好', '短评打分': 3}
{'短评内容': '酒店房间里布置尚可,但整体环境太差,服务也不行', '短评打分': 1}
{'短评内容': '公干办事入住此店，总体来说还可以。服务员较热情', '短评打分': 1}
{'短评内容': '硬件条件一般。同样房型为不同位置差异不小。交通很便利，地处位置也比较繁华。', '短评打分': 1}
{'短评内容': '房间隔音很好，硬件设施齐全，还可以上网，网速蛮顺畅的，星性价比较高', '短评打分': 5}
{'短评内容': '性价比较高，房间装修的很豪华，偏商务型的酒店，房间隔音不错，走5分钟能到海边，周边环境很好', '短评打分': 5}
{'短评内容': '房间布置的很不错，蛮温馨的，有些欧式的装修风格，比较豪华，交通出行方便，性价比较高', '短评打分': 5}
{'短评内容': '酒店周边交通蛮方便的，坐公交车或者座地铁都很好，房间设施有些旧，但很齐全，服务一般，住宿环境还可以', '短评打分': 5}
{'短评内容': '住在这里感觉比较干净，服务员每天都会打扫一遍房间，服务很好，硬件设施相对来说很齐全，住宿条件一般', '短评打分': 3}
{'短评内容': '住宿环境很好，地方很大，很宽敞，房间舒适度很不错，酒店在中华广场附近，购物很方便，走10分钟就能到地铁站了出行方便', '短评打分': 5}
{'短评内容': '服务很好，服务员随叫随到，我们要什么东西，她们都会很速度的送过来，房间卫生条件不错，干净整洁，周边出行方便，距离公交车站和地铁都蛮近的', '短评打分': 5}
{'短评内容': '总体感觉很一般的酒店，房间硬件设施比较齐全，卫生条件很好，住宿环境还不错', '短评打分': 3}
{'短评内容': '酒店地处广州中山三路上，周边购物出行很方便，酒店离中华广场，地王广场，流行前线走5分钟就能到，距离北京路步行街坐车5-10分钟，位置不错，房间设施很全，服务一般', '短评打分': 3}
{'短评内容': '房间装修的比较传统，卫生间很大，设施挺齐全，卫生条件不错，床品和卫生间打扫的很干净，住宿环境不错', '短评打分': 5}
