{'短评内容': '好', '短评打分': 5}
{'短评内容': '赶机不错', '短评打分': 4}
{'短评内容': '服务态度还可以，房间也很宽敞，就是一股味道，好像什么东西捂臭了。车接车送，很方便。周围饭店很多，吃饭不愁。', '短评打分': 3}
{'短评内容': '代人订', '短评打分': 5}
{'短评内容': '还行，免费接机，前台服务好……', '短评打分': 5}
{'短评内容': '现在都是用京东来订酒店，很不错', '短评打分': 5}
{'短评内容': '挺好的，帮领导定的', '短评打分': 5}
{'短评内容': '房间很好，设施完备，干净舒适，但是隔音效果不好', '短评打分': 4}
{'短评内容': '总在那里住，去机场很方便', '短评打分': 5}
{'短评内容': '很好的', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 4}
{'短评内容': '只能说，略坑略坑，与想象的差距有点大，唯一好的是有机场接送', '短评打分': 3}
{'短评内容': '早上去座早机方便，但是酒店卫生做得不够仔细。', '短评打分': 4}
{'短评内容': '距离机场很近，商务出差还可以！', '短评打分': 2}
{'短评内容': '机场临时过渡酒店，装修很陈旧了。  大厅也空空旷旷的，没有多少人气，机场有接送，门口可以停车，但以后不会再住了。', '短评打分': 2}
{'短评内容': '价格还可以，有点偏高，虽然新装修了，但是设施还是有点老', '短评打分': 5}
{'短评内容': '这个地段，这个价位，还行。地段偏了点，设施一般般。早餐没的选，只有稀饭、馒头和鸡蛋。', '短评打分': 5}
{'短评内容': '总体感觉还不错，以后有机会还会再来！因为靠路边所以感觉噪音稍微有点大。', '短评打分': 5}
{'短评内容': '有巴士来往机场接送，是这个酒店唯一的优势', '短评打分': 1}
{'短评内容': '入住感觉挺好，有机场接送班车，叫醒服务也好，但就是旁边吃饭地方很少。', '短评打分': 3}
{'短评内容': '酒店还算可以，对得起团购的价钱，不管几点都有机场接送的服务，很好！！下次还会去。', '短评打分': 5}
{'短评内容': '酒店离机场，店家免费接送机，服务态度一般啦，下次还住这里。', '短评打分': 3}
{'短评内容': '不错的，接机服务不错。。。，，，，，，，，，，，，，，，，，', '短评打分': 5}
{'短评内容': '酒店不错，服务也挺好，房间设施也还满意性价比很高的一家酒店', '短评打分': 5}
{'短评内容': '酒店服务不错。免费车接送。就是空调不太给力', '短评打分': 3}
{'短评内容': '条件一般，就是吃饭还方便，接送机比较快。', '短评打分': 5}
{'短评内容': '环境还行，在机场有免费专车接送，很方便.', '短评打分': 5}
{'短评内容': '房间不错，服务也很好，有车接送很方便，特别是晚上到机场后住宿很方便', '短评打分': 5}
{'短评内容': '价格适中，离机场近，还有机场接送，不错。', '短评打分': 5}
{'短评内容': '房间有异味，早餐也太差了吧，机场免费接送还是不错的。', '短评打分': 1}
{'短评内容': '过去一直订新白去机场宾馆.这是第一次订香谢丽宾馆,感觉比较前者更实惠,附近有许多吃饭的地方,宾馆服务很热情,但在一楼吃完饭后,胃不是很舒服,对面的酒店很好!', '短评打分': 5}
{'短评内容': '帮朋友父亲订的 应该 还ok 因为没有特别反映说不好', '短评打分': 1}
{'短评内容': '环境很好。有点遗憾木有时间吃早点，不知道好吃不。', '短评打分': 3}
{'短评内容': '垃圾，和普通旅馆没什么区别，一进门就一股霉味，设施好多坏的。要不是因为凌晨入住需有担保，才不愿意住呢……', '短评打分': 3}
{'短评内容': '床品质量一般，吃饭方便，有车接送，服务挺好的，推荐', '短评打分': 5}
{'短评内容': '有车接送，起飞时有点吵，其它还行，也挺干净的。', '短评打分': 3}
{'短评内容': '干净，价格实惠，方便，赶飞机的首选', '短评打分': 3}
{'短评内容': '第二次入住了，图的是去机场方便，有车接送。隔音效果是不好的。吃饭方便。', '短评打分': 5}
{'短评内容': '不错的，很好，下次还会选择，服务也很好，派专车到机场接我们的。', '短评打分': 5}
{'短评内容': '酒店设施很一般，为了等待早班飞机而入住，早餐很简单，馒头、榨菜、粥三样。', '短评打分': 1}
{'短评内容': '接你服务非常及时，司机师傅上车就把冷风打开了，很细心，酒店谈不上很高档，但房间还算不错，比较大。就是总是飞机起飞降落有点噪音，没法子，靠机场近。总体可以！', '短评打分': 5}
{'短评内容': '店里有免费接送真的很好，房间空调宽带设施基本齐全，虽然看上去有点旧但性价比不错，免费早餐也很好吃', '短评打分': 3}
{'短评内容': '酒店的机场接送服务比较好，房间还算干净，就是刚进去时有一股霉味，酒店可以为客人提供风筒，晚睡觉时可以吹干头发。晚上睡觉时能听到飞机声，有点吵。总的来说这个价格还值！', '短评打分': 5}
{'短评内容': '酒店服务态度不错，房间很大，但是电器很老，空调不是很好用。', '短评打分': 3}
{'短评内容': '总体感觉一般，接机不够人性化（本就在人和附近，居然在人和地铁不接非得坐到机场。。。）；被子睡着不舒服（被套与被心不知怎么装的，睡觉时被套老是缠着脚使得不能正常入睡；坐房靠着公路边上有点吵，但不影响睡眠；不过上网很不错，一间屋子一条线，网速很好，比我以前住的好几家都要强，豪华单人间布局还可以。\n总的来说要是被子好点在这个价位的酒店也还算可以。', '短评打分': 1}
{'短评内容': '还算干净，离地铁口有15分钟步行路程，有点远。听名字挺大的，实际像个旅社。', '短评打分': 3}
{'短评内容': '环境不错，接站给力', '短评打分': 3}
{'短评内容': '第一次住还好，第二天回来订了房却不留，都说了要下机，在飞机怎么开手机，说联系不到给别人了！差~~~', '短评打分': 1}
{'短评内容': '酒店地板不是很干净。不过在广州也只能这样将就了', '短评打分': 1}
{'短评内容': '服务细致。', '短评打分': 3}
{'短评内容': '接机速度还可以，赶飞机的时候还可以配置还算齐全！', '短评打分': 5}
{'短评内容': '第二次入住，值得推荐。', '短评打分': 3}
{'短评内容': '感觉这家酒店挺实惠的', '短评打分': 3}
{'短评内容': '设施齐全，环境挺好的，服务态度也很好，我想给酒店一些建议，房间内尽量配一个风筒吧，对于有些赶早班机的客人是很有用的，有时候晚上洗了头，头发又不干。另外，房间隔音效果不好，我在哪里睡一个晚上被飞机起飞，马路上的货车声音吵醒了几次。总体还是不错的，接送服务叫醒服务也很好', '短评打分': 5}
{'短评内容': '安静，乾净，有专车接送。', '短评打分': 3}
{'短评内容': '房间靠街，整晚被吵得睡不了觉，设施太陈旧，空调噪音太大！！离机场也不近，唯一好的是接机服务不错。', '短评打分': 1}
{'短评内容': '隔音实在太差了，房间脏，卫生间的毛巾都脏的不行。桌子上的插座是坏的。要求换房被告知都满了，事实上我住的那一层一半多房间都是空的。后来给找来一个脏得要死的接线板凑合用。半夜外面街上吵得要死，根本没可能睡好。完全对不起这个价钱。', '短评打分': 1}
