{'短评内容': '很好', '短评打分': 5}
{'短评内容': '市中心，停车场小，住宿条件可以，干净', '短评打分': 5}
{'短评内容': '酒店设施新，位置好，在城中心区域', '短评打分': 5}
{'短评内容': '为什么预定不了', '短评打分': 2}
{'短评内容': '嗯  可以', '短评打分': 5}
{'短评内容': '好  挺好的', '短评打分': 5}
{'短评内容': '位置真的不錯，早餐還可以，房間清潔，房間設備可以，本次是和朋友第一之一起來到西寧旅遊，酒店給我們印象不錯，性價比高', '短评打分': 3}
{'短评内容': '环境，设施都不错，地理位置好，就在中心商业圏，购物、吃东西方便。房间也够大，卫生、干净。早餐还行，就是餐厅真的太小。', '短评打分': 5}
{'短评内容': '一般', '短评打分': 4}
{'短评内容': '服务挺好', '短评打分': 5}
{'短评内容': '较好', '短评打分': 4}
{'短评内容': '前台服务有点差，前一天说行李不能寄存，第二天的服务人员就不错。其他都不错。', '短评打分': 4}
{'短评内容': '实际的名字是星程酒店，不知道为什么两个名字，周边停车相当麻烦。酒店环境怎一个好字了得，离莫家街几步之遥，非常舒适，非常超值。', '短评打分': 5}
{'短评内容': '地理位置好。旁边都是小吃店。莫家街就在旁边。非常方便', '短评打分': 4}
{'短评内容': '位置很好，旁边就是莫家街，晚上对面还有夜市。很多好吃的。', '短评打分': 4}
{'短评内容': '酒店就在莫家街附近，走路3分钟就到莫家街了，而且离西宁火车站也不远，打黑车也才15块钱，非常便捷，酒店内的设施很好，要比汉庭如家这种经济型的看着高档，有商务酒店的感觉，总之是非常满意，开心', '短评打分': 5}
{'短评内容': '很不错，房间很大，离莫家街很近，交通很方便。', '短评打分': 5}
{'短评内容': '服务非常差的一家酒店，严重影响旅行的心情。要不是位置比较方便绝对不会住这家。我根本没动他家的洗漱包，查房的时候说撕破了个口子，带子是倒放的，非要扣我十块钱。还强词夺理说“谁叫你昨晚不说啊”，尼玛倒着放着袋子谁看得见啊。和她理论说解决不了，要等八点半负责这层的工作工作人员上班再说，然后扭头就走。我说赶飞机，她来句那就交10块钱啊。真是无语。不计较了，就当我献爱心了。前台小妹长得不错。', '短评打分': 3}
