{'短评内容': '。？？ghv', '短评打分': 5}
{'短评内容': '很好，周边有小吃街，环境也很好，早餐很丰富', '短评打分': 5}
{'短评内容': '最关心的网络信号还不错，好使。地理位置方便，就是从高铁坐公交下车要可劲走。早餐品种多，也就是淡季才能这个价位。离万达广场近，步行5分钟，购物，就餐方便，选择多。唯一的问题，中央空调声音太大，无法睡觉，关了，房间又冷。', '短评打分': 4}
{'短评内容': '感觉很好', '短评打分': 5}
{'短评内容': '服务态度很好，房间比较宽敞，非常安静', '短评打分': 5}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '跟猜想的一样  老气  闷  潮  脏', '短评打分': 5}
{'短评内容': '不错不错不错', '短评打分': 4}
{'短评内容': '很不错，早餐丰富', '短评打分': 5}
{'短评内容': '这个是什么服务，真的不大记得了。', '短评打分': 5}
{'短评内容': '这个价位，住到准4星，确实不错。', '短评打分': 5}
{'短评内容': '不错不错不错不错', '短评打分': 5}
{'短评内容': '环境很好', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '去泰山玩了几天，回来最后一天住这里，这里离高铁站近坐车方便', '短评打分': 5}
{'短评内容': '大堂小了点，早餐不行，房间可以', '短评打分': 4}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '性价比高', '短评打分': 5}
{'短评内容': '还不错！', '短评打分': 5}
{'短评内容': '房间里灯太少   整个屋子特别暗', '短评打分': 5}
{'短评内容': '大家一定要看明白啊，此洲际非彼洲际啊……不评价了，不会住第二次', '短评打分': 3}
{'短评内容': '满意，下了高速看到有俏江南，吃饱就来酒店，不用拐弯，门口停车的大哥还帮忙找停车安全的地方停车，房间设施全干净卫生，斜对面就是万达，但是太晚了没过去看，第二天酒店提供早餐，就是送餐迟了半小时，打电话催了两遍，总体来说满意', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 5}
{'短评内容': '还行，就是隔音不太好，服务不错，性价比好', '短评打分': 5}
{'短评内容': ' 泰安万朝洲际酒店应该最多是4星。大堂就象3星一样小！退房时间必须在12点之前！房间很小！饭店外观顶多3星。酒店新，总台服务员都给错房间了！窗户未关，满桌都是土！空调最高到20度，若太冷就得关！嗨！总之，当3星住非常合适！', '短评打分': 3}
{'短评内容': '还过的去吧，不是很差，只是朝马路的有点吵.', '短评打分': 5}
{'短评内容': '热水太难热了，要放好久呢，其它都行，附近没什么可吃的', '短评打分': 5}
{'短评内容': '酒店还可以，位置有点偏，早餐不怎么样，太少了', '短评打分': 5}
{'短评内容': '装修和房间设施都不错，就是房间洗澡水有点凉', '短评打分': 3}
{'短评内容': '酒店还不错，房间还可以。服务比较一般，性价比还可以。早餐什么的也还可以。', '短评打分': 5}
{'短评内容': '总体上说酒店还可以，价格有点小贵，基本上没有服务可言。好在没什么特别的要求', '短评打分': 5}
{'短评内容': '优点：\n1.房间设施可以达到4星标准，很干净，虽然订的是经济房但房间设施很不错，也很干净。\n2.服务比较满意。\n3.枕头有荞麦枕。\n4.房间上网是无线宽带，网速很快，下载速度可以达到2M左右！值得称道！\n5.床旁有插座，方便在床上使用电脑上网。\n6.毛巾很干净。\n不足：\n1.早餐种类略显少些。\n2.周围就餐不太方便，只能在酒店内就餐。', '短评打分': 5}
{'短评内容': '饭菜特别难吃！有一道叫什么炒牛肉的菜端上来是凉的，让服务员端走热了一下再端上来居然还是凉的！后来要了一碗米饭等了半个小时！这都忍了不说，房间没有洗澡的拖鞋，打电话要，服务员说拖鞋收钱！我当时就怒了！还五星级酒店呢！连拖鞋都不供应！我不仅要在这里说不好，还要发微博告诉大家千万不要住！面的破坏了旅游的好心情！', '短评打分': 1}
{'短评内容': '环境非常好。还配备无线网。就是周围就餐不太方便。', '短评打分': 1}
{'短评内容': '一，酒店位置偏，内部设施四星，软件准四星不到。二，出租车很难打，差点误事。三，提前半月订房，景观、楼层高、安静三大条件无一满足，是ELONG沟通不到位还是酒店执行力差？后，升级10楼套房。四，床头标示有足疗电话，下山后下午5点多，电话没人接，敲门没人应。。。。五，10楼晚上洗澡，水像滴油。六，交足了2天地房费押金，第二天回房间竟然门卡报警打不开了，郁闷。什么水平？七，大厅果然小的吓人，最多像商务酒', '短评打分': 5}
{'短评内容': '1.訂的是豪華客房，實際給的房型是標準客房的配置，太過份\n2.早餐用餐時，幾乎所有的飯菜都以清空，沒有即時補充。9點前用的餐\n3.新酒店，但位置偏', '短评打分': 1}
{'短评内容': '床和枕头都很舒服,周边环境一般,当地人都不知道有这家酒店.', '短评打分': 3}
{'短评内容': '酒店是新开的，设施环境都很不错，早餐也不错，早餐9点结束如果你差5分钟9点到也能吃到早餐不像其他的酒店时间快到了基本上都没有了，酒店交通很方便距离市区很近周边不喧闹，酒店的服务很好，总之不错！', '短评打分': 5}
{'短评内容': '还是蛮不错的！比较干净，网速也行。服务态度也挺好的。\n\n如果商务中心能给客人办理车票或机票那就更完美了。\n', '短评打分': 5}
{'短评内容': '酒店很新应该是4星级，但房间内硬件不比五星差，我预定的是豪华商务超过50平米，卫生间超大，房间用液晶电视隔开类似套房，很温馨，性价比很高，绝对适合情侣度假，家庭旅游。', '短评打分': 5}
{'短评内容': '不错，还可以', '短评打分': 3}
{'短评内容': '入住房不错', '短评打分': 3}
{'短评内容': '酒店不错，很干净！服务也好！只是早餐品种应增加！五星级酒店连煎蛋都没有！', '短评打分': 5}
{'短评内容': '新酒店，干净，内部硬件很好，早餐需改善。', '短评打分': 5}
{'短评内容': '挺干净的，服务佷好，早餐能再丰富点就更好。', '短评打分': 5}
{'短评内容': '确实是不错的酒店，硬件设施好，房间还有大屏幕电脑，性价比高！', '短评打分': 3}
{'短评内容': '大厅太小了.。。。。。。。。。。。。。。。。。\n', '短评打分': 1}
