{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '服务很周到', '短评打分': 5}
{'短评内容': '地毯较脏', '短评打分': 4}
{'短评内容': '很舒适，很方便', '短评打分': 5}
{'短评内容': '很好，室内干净，交通方便', '短评打分': 5}
{'短评内容': '比较大，还行吧', '短评打分': 4}
{'短评内容': '很不错', '短评打分': 5}
{'短评内容': '挺好的，卫生挺好的，服务也热情，', '短评打分': 5}
{'短评内容': '酒店很干净，服务热情，交通便利，附近吃饭比较方便，到机场很近。', '短评打分': 5}
{'短评内容': '没有早餐没没没没', '短评打分': 5}
{'短评内容': '好好好好好好好好好好好', '短评打分': 5}
{'短评内容': '性价比挺高，就在大山桥边上周边吃的很多，就是淋浴有点不好使，早上对面的房门一直响，被吵醒了', '短评打分': 5}
{'短评内容': '免费升级了高级房，房间挺大的，尤其是卫生间很宽敞，也很安静，电视清晰，台也挺多的。小冰箱也挺好用，周围吃饭的地方很多，而且都是评价很高的各种店铺。走着去798挺方便。确实不错！', '短评打分': 5}
{'短评内容': '只说一点，前台工作人员在上班的时间，居然讨论吃饺子没蒜的问题，你们懂的。', '短评打分': 4}
{'短评内容': '服务很到位，热情，卫生不错，环境也很好，周边都有好吃的，对面隔条街就是798艺术区', '短评打分': 5}
{'短评内容': '性价比很高，一到房间有惊喜的感觉，这个价格比我想象的要好很多', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '酒店一般 虽然环境还行 但是基础的热水 总不热 就这样吧', '短评打分': 5}
{'短评内容': '酒店前台效率很慢，这个酒店门前压车很严重，水池放水的塞子是坏的，空调声音太大，这个酒店我只能是感觉一般', '短评打分': 4}
{'短评内容': '被免费升级了套房，这点必须给赞。房间设施和床品毛巾都不错。酒店为什么不含早餐呢，建议把早餐提高上去，这周围吃早餐没有。', '短评打分': 5}
{'短评内容': '被免费升级了套房，这点必须给赞。房间设施和床品毛巾都不错。酒店为什么不含早餐呢，建议把早餐提高上去，这周围吃早餐没有。', '短评打分': 5}
{'短评内容': '房间干净，交通便利，服务一般。', '短评打分': 5}
{'短评内容': '依旧不错', '短评打分': 5}
{'短评内容': '方便快捷', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '还xin', '短评打分': 4}
{'短评内容': '酒店没有英文菜单，对于国外的朋友不方便。主要为图它近798。', '短评打分': 4}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '除了周边环境不好其他都不错就是酒店不给开空调说外面气温不高，中央空调不能开', '短评打分': 5}
{'短评内容': 'good', '短评打分': 4}
{'短评内容': '房间挺不错的，价格也适中', '短评打分': 5}
{'短评内容': '如家的高端品牌，稍贵！', '短评打分': 5}
{'短评内容': '酒店设备齐备，都是新的，文艺范很浓。适合喜欢摄影的朋友', '短评打分': 3}
{'短评内容': '不错的酒店！打车20元左右就到地铁口。房间装修不错！', '短评打分': 5}
{'短评内容': '帮客人订的，客人住了很满意。就是有时出租车有点难打。', '短评打分': 5}
{'短评内容': '很不错的酒店！客人也很满意，下次还会去住。', '短评打分': 5}
{'短评内容': '非常不错的酒店 每次坐早班飞机都住这里 第二天早上打车去机场很方便，又不用忍受机场那些高价低能的垃圾酒店', '短评打分': 5}
{'短评内容': '不错，推荐', '短评打分': 3}
{'短评内容': '如家旗下比较高端的品牌,确实是比一般的经济型酒店来的舒适,装修也更好些,但是家具还是太一般,尤其是写字台,有点象90年代的那种,不知道是不是这种风格,卫生间很不错,也挺宽敞的,床也比较舒服,空调很足,电梯要刷卡很好,很有安全感,但是2部电梯总是轮流坏,我住了2天,遇到坏了2次,应该加强电梯的维保.离首都机场比较近,打车大概60块左右,不过太早很多司机不愿意去机场,因为太近了,赶早机的朋友要提早叫车', '短评打分': 5}
{'短评内容': '位置不错。停车方便。服务员态度不错。特惠房性价比高。装修是商务小店的风格，面积不大，但很干净。', '短评打分': 5}
{'短评内容': '感觉不错！推荐', '短评打分': 3}
{'短评内容': '每次去住的时候，房间面积总是没有以前住的那么大了，不知道是怎么回事呢？', '短评打分': 1}
{'短评内容': '前天服务不是很到位，能不能是顾客是上帝了？男的服务生还行，女服务员真是无语了。', '短评打分': 1}
{'短评内容': '很不错哦很不错哦很不错哦很不错哦很不错哦很不错哦很不错哦很不错哦很不错哦很不错哦很不错哦很不错哦很不错哦很不错哦很不错哦很不错哦很不错哦', '短评打分': 5}
{'短评内容': '免费升级到高级套间,房间面积够大,但住的房间内无网络,电视信号也没接上', '短评打分': 5}
{'短评内容': '性价比 非常高的酒店。 走廊的地毯风格是很西域的。电梯出来的地方景观设计也很有腔调。 最关键的是 酒店大堂 和798 的整个风格很相近， 从雕塑到 小摆设。\n\n最关键是， 房间 干净整洁，绝对是商务的酒店。 不是那种经济酒店。 首先 洗手间 就很大 洗漱用品质量都很好。我尤其对酒店的一次性拖鞋很有要求的，非常舒服。\n\n其次是房间的感觉， 非常大气。\n\n超值。 附件吃得也很方便。 798 的北门 和', '短评打分': 5}
{'短评内容': '非常的干净、卫生、舒适。服务态度很好。特别赞工程部的技术员，我电脑网卡有问题，不能自动识别IP地址，他费劲了心思，让我非常感动。吹风机是松下的、拖鞋质量也好，烧水壶里连水垢都没有，所以，我非常推荐这里，也会推荐给朋友。下次来北京，我会首选这里的', '短评打分': 5}
{'短评内容': '希望下次退房时可再适当延长时间到下午2点', '短评打分': 5}
{'短评内容': '房间很不错。。这个价很值。。有机会还来！！！', '短评打分': 5}
{'短评内容': '环境很好  床很舒服', '短评打分': 3}
{'短评内容': ' 很干净 可是 韩国网站  看不了', '短评打分': 3}
{'短评内容': '附近是望京韩国人居住地，有很多韩国特色的料理店。味道很正宗，特别是附近的“本家”烧烤值得去。对喜欢韩国料理的人来说很不错的地方。', '短评打分': 5}
{'短评内容': '1.新装修的酒店,装修风格比较时尚.\n2.房间设施齐全,新,舒适度不错.\n3.早餐质量比我期待的还要好,很不错.\n3.交通靠近机场,靠近快速到比较方便.\n4.不足之处\n  车辆需要掉头才能进入酒店.\n  正好是在多路交叉的路口,很堵.\n  服务等还不是很到位,但以这价钱还可以.\n5.总体感觉不错.愿意向大家推荐.\n  ', '短评打分': 5}
{'短评内容': '位置不错，打车到飞机场，四十几块钱。吃饭的时候，看到好多老外。挺干净，就是房间有点小。', '短评打分': 5}
{'短评内容': '不错，硬件条件好，就是新店装修味重，隔音一般', '短评打分': 5}
{'短评内容': '房间比较精致,住得特惠大床房,面积不大,但感觉很舒服。位置也比较好找（靠近大山子桥）。推荐商务人士或情侣入住', '短评打分': 5}
{'短评内容': '很干净，毛巾、浴巾、浴袍都很柔软，但偏僻了些，出门打车不太方便，', '短评打分': 5}
{'短评内容': '很舒服再去北京还住这里', '短评打分': 3}
{'短评内容': '很不错，来和颐以后，对普通的如家一下没了兴趣。', '短评打分': 5}
{'短评内容': '好评 机场高速一下来就是 要上高速也很快 就是门口经常堵车 打车也不方便 就算打到司机也以各种理由拒载 不过这是京城特有的吧', '短评打分': 5}
{'短评内容': '酒店洗衣服务让人很纠结 首先上来收衣服就用了1天 洗了承诺隔天送 结果到了第三天一早还没送过来 要自己去催 其他都还行 就是附近没什么实惠吃饭的地方', '短评打分': 5}
{'短评内容': '酒店很新 还有点假文艺氛围 房间没怪味 下次还住这里 就是打车不是很方便', '短评打分': 5}
{'短评内容': '还可以  硬件条件还不错  房间略小 只是细节方面需要改善 装修的细节和卫生的细节  \n装修不够精致   卫生清洁也不彻底', '短评打分': 5}
{'短评内容': '酒店好，服务好，卫生好，总之，非常好的酒店！推荐！！！', '短评打分': 5}
{'短评内容': '真的不错，房间环境非常好，物有所值，就是早餐58元单独收，太贵了', '短评打分': 5}
{'短评内容': '房间不错布置的也很有档次新酒店嘛感觉不错', '短评打分': 5}
{'短评内容': '酒店不错，早餐很丰盛，早上也很方便打到出租车。\n房间有点小，个别房间装修的味道比较大，前台小妹的业务还不够熟练，有点慢。\n\n总体来说还很不错的。', '短评打分': 5}
{'短评内容': '很好，出乎意料的好,不过鼠标忘在酒店了，答应快递送过来，至今未收到，等待中。。。。。。', '短评打分': 5}
{'短评内容': '新的酒店，特喜欢，现在可以用特惠房免费升级到商务大床，房间不是很大，但是床很舒服，临窗子很近，可以躺在床上晒太阳，墙很厚隔音很好，卫生间最喜欢，用具齐全，由于都是新的特别喜欢，只是浴室内没有防摔脚垫....', '短评打分': 5}
{'短评内容': '房间太小', '短评打分': 3}
{'短评内容': '酒店很不错，尤其是特价房很实惠，这样的性价比在望京可以说是最好的。\n早餐很好，打车也比较方便。', '短评打分': 5}
{'短评内容': '新酒店，地理位置不错，就在798北面，大山子五向环岛东北方向。到机场，市内都很快。装修不错，只是空间稍小。整体比较舒适', '短评打分': 5}
{'短评内容': '房间小一点，不过很干净，很新，性价比还可以。', '短评打分': 3}
{'短评内容': '＋很好！早餐很丰盛，现在的价格也很实惠，推荐！', '短评打分': 3}
{'短评内容': '很好的酒店，很新！ 不过促销期还是不错的。是如家的高端品牌。', '短评打分': 5}
{'短评内容': '相当不错，准四星算是低估了，特惠房除了房间小，设施各方面都很舒服，还有就是冬天房里暖气太足了。晚上睡基本不用盖被子。', '短评打分': 5}
