{'短评内容': '环境很不错', '短评打分': 5}
{'短评内容': '非常好，性价比高', '短评打分': 5}
{'短评内容': '很好，很方便', '短评打分': 5}
{'短评内容': '早餐挺不错', '短评打分': 5}
{'短评内容': '能看到布达拉宫，好棒，特价房没有窗户', '短评打分': 5}
{'短评内容': '很好，干净卫生，交通方便，物有所值。', '短评打分': 5}
{'短评内容': '酒店得服务很不错，酒店的设施也比较不错，附近比较安静，比较适合，送餐服务也非常的实在，价格也可以接受，非常棒', '短评打分': 5}
{'短评内容': '酒店得服务很不错，酒店的设施也比较不错，附近比较安静，比较适合，送餐服务也非常的实在，价格也可以接受，非常棒', '短评打分': 5}
{'短评内容': '酒店得服务很不错，酒店的设施也比较不错，附近比较安静，比较适合，送餐服务也非常的实在，价格也可以接受，非常棒', '短评打分': 5}
{'短评内容': '酒店得服务很不错，酒店的设施也比较不错，附近比较安静，比较适合，送餐服务也非常的实在，价格也可以接受，非常棒', '短评打分': 5}
{'短评内容': '非常舒适', '短评打分': 5}
{'短评内容': '在拉萨住了五天的酒店，干净卫生，床品舒适，周围吃饭逛街都很方便，唯一不足是酒店早餐西餐偏多，建议增加中式早餐品种。', '短评打分': 5}
{'短评内容': '在拉萨住了五天的酒店，干净卫生，床品舒适，周围吃饭逛街都很方便，唯一不足是酒店早餐西餐偏多，建议增加中式早餐品种。', '短评打分': 5}
{'短评内容': '在拉萨住了五天的酒店，干净卫生，床品舒适，周围吃饭逛街都很方便，唯一不足是酒店早餐西餐偏多，建议增加中式早餐品种。', '短评打分': 5}
{'短评内容': '多年各地出差、旅游，近五年来拉萨也不下10次了，试了不同的酒店、客栈。总体上，拉萨酒店的硬件、服务水平都相对落后，但从来没发表过差评。但这次的体验，作为4星级，我觉得有必要说出来，让来拉萨的朋友慎重选择。第一天来，我一个女生拖着100升的大驼包，没有看到行李员，专门到门内叫，前台几个男、女有说有笑，5分钟内根本没人搭理，办理入住手续，前台也很不耐烦，好像打扰了他们聊天，结果门卡根本就打不开门，预订', '短评打分': 2}
{'短评内容': '干净整洁，很舒服的酒店！', '短评打分': 5}
{'短评内容': '位置相当不错，位于太阳岛，距离布达拉宫打车起步价就能到。房间不错，就是这次春节期间在房间不能上网，前台说工程师放假回家了。但愿这是一次突发事件。', '短评打分': 5}
{'短评内容': '在拉萨算是非常好的酒店了，设施还行，交通也很便利，下次还会选择入住这里！', '短评打分': 5}
{'短评内容': '看布达拉宫很好，但是临街有些吵，窗户太薄了，不太隔音。', '短评打分': 1}
{'短评内容': '酒店环境卫生很好 !如果早餐再丰富些就更好了', '短评打分': 3}
{'短评内容': '这个价格在拉萨还是可以的，位置超好，服务也不错，可以用卡', '短评打分': 5}
{'短评内容': '真的是超值景观房，看得非常清楚。虽然是淡季，但服务很热情。', '短评打分': 5}
{'短评内容': '也就三星级的水平，在拉萨这个地方也就这样吧，连喜来登都是三星标准，新鼎算是对得起观众了', '短评打分': 5}
{'短评内容': '离市中心比较近，房间的布置挺温馨的，有机会下次还会光顾', '短评打分': 5}
{'短评内容': '在拉萨算不错的酒店，因为拉萨地理位置较远，不能期望太高', '短评打分': 5}
{'短评内容': '酒店的地理位置优越，交通便利，设施设备齐全，是个性价比很高的酒店', '短评打分': 5}
{'短评内容': '晚上从远处看酒店就像座金碧辉煌的宫殿，宏大而壮丽，很赞', '短评打分': 5}
{'短评内容': '酒店位置确是不错,景观房能从窗户很清楚的看见布达拉宫.价位能够接受,我们去的时候门口正在修路,的士车进不去,很不方便,酒店所在路现已改为中央大道很多的哥都不知道金珠二路,找酒店费了很多时间其实到酒店一看,就在布达拉宫对面.早餐太简单了与酒店的房价有点不名符其实.', '短评打分': 5}
{'短评内容': '环境好，服务好，中餐味道非常可口，整体非常满意！', '短评打分': 3}
{'短评内容': '环境好.离布达拉宫近.出入方便.中餐味道好--川菜', '短评打分': 5}
