{'短评内容': '很好', '短评打分': 5}
{'短评内容': '宾馆环境很好，花园式的，由很多小楼组成，是个散步的好地方。就是苍蝇多了些，饭很难吃，还贵，周围餐馆都远，要开车去。停车场很多车位。周末带孩子出来散散心还可以吧', '短评打分': 4}
{'短评内容': '酒店设施服务非常好！我入住时候是深秋时节，红黄色的树叶，满园秋色。庭院很大，面积相当于中兴大小的公园。房间内设施干净。餐厅的饭菜价格适中。值得推荐。', '短评打分': 5}
{'短评内容': '早餐明天吃了才知道，标准的三星酒店，个人觉得已经是三星里面最好的没有之一，比较适合带老人孩子来，位置还可以', '短评打分': 5}
{'短评内容': '不错，预定挺方便的，价格也优惠', '短评打分': 4}
{'短评内容': '庭院美美哒，很大，适合休闲玩耍。\n前台服务人员也相当热情专业。\n比较而言，房间就一般般啦，有点旧。', '短评打分': 4}
{'短评内容': '酒店是北京教工疗养院，地方很大，有山有水有亭台楼阁，安静而充满文化气息。房内设施比较陈旧，早餐还算丰富，服务态度不错。自驾、公交都很方便，适合老人和孩子。', '短评打分': 5}
{'短评内容': '很不错，好好，推荐给朋友购买，', '短评打分': 5}
{'短评内容': '本身还不错，只是订单被临时取消，有点郁闷。', '短评打分': 5}
{'短评内容': '本身还不错，只是订单被临时取消，有点郁闷。', '短评打分': 5}
{'短评内容': '还可以还可以', '短评打分': 5}
{'短评内容': '离景点很近', '短评打分': 5}
{'短评内容': '酒店的园子环境很好，适合家人出游', '短评打分': 5}
{'短评内容': '物有所值', '短评打分': 4}
{'短评内容': '很安静，很舒适，环境很好', '短评打分': 4}
{'短评内容': '第二次住了，不错，很喜欢这里的环境', '短评打分': 5}
{'短评内容': '酒店服务设施很满意，前台服务很到位。唯一不满意的就是携程网的办事效率实在是差劲到了几点，本来是7号中午11点从携程网下单定的8号入住9号离开酒店，付款后，短信通知订房成功，可是等我8号到前台服务人员告诉我没有任何关于我的订房记录，并称没有房源了，原来是携程网忘记和酒店上传我的订房信息，最后还是酒店前台帮我挤出一间客房，谢谢当天为我解围的美女了！??携程网真是气煞本人了！给携程超级差评，给酒店超级好', '短评打分': 5}
{'短评内容': '酒店房间装修9成新 设计风格不错 房间不错不这个价钱', '短评打分': 4}
{'短评内容': '总体来说还行吧，就是酒店再卫生些就更好了', '短评打分': 4}
{'短评内容': '环境好，空气优。卫生好，整洁。适合休闲游。设备有提升空间。', '短评打分': 5}
{'短评内容': '环境很好！早餐丰盛！还会再去。', '短评打分': 3}
{'短评内容': '环境不错，适合休息。', '短评打分': 5}
