{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '酒店离黄花岗地铁站十分近，在一个居民小区里，店里很干净这点不错，但是窗户小了点。', '短评打分': 5}
{'短评内容': '干净', '短评打分': 5}
{'短评内容': '酒店离地铁站和公交站很近、离动物园也很近，出行游玩都很方便。', '短评打分': 4}
{'短评内容': '前台价格更便宜。。。', '短评打分': 5}
{'短评内容': '干净，服务态度好，交通方便。酒店自己没有餐厅，但出门右转下坡路上有一家比较简陋的早餐店，早晨填饱肚子没问题。房间较小，我在携程预定的是舒适大床房，但给我的是自主大床房（酒店前台的价格表上也没有舒适大床房这一名称），我至今也没有搞清楚这两者有什么区别，我建议酒店把“舒适大床房”这个名称取消了吧，省得误导消费者。', '短评打分': 4}
{'短评内容': '没有早餐，有早餐奶', '短评打分': 5}
{'短评内容': '每次到中科院上课都是来这里住，经济实惠', '短评打分': 5}
{'短评内容': '干净整洁卫生，环境优雅，睡觉一流，交通便利，太棒了', '短评打分': 5}
{'短评内容': '好东西，价格便宜，方便。', '短评打分': 5}
{'短评内容': '位置很方便。房间太小，估计只有12平米左右。和描述严重不符。', '短评打分': 3}
{'短评内容': '还不错，就是设施有点旧了', '短评打分': 4}
{'短评内容': '房间稍微有点拥挤，地方稍微有点偏，但住着还挺舒服的', '短评打分': 4}
{'短评内容': '很好！很干净！', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '安静舒服方便', '短评打分': 5}
{'短评内容': '位子极好', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '公交车站和地铁站离得很近 楼下就有水果和快餐购买', '短评打分': 5}
{'短评内容': '很好', '短评打分': 4}
{'短评内容': '交通便利，设施一般，卫生一般', '短评打分': 4}
