{'短评内容': '很好', '短评打分': 5}
{'短评内容': '这个是公寓吧！不过还不错', '短评打分': 5}
{'短评内容': '一般般了  服务还要提升', '短评打分': 3}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '周围太吵了，感觉挺偏僻的，其他还好', '短评打分': 3}
{'短评内容': '有点异味，位置较偏僻不好找⋯⋯', '短评打分': 3}
{'短评内容': '有点异味，位置较偏僻不好找⋯⋯', '短评打分': 3}
{'短评内容': '只能说凑合吧', '短评打分': 4}
{'短评内容': '还可以吧，只是觉得价格还可以便宜一些', '短评打分': 5}
{'短评内容': '非常棒', '短评打分': 5}
{'短评内容': '值得推荐', '短评打分': 5}
{'短评内容': '适合简单居住，离厦门景区太远了', '短评打分': 3}
{'短评内容': '环境及空间还可以，服务也过得去，但网络极其的不稳定', '短评打分': 3}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '还好吧！卫生方面需要改进！住了一晚，面临公路，有点吵。', '短评打分': 5}
{'短评内容': '还算OK吧！旁边交通也蛮方便的。虽然不过对面就有个网吧，但要是房间提供电脑上网就更好了。', '短评打分': 5}
