{'短评内容': '差', '短评打分': 1}
{'短评内容': '送的牛奶不错，其他一般，房间装修太差了，洗发水没找到，，，台湾街地段好所以贵', '短评打分': 3}
{'短评内容': '置明显好找，有自己的停车场，大堂干净明亮，前台妹子热情周到，枕头和被罩很干净，房间没有异味，通风好，隔音效果很好，很安静没有噪音，电梯有门禁，晚上有保安人员值夜很安全，设施到位，价格便宜，性价比高，预订方便，准时留房讲信用，wifi网速很快，淋浴很舒服  服务好  服务好', '短评打分': 5}
{'短评内容': '干净，便宜，', '短评打分': 3}
{'短评内容': '前台服务热情，很专业，环境舒适，房间大，wifi网速快，门口有停车位，设施齐全，房子通风好，淋浴水热很舒服，床单被套干净，位置明显，很安静，没噪音 ！位置很好找 性价比超高，这么便宜价这样房间真的很不错 ！', '短评打分': 5}
{'短评内容': '7天一直是我信赖的品牌酒店，不论是装修风格还是论人气，7天一直很赞，住了那么多年7天，对他已经有了依赖性，每次旅游必住7天，服务也很到位专业！', '短评打分': 5}
{'短评内容': '服务太差 房间有味道', '短评打分': 1}
{'短评内容': '非常好非常好非常好非常好', '短评打分': 5}
{'短评内容': '不错，住的很开心', '短评打分': 5}
{'短评内容': '好&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;', '短评打分': 5}
{'短评内容': '服务态度不错，满意', '短评打分': 5}
{'短评内容': '好！!!!!!!!!!!!!!', '短评打分': 5}
{'短评内容': '一直来，近，', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '都是大排档,吃的很多', '短评打分': 5}
{'短评内容': '比较安静，休息的不错', '短评打分': 5}
{'短评内容': '交通很方便，到海沧工业区，机场，火车站都有直达车，适合商务出行', '短评打分': 5}
{'短评内容': '距离信息中学很近，离考点很近', '短评打分': 5}
{'短评内容': '房间有USB接口，很方便', '短评打分': 5}
{'短评内容': '装修很新，干净。就是内窗让人郁闷。', '短评打分': 4}
{'短评内容': '很不错的一次酒店住宿哈。。。。', '短评打分': 5}
{'短评内容': '周边太吵，酒店内部像迷宫', '短评打分': 3}
{'短评内容': '物美价廉，值得推荐', '短评打分': 4}
{'短评内容': '环境挺好', '短评打分': 5}
