{'短评内容': '很好', '短评打分': 5}
{'短评内容': '好，非常好', '短评打分': 5}
{'短评内容': '很好，很给力', '短评打分': 5}
{'短评内容': '干净安全，出行方便，床很舒服，服务很好', '短评打分': 5}
{'短评内容': '出行方便，干净安全，床很舒服，服务很好', '短评打分': 5}
{'短评内容': '出行方便，安全快捷，床很舒服，服务很好', '短评打分': 5}
{'短评内容': '很好，房间大，服务好，干净卫生', '短评打分': 5}
{'短评内容': '房间干净，出行方便，床很舒服，安全卫生', '短评打分': 5}
{'短评内容': '卫生还算干净，但是隔音很差，特别吵，一拉窗帘还有人在外面刷墙，吓死我了！', '短评打分': 4}
{'短评内容': 'HENHAO', '短评打分': 5}
{'短评内容': '非常好的酒店，在装修升级了，房间大了好多，都是新的，服务好，房间干净卫生', '短评打分': 5}
{'短评内容': '酒店原因直接取消，然后退款了！没有原因、没有然后了、', '短评打分': 5}
{'短评内容': '京东买东西就是实惠，又快，还有券', '短评打分': 5}
{'短评内容': '太慢了物流 态度也不好 查半天查不到 质量差', '短评打分': 1}
{'短评内容': '可以啊！不错啊！', '短评打分': 5}
{'短评内容': '车位都没有   差评', '短评打分': 1}
{'短评内容': '一般般~~位置很容易看到, 但不容易進入, 也許新的地鐵站完成後, 搭乘公共交通就會便利一些, 目前不優', '短评打分': 3}
{'短评内容': '很不错', '短评打分': 5}
{'短评内容': '很不错', '短评打分': 5}
{'短评内容': '出差过来住，主要是离客户进，交通还算方便，离地铁不远。酒店房间价格便宜，环境还可以，周边有一些吃饭的地方也有商场。', '短评打分': 4}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '比较吵，设备有些陈久了', '短评打分': 4}
{'短评内容': '满地头发，恶臭', '短评打分': 1}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '提前几天预定，安排在一楼着实让人。。。。。。。，旁边有个大菜市场环境可想而知。', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
