{'短评内容': '一般般，条件简陋，和90年底旅馆没多大区别！', '短评打分': 1}
{'短评内容': '酒店房间超大,价格比较便宜。但是不含早餐，需要另外付费。', '短评打分': 5}
{'短评内容': '位置便利，环境舒服，房间超大，装修稍旧，不过还能接受！推荐', '短评打分': 3}
{'短评内容': '什么都好，年轻人最喜欢玩电脑，就是在普通房里安装电脑就好了，这只是我个人的建议，然后酒店派车在市区范围接送。就好多了。', '短评打分': 5}
{'短评内容': '服务人员挺热情的，而且语气也让我感觉挺亲切的，住在这里就是比较随意，没有太拘束的感觉.', '短评打分': 5}
{'短评内容': '位置好，而且客房设施比较齐备，使用起来挺方便的.服务人员也挺热情的.', '短评打分': 5}
{'短评内容': '位置好，对面就是步行街购物逛街都很方便，整体来讲非常不错.就是室内装修应该再提高一些了.', '短评打分': 5}
{'短评内容': '性价比超高，而且位置又好，挺难得的.而且交通又很便利，比较不错.', '短评打分': 5}
{'短评内容': '客房装修风格还是不错的.感觉挺豪华的，而且娱乐设施也挺齐备的，吃住行都在这里.', '短评打分': 5}
{'短评内容': '性价比很高，位置在市中心交通便利，而且闹中带静，休息很好.', '短评打分': 5}
{'短评内容': '客房隔音不是很好，可能是设施陈旧的原因吧，希望在硬件再提高一些.其它各方面都还不错.', '短评打分': 5}
{'短评内容': '市中心的酒店，虽然内部装潢有些陈旧，不过周边交通出行很方便.', '短评打分': 5}
