{'短评内容': '很好', '短评打分': 5}
{'短评内容': '已经表述过了，好的环境，但没有好的服务。而且碰到领导开会包场了！', '短评打分': 4}
{'短评内容': '环境优美，服务一流', '短评打分': 5}
{'短评内容': '服务态度实在一般，但周边景色真是让人心旷神怡', '短评打分': 4}
{'短评内容': '景色好，绝对好！但是服务差，配不上景对不起这价格！早餐差，而且9:00结束，有毛病啊！不吃那里的早饭要走很远的路才有失望?商店。', '短评打分': 4}
{'短评内容': '还算可以…', '短评打分': 5}
{'短评内容': '环境很好，但是因为是国有酒店所以态度一般。', '短评打分': 4}
{'短评内容': '位置不错，环境很好，服务一般，价格贵', '短评打分': 5}
{'短评内容': '位置超赞，紧邻东湖，安静，美好，这是这家酒店最值得推荐的一点。设施不算最好但也不错的，选的湖景豪华房间，房间不小，布置舒适、干净。要吐槽的一点是服务，酒店服务员不知是什么样的培训，面无表情，面部肌肉僵硬，貌似都不会笑的，大堂也好，房间也吧，都差不多的，呵呵。。。还有早餐，二人入住只有一人免费早餐，晕。。。如果不改进下次恐不会再来了，汗。。。', '短评打分': 4}
{'短评内容': '酒店环境没话说  东湖边上 离省博很近', '短评打分': 4}
{'短评内容': '环境一流，设施尚可，服务冷漠', '短评打分': 4}
{'短评内容': '哈哈，已经点评过了啊！。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '不错，挺好的。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '很棒的酒店！。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。下次还住。', '短评打分': 5}
{'短评内容': '<武汉东湖国际会议中心>可以说是武汉的一张名片，环境自不待说，服务也很好！朋友的评价也很好。今后还会推荐给朋友或者自己休闲时入住。', '短评打分': 5}
