{'descr': '还行吧，挺好', 'star': 5}
{'descr': '一般', 'star': 3}
{'descr': '一般', 'star': 3}
{'descr': '很旧的一家', 'star': 2}
{'descr': '好很好非常好', 'star': 4}
{'descr': '网都没有，其他的都还一般，隔音不好。', 'star': 4}
{'descr': '经济实惠，简单入住一晚还行！', 'star': 3}
{'descr': '还可以，要求不能太高。', 'star': 4}
{'descr': '不是真的肯定，改名字了 设施异常旧！！！', 'star': 1}
{'descr': '还是不错的。', 'star': 4}
{'descr': '没见过那么差的旅馆。', 'star': 1}
{'descr': '不错就是远点', 'star': 3}
{'descr': '挺好的。价格合适，停车方便，卫生环境都很不错', 'star': 5}
{'descr': '酒店卫生干净，服务态度很好，交通便利，总的来说不错，还来。', 'star': 5}
{'descr': '酒店卫生条件尚可，交通便利，服务热情，卫生间稍微简陋了点，还可以接受，总的说不错', 'star': 5}
{'descr': '挺清净的，还不错，很干净，下次还来~\n\n不足的是厕所有点小~', 'star': 5}
{'descr': '挺清净的，还不错，很干净，下次还来~\n\n不足的是厕所有点小~', 'star': 5}
{'descr': '别的好好，就是七楼有点吵，晚上睡不着觉！！', 'star': 5}
{'descr': '别的好好，就是七楼有点吵，晚上睡不着觉！！', 'star': 5}
{'descr': ' 隔音不太好，床有点硬。其它还行。', 'star': 3}
{'descr': ' 隔音不太好，床有点硬。其它还行。', 'star': 3}
{'descr': '酒店房间太小，而且有发霉的味道。服务员很不友好，早餐没东西。总之非常差劲，和别的地方的莫泰没法比！！', 'star': 1}
{'descr': '酒店房间太小，而且有发霉的味道。服务员很不友好，早餐没东西。总之非常差劲，和别的地方的莫泰没法比！！', 'star': 1}
{'descr': '还不错，出差旅游等等可以考虑继续入住该酒店。', 'star': 5}
{'descr': '还不错，出差旅游等等可以考虑继续入住该酒店。', 'star': 5}
{'descr': '房间不错，整体来说85分以上！！！！！！！', 'star': 5}
{'descr': '房间不错，整体来说85分以上！！！！！！！', 'star': 5}
{'descr': '位置不错。。。。。环境也还好。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '位置不错。。。。。环境也还好。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '便宜就是有点噪音。。。。。。。。。。还行吧不错挺干净的。。。。。。。', 'star': 5}
{'descr': '便宜就是有点噪音。。。。。。。。。。还行吧不错挺干净的。。。。。。。', 'star': 5}
{'descr': '环境不错，就是隔音效果有点差。整体性价比很高，值得推荐哦', 'star': 5}
{'descr': '环境不错，就是隔音效果有点差。整体性价比很高，值得推荐哦', 'star': 5}
{'descr': '当晚下雪了,中央空调不给力,环境卫生还不错,地理位置也行,挺好找的…', 'star': 3}
{'descr': '当晚下雪了,中央空调不给力,环境卫生还不错,地理位置也行,挺好找的…', 'star': 3}
{'descr': '位置很好离市中心很近，酒店环境不错', 'star': 3}
{'descr': '位置很好离市中心很近，酒店环境不错', 'star': 3}
{'descr': '还不错的，价格比较实惠，服务态度也蛮好，就是隔音效果不大好。', 'star': 5}
{'descr': '还不错的，价格比较实惠，服务态度也蛮好，就是隔音效果不大好。', 'star': 5}
{'descr': '不错 不错 真不错 相当不错哦不错 不错 真不错 相当不错哦', 'star': 5}
{'descr': '不错 不错 真不错 相当不错哦不错 不错 真不错 相当不错哦', 'star': 5}
{'descr': '床太小，房间很小，比较吵~好像被子没有更换过被单~~比较失望吧', 'star': 1}
{'descr': '床太小，房间很小，比较吵~好像被子没有更换过被单~~比较失望吧', 'star': 1}
{'descr': '房间比较大，不是很豪华，性价比还可以，有点噪音，服务态度好。总体感觉还行，就是路边车多，比较乱。', 'star': 5}
{'descr': '还不错，干净舒适，价格很便宜，服务态度也很好', 'star': 5}
{'descr': '还不错，干净舒适，价格很便宜，服务态度也很好', 'star': 5}
{'descr': '酒店服务很好，房间也挺干净，还有电吹风可以吹头发。', 'star': 5}
{'descr': '酒店服务很好，房间也挺干净，还有电吹风可以吹头发。', 'star': 5}
{'descr': '还好吧，有噪音但是比较实惠，经济。', 'star': 3}
{'descr': '还好吧，有噪音但是比较实惠，经济。', 'star': 3}
{'descr': '总得来说宾馆不错，干净卫生，客房服务也很好，而且交通方便，离车站只有三四站。但是屋里设备有点旧 ，有些墙上插头松动，内线都裸露出来，希望宾馆能引起注意，及时修理。还有最大的问题是前台办理入住很慢，排了半个小时队，希望以后客人多时能多安排几个人在前台，提高效率。', 'star': 5}
{'descr': '总得来说宾馆不错，干净卫生，客房服务也很好，而且交通方便，离车站只有三四站。但是屋里设备有点旧 ，有些墙上插头松动，内线都裸露出来，希望宾馆能引起注意，及时修理。还有最大的问题是前台办理入住很慢，排了半个小时队，希望以后客人多时能多安排几个人在前台，提高效率。', 'star': 5}
{'descr': '去天津就在这定了一个房间，总体比较满意，离火车站不是很远，房间也挺干净的。', 'star': 5}
{'descr': '去天津就在这定了一个房间，总体比较满意，离火车站不是很远，房间也挺干净的。', 'star': 5}
{'descr': '环境极度嘈杂，有很多房间都被附近音乐学院的学生长期包住了，里面男生女生一大群，很多电脑和乐器，玩游戏的玩游戏，弹吉他的弹吉他，唱歌的唱歌，吼叫的吼叫，房门还不关，直到半夜。所以，除非如果你不是为了休息，不建议你去这个店。', 'star': 1}
{'descr': '环境极度嘈杂，有很多房间都被附近音乐学院的学生长期包住了，里面男生女生一大群，很多电脑和乐器，玩游戏的玩游戏，弹吉他的弹吉他，唱歌的唱歌，吼叫的吼叫，房门还不关，直到半夜。所以，除非如果你不是为了休息，不建议你去这个店。', 'star': 1}
{'descr': ' 這家店位置偏僻，服務很差，不是正規的賓館，只能塗便宜去了~空調一天都不停地聲響！屋子冷得要命！', 'star': 3}
{'descr': '价格便宜，靠近4S;前台MM态度不错！环境噪音大。', 'star': 5}
{'descr': '住起来还是比较舒服，所在地理位置还是比较优越，24小时热水很方便。不错', 'star': 5}
{'descr': '住起来还是比较舒服，所在地理位置还是比较优越，24小时热水很方便。不错', 'star': 5}
