{'短评内容': '很好', '短评打分': 5}
{'短评内容': '环境不错，有自助早餐！地理位置挺方便，…………………………………………………………………………………………', '短评打分': 5}
{'短评内容': '前台的服务也很热情，很喜欢，而且价格实惠，房间又大又安静，环境很好，比较干净卫生，Wifi很快，打游戏都没掉过线，太棒了，很满意得一家酒店，推荐大家入住，赞一个，会常来的', '短评打分': 5}
{'短评内容': '位置不错 隔音一般 性价比还可以', '短评打分': 5}
{'短评内容': '很近，很干净很好，老板免费接送～人挺好的～晚上睡觉也很安静，也有饮水机～外面就夜市吃小吃的，老板还在半夜被我叫起来去接朋友也没有任何怨言……两口子都很和谐的，卫生也很不错，主要价格便宜质量又好', '短评打分': 5}
{'短评内容': '酒店环境不错，服务员态度很好，房间比较整洁。', '短评打分': 5}
{'短评内容': '还可以吧', '短评打分': 4}
{'短评内容': '房间有点旧', '短评打分': 3}
{'短评内容': '房间不错，挺干净的', '短评打分': 5}
{'短评内容': '首先我半夜到的，结果发现卫生间在阳台上没有床！然后空调无力，大热天在室内汗流浃背。白天的时候干脆电梯没电了，从没有这么糟糕的入住体验', '短评打分': 2}
{'短评内容': '不行', '短评打分': 2}
{'短评内容': '好好好好好好好好好', '短评打分': 5}
{'短评内容': '房间挺好，就是服务态度需要提升。', '短评打分': 3}
{'短评内容': '环境不错，服务态度也不错，推荐！', '短评打分': 3}
{'短评内容': '环境不错，服务也相当好，推荐！', '短评打分': 3}
{'短评内容': '23层通风不好，位置设施很好。', '短评打分': 5}
{'短评内容': '房间不大，地毯脏，洗手间也小，电脑桌小，电脑都放不小。附近吃饭的很少，也很难找！打车还行', '短评打分': 5}
