{'短评内容': '很好', '短评打分': 4}
{'短评内容': '房间空气略差，其他设施都挺好', '短评打分': 5}
{'短评内容': '性价比很不错，有热带风情的风格', '短评打分': 5}
{'短评内容': '早餐还过得去且酒店有餐厅，味道中上，可以美团有优惠，能否加床不太清楚，适合带小孩，酒店对得起两三百的价格，位置在市区，有免费停车场', '短评打分': 4}
{'短评内容': '挺一般的酒店。没什么可点评的', '短评打分': 4}
{'短评内容': '交通很方便，购物什么的都方便', '短评打分': 5}
{'短评内容': '在市区里，去哪里都比较方便！', '短评打分': 5}
{'短评内容': '酒店位于市区里面，去博鳌比较方便！', '短评打分': 5}
{'短评内容': '在市区里面去哪里都方便！', '短评打分': 5}
{'短评内容': '还可以，态度不错', '短评打分': 5}
{'短评内容': '还不错，算是琼海比较好的酒店了，可惜总是太贵', '短评打分': 5}
{'短评内容': '比较干净整洁，酒店内餐食也不错，中心城区也都很方便。不过小城市环境也一般。', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '设施新   环境好 安静 服务态度很好 耐心解答 热情 琼海城市是一种和谐的气氛', '短评打分': 5}
{'短评内容': '房间非常的好，很喜欢，不错不错，下次还来', '短评打分': 5}
{'短评内容': '非常好！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '景观一般，环境还行', '短评打分': 5}
{'短评内容': '还不错吧', '短评打分': 5}
{'短评内容': '有一次性的拖鞋就更好了', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '主要是看周边环境才选择了这家，住的那天下午楼上装修吧，电钻的声音吵的要命。', '短评打分': 4}
{'短评内容': '餐食很可口', '短评打分': 4}
{'短评内容': '交通方便，环境很好，房间很大干净卫生，值得推荐。', '短评打分': 5}
{'短评内容': '该酒店:环境不错,位置较好,卫生干净,交通方便,是你理想的选择.', '短评打分': 5}
{'短评内容': '工作方便，交通方便，下次还来住。。。。。。。。。', '短评打分': 5}
{'短评内容': '交通方便，周边设施齐全，主要离自己办公地点比较近。', '短评打分': 5}
{'短评内容': '设施很新，服务还可以，基本达到四星标准，价格实惠，算是琼海比较好的酒店了。', '短评打分': 5}
{'短评内容': '很不错 性比价也很高 配置也不错 交通也很方便', '短评打分': 5}
{'短评内容': '酒店服务有待提高，价格偏高。早晨很简单，地理位置不好', '短评打分': 1}
{'短评内容': '房间采光和通风不好，没有事先说清，新装修，味道很大。', '短评打分': 1}
{'短评内容': '住宿环境好', '短评打分': 3}
