{'短评内容': '很好', '短评打分': 5}
{'短评内容': '早餐一般，不能加床。', '短评打分': 4}
{'短评内容': '宾馆建成时间比较久，可能是当地一线宾馆了，还算可以吧', '短评打分': 4}
{'短评内容': '暖气太给力了', '短评打分': 4}
{'短评内容': '不错，暖气太热啦。', '短评打分': 4}
{'短评内容': '酒店服务很好', '短评打分': 4}
{'短评内容': '家人很满意，下次还会选', '短评打分': 5}
{'短评内容': '设施齐全', '短评打分': 4}
{'短评内容': '环境好，卫生条件好，设施全，交通方便', '短评打分': 5}
{'短评内容': '四星级标准很不错', '短评打分': 4}
{'短评内容': '经常来这里，不错不错', '短评打分': 4}
{'短评内容': '不太好，设施老，价格高，服务不好', '短评打分': 3}
{'短评内容': '酒店还可以，就是没有定到我想要的两间房！\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '酒店还可以，就是没有定到我想要的两间房！', '短评打分': 5}
{'短评内容': '这间酒店在当地算是条件最好的了， 如果是商务访问基本没有别的选择。\n问题是：房间隔音太差。隔壁房间打电话我听得清清楚楚。这间酒店还好像是当地政府开会的首选酒店，会议期间走廊里粗声大气讲话的声音以及到处弥漫的香烟味道使得我们非常难受。在这个城市谈不上服务，更不用说酒店的星级标准了。能有个干净卫生的住所就不错了。', '短评打分': 5}
{'短评内容': '贵。', '短评打分': 3}
{'短评内容': '舒适上网快，算当地最好的酒店了。服务也不错。', '短评打分': 3}
{'短评内容': '非常好', '短评打分': 3}
