{'短评内容': '非常满意', '短评打分': 5}
{'短评内容': '非常满意非常完美非常喜欢非常好', '短评打分': 5}
{'短评内容': '非常满意非常感谢', '短评打分': 5}
{'短评内容': '酒店设施老旧，位置极佳！', '短评打分': 4}
{'短评内容': '提前一周抢的特价房，在铜锣湾，逛街吃饭很方便，房间很小，不过睡觉也还好，床垫太软，不过胜在性价比还可以吧。服务一般，头天晚上去问可以帮叫车送机吗？说不行，也没告诉我有机场大巴，第二天退房才看到，前台说去楼下礼宾部可以直接坐，楼下礼宾说不行要提前四小时预定，只好去打车，有点麻烦，感觉是不是还是有点歧视内地人。另，很诡异的是，毛衣放被子上，死活找不到，巴掌大地方我翻了几遍，不知道是不是换床单的时候裹进', '短评打分': 4}
{'短评内容': '位置在铜锣湾，酒店环境可以接受，住宿还可以，周边算便利', '短评打分': 5}
{'短评内容': '酒店不错，干净，去铜锣湾很方便，加了点钱换的高层，风景的确好～下次来还住这！', '短评打分': 5}
{'短评内容': '酒店房间真的很小，房间卫生还不错，服务生态度很好。酒店周围环境较差。价格比较便宜！', '短评打分': 5}
{'短评内容': '京东酒店 服务', '短评打分': 5}
{'短评内容': '京东酒店 服务', '短评打分': 5}
{'短评内容': '不想评价   拍了就给取消了', '短评打分': 5}
{'短评内容': '在这方面的问题。你在哪了！我是一个月没关系！你就不要说了我一个人简介', '短评打分': 5}
{'短评内容': '经过多次比对，京东最划算，四百多，房间还可以，记得带五百押金', '短评打分': 5}
{'短评内容': '多次居住了，出门即是时代广场，购物美食好方便的，还会来的', '短评打分': 5}
{'短评内容': '离地铁站很近，附近吃饭的地方很多，房间比较小，但是在香港中心地带，也可以接受了，卫生做得很好，下次去香港还会考虑入住的', '短评打分': 5}
{'短评内容': '方便快捷，价格合理，赞！', '短评打分': 5}
{'短评内容': '房间不错，环境很好。', '短评打分': 5}
{'短评内容': '提前预定的，超方便，房子迷你，但处于闹市区，交通购物极为便利，下次去香港会继续入住', '短评打分': 5}
{'短评内容': '还好', '短评打分': 5}
{'短评内容': '酒店位置不错，出去逛、吃饭方便，但房间床的确不大', '短评打分': 5}
{'短评内容': '稳', '短评打分': 5}
{'短评内容': '交通不错，两张小床拼在一起的，有一张床比较脏，睡起来痒痒的，\n换了一张床就好一些。\n请加强卫生管理', '短评打分': 4}
{'短评内容': '酒店不错了，香港的酒店房间就是小。', '短评打分': 5}
{'短评内容': '酒店不错了，香港的酒店房间就是小。', '短评打分': 5}
{'短评内容': '。。。。', '短评打分': 5}
{'短评内容': '位置好，但是房间迷你，床是两张拼的，小孩儿没法睡', '短评打分': 4}
{'短评内容': 'I have stayed at this  hotel several times already. It is good hotel to stay for a short time and it is very convenience for shopping area, near by subway , fruits market, lots of restaurants around.S', '短评打分': 3}
{'短评内容': '商务旅行不错', '短评打分': 5}
{'短评内容': '要求問題，立即回覆，對此感到高興，最想入住按摩池房間，可惜價格太貴，有機會一定會想住此房間，由於按摩池房間沒有公開價錢，所以特價時不知道，可以的話，公開優惠是最理想的。', '短评打分': 4}
{'短评内容': '酒店确实比较小，但方便！设施齐！但真的太小了！', '短评打分': 4}
{'短评内容': '携程的价格太忽悠了，当天订当天入住的房，早上订的600多，到了下午就变成400多了。', '短评打分': 5}
{'短评内容': '一个字形容：小！香港住过这么多酒店，最小的一个！除了地段好！真心没有优点了！不会住了！', '短评打分': 4}
{'短评内容': '很不错，交通方便', '短评打分': 5}
{'短评内容': '酒店非常小，床垫也睡的不舒服，香港真是寸土寸金，位置不太好找，在一条巷子里，附近是菜市场，有几家大排档。', '短评打分': 3}
{'短评内容': '对于香港来说 还是不错的', '短评打分': 5}
{'短评内容': '房间小', '短评打分': 5}
{'短评内容': '房间干净整洁，位置方便，就是隔音不好，关门的声音很大，靠近高架桥的房间很吵', '短评打分': 5}
{'短评内容': '酒店不错。', '短评打分': 4}
{'短评内容': '酒店不错。', '短评打分': 4}
{'短评内容': '订的是大床房，所谓的大床就是两张半米的床拼在一起，而且还高低不平，睡得很累，房间不是很小，是非常小，碰上下雨天，房间潮潮的，就更难受。周边吃的很多，商铺很多，可以说是应有尽有，这是唯一的优点。', '短评打分': 2}
{'短评内容': '酒店出入街道有点乱糟糟的，距离地铁较远，电梯分两次到房间，不能直达。', '短评打分': 4}
{'短评内容': '房间太小，其他不错', '短评打分': 3}
{'短评内容': '酒店环境好，周边购物，交通都很方便。价格相对合理。另外就是可以看到香港夜景，很不错，下次还会住这里。', '短评打分': 5}
{'短评内容': '离时代广场很近，交通便利，酒店装修还过得去，服务也不错。', '短评打分': 5}
{'短评内容': '挺不错的，价格不算贵，在香港还算过得去。下次还会住，推荐！', '短评打分': 5}
{'短评内容': '地点适中，价格合适，就是房间太小了，不过设施还是想得挺全的！', '短评打分': 5}
{'短评内容': '房间对于香港来说算是还可以的，只是房间被套和床单不是特别干净', '短评打分': 3}
{'短评内容': '酒店比较干净，最重要的是交通比较便利，时代广场，SOGO就在边上。', '短评打分': 5}
{'短评内容': '整体环境不错，离时代广场好近哦.，房间虽小了点但布置的蛮舒适的.！', '短评打分': 3}
{'短评内容': ' 干净，楼层高视野广，附近时代广场，City super吃购方便。最佳是惠康超市，其内水果、牛奶、便当相当不错。', '短评打分': 3}
{'短评内容': '不错~只是五一假期和展会时间的价格稍高。离时代广场很近的', '短评打分': 5}
{'短评内容': '这个酒店很干净舒服', '短评打分': 3}
{'短评内容': '环境不错，交通也不方便，是性价比很高的一家酒店，就是房间小了点', '短评打分': 5}
{'短评内容': '真的是精品酒店,房间虽小,但很精致,五脏具全.\n酒店地理位置也很好,理铜锣弯时代广场5分钟路程.酒店楼下还有个菜场,茶餐厅,面包房之类的,早晨还能体验香港市民的生活.\n总之,性价比高,值得推荐.', '短评打分': 5}
{'短评内容': '酒店很好！很干净!逛街也很方便!', '短评打分': 3}
{'短评内容': '地段不错。餐饮、交通、购物都很方便。服务员、保安热情负责。走廊地毯陈旧该洗洗啦，卫生间只有浴巾和擦手小方巾，应该加放两条毛巾。', '短评打分': 3}
{'短评内容': '地理位置没的说，房间小很紧凑，谈不上舒适，住还是问题不大。干净卫生，出入方便。旁边的多多餐厅的烧鹅、烧鸭非常棒，菜的分量特足。下次还会考虑住这里。', '短评打分': 5}
{'短评内容': '酒店很好，虽处闹市却很安静。从时代广场出发过两个街区就到了，高架桥对面就可以看到，可是走近却很难发现因为他藏身在一个小弄里，不注意看很难发现。酒店内部设施较华丽，和香港其他酒店一样都是袖珍型的。不过隔音很好。房间按时收拾，热水很及时，不用等待。冷气供应不错，这也是香港也大特色。小冰箱和小保险箱一应俱全。小小的两个单人床并在一起。床头柜上一个大大的电子表很显眼也很实用。旁边就是美心快餐店，吃早饭是没', '短评打分': 5}
{'短评内容': '非常好，酒店干净，价格适中，下次还到这里住。', '短评打分': 3}
{'短评内容': '房间很小，但是东西很齐全，挺干净。离时代广场近，附近也有很多小餐馆，水果摊，挺方便的', '短评打分': 5}
{'短评内容': '酒店为新装修的，离铜锣湾非常近，只有几分钟的路程，非常干净。', '短评打分': 5}
{'短评内容': '比想象中的好多了，做地铁很方便，铜锣湾C口出哦！', '短评打分': 5}
{'短评内容': '位置不错，干净卫生，交通便利，方便购物。', '短评打分': 5}
{'短评内容': '位置非常不错，下边紧邻菜市场，很方便，到时代广场直线距离100米。下次还住这里。房间很小，香港都这样了，还是国际连锁酒店，时间短 将就吧。', '短评打分': 5}
{'短评内容': '酒店还是不错的，在这个地点，这个价位还真是很合算', '短评打分': 5}
{'短评内容': '感觉不错，虽然房间小了点，但很整洁、舒服。且周边购物很方便：sasa、万宁、卓悦、屈臣氏都均有！！下次有需要还会作为首选的！', '短评打分': 5}
{'短评内容': '酒店很新，虽然小，位置好，方便，但是我很喜欢。下次还住！', '短评打分': 3}
{'短评内容': '酒店不错，很干净', '短评打分': 3}
{'短评内容': '香港是个寸土是金的地方，住进酒店后还是挺不错的，干净，位置好，居然在路上看到周润发，没敢找他签名，遗憾！', '短评打分': 5}
{'短评内容': 'very good 非常方便，值得推荐。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '下次去还会住，也不贵，服务好，地段好，推荐推荐推荐', '短评打分': 5}
{'短评内容': '酒店位置不错，靠近时代广场，出行、购物都挺方便', '短评打分': 5}
{'短评内容': '地段实在不错，也很好找，房间在香港不算小，床睡得也很舒服。酒店旁就有香港的菜场，后面一条街都是吃海鲜的，茶餐厅赞一个。下次去香港还住这。', '短评打分': 5}
{'短评内容': '非常好，交通非常方便。楼下有很多吃的。离地铁口很近，就算逛酒店附近都要逛很久！', '短评打分': 5}
{'短评内容': '非常不错，因为我是龙萃卡，免费升级为高级房，位置也好，下次一定住这家', '短评打分': 5}
