{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '总体还不错，这个价位含早餐就最好了', '短评打分': 5}
{'短评内容': '酒店很好，下次还会选择。但这家的单人房面积还是小了点。', '短评打分': 5}
{'短评内容': '位置优越', '短评打分': 5}
{'短评内容': '早餐比较丰盛，停车位有些紧张', '短评打分': 5}
{'短评内容': '优缺点很鲜明的酒店。服务不错，路上碰到服务员大都会打招呼。住的第二天晚上有酸奶水果，房间网络也不错。电脑比较新，速度快。早餐种类不算太多但是也够丰富了。缺点是设施旧，房间空间小，特别是衣柜。衣服要斜着才能放进去。洗澡的花伞只有上面固定的，出水比较分散，洗起来吃力。台盆下水慢，刷牙洗脸完了半天水下不去。每天晚上都有按摩服务的骚扰电话，可能有些人会需要吧……', '短评打分': 4}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '房间小，不给调换靠电梯近的房间，屋里烟味很浓，浴巾上有血迹，床还是比较舒服的，卫生间的淋浴有点不好调水温度', '短评打分': 3}
{'短评内容': '地理位置极佳，性价比非常好下次来还住这里！', '短评打分': 5}
{'短评内容': '性价比还可以', '短评打分': 4}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 4}
{'短评内容': '设施都是坏的，很差。房间也很不干净。', '短评打分': 2}
{'短评内容': '一直住华中，每次都觉得不错！', '短评打分': 5}
{'短评内容': '房间有点小，停车位很紧张，但是价格低啊，总之性价比很高了，很高很高了。购物对面有保广，早餐南边有北斗星，正餐更不用说了，太多了。', '短评打分': 5}
{'短评内容': '地理位置很好，交通方便', '短评打分': 5}
{'短评内容': '不错，不错。', '短评打分': 5}
{'短评内容': '房间小，干净整洁。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '服务很不错', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': ' 性价比很高的酒店，下次还会选择! 就是拐的弯太多，象迷宫一样，呵呵', '短评打分': 3}
{'短评内容': '环境不错，服务也很好，下次来还会住华中假日！', '短评打分': 3}
{'短评内容': '环境不错，服务也好，下次来还会住这里！', '短评打分': 3}
{'短评内容': '极力推荐！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '极力推荐！！！！下次s还住！！！！！！！！！！', '短评打分': 5}
{'短评内容': '很舒服很smart的房间，很温馨，以后还继续预定。', '短评打分': 5}
{'短评内容': '很好的酒店，很干净，环境不错，下次一定还继续订', '短评打分': 5}
{'短评内容': '酒店很好，每次来都住这。 酒店很好，每次来都住这。', '短评打分': 5}
{'短评内容': '单人间墙壁发霉，感觉不好', '短评打分': 3}
{'短评内容': '预订手续便捷 方便 非常满意', '短评打分': 3}
{'短评内容': '不错的三星级酒店', '短评打分': 3}
{'短评内容': '酒店地理位置在市中心，买东西非常方便，房间卫生条件很好，不错', '短评打分': 3}
{'短评内容': '还好，交通方便，购物方便，工人座房顶修缮，有点儿 吵', '短评打分': 5}
{'短评内容': '只能说一般吧,早餐也不丰富,还是建议住秀兰饭店.', '短评打分': 5}
{'短评内容': '华中酒店真的很不错，服务很贴心，性价比很高，周边吃饭购物方便得很，我和老公决定以后到保定还住这！', '短评打分': 3}
{'短评内容': '还可以还可以还可以还可以还可以还可以还可以还可以还可以', '短评打分': 5}
{'短评内容': '还可以还可以还可以还可以还可以还可以还可以', '短评打分': 5}
{'短评内容': '虽然有点旧，但是酒店设施挺好的，离市中心也都挺近的，交通方便。', '短评打分': 5}
{'短评内容': '很不错的酒店，很舒适的环境，很喜欢。下次一定继续选择。', '短评打分': 5}
{'短评内容': '酒店位置很好，房间很棒，服务也很好，下次来还住这', '短评打分': 3}
{'短评内容': '好舒适的环境，很好的卫生设施，很温馨的感觉。', '短评打分': 5}
{'短评内容': '全新的装修，全新的房间，住起来很舒服。下次一定继续居住。', '短评打分': 5}
{'短评内容': '房间设施不错，装修很新，挺好的。以后还会继续选择。', '短评打分': 5}
{'短评内容': '不错的四星酒店', '短评打分': 3}
{'短评内容': '酒店装修很新，住得很舒服，很满意。下次一定还选择。', '短评打分': 5}
{'短评内容': '酒店早餐厅虽然不大，样式虽然不是很多，但做的还行，中餐厅也不错，包间很多，菜做的不错。', '短评打分': 5}
{'短评内容': '酒店服务设施比较齐全，楼层比较矮，房间都不朝路，比较安静。', '短评打分': 5}
{'短评内容': '酒店是综合性集团，房价会有打折促销，单人间设施不错，性价比高。', '短评打分': 5}
{'短评内容': '酒店位置不错，在市中心，周边有北国还有宝百，购物吃饭都很方便。', '短评打分': 5}
{'短评内容': '性价比很高，设施较好，早餐特别好，交通便利。', '短评打分': 5}
{'短评内容': '物有所值！', '短评打分': 3}
{'短评内容': '免费升级的大床房，很好，安静，早餐还需要增加一些东西。', '短评打分': 5}
{'短评内容': '相对价格来说，房间有点儿小，而且房屋中有味道，不过我住的地方倒是安静。', '短评打分': 1}
{'短评内容': '，酒店不错，就是早餐太贵。推荐住在酒店，吃在对面的KFC。', '短评打分': 3}
{'短评内容': '早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵', '短评打分': 5}
{'短评内容': '早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵', '短评打分': 5}
{'短评内容': '早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵早餐自费太贵', '短评打分': 5}
