{'descr': '很好', 'star': 5}
{'descr': '交通方便，卫生干净', 'star': 5}
{'descr': '很一般，只是因为离要拜访的客户近才选择这里。设施很旧。', 'star': 3}
{'descr': '卫生实在太差了，淋浴房拉门坏的，马桶脏', 'star': 3}
{'descr': '随便住住还行，隔音很一般。', 'star': 4}
{'descr': '不错，离医院很近', 'star': 5}
{'descr': '挺好的不错', 'star': 5}
{'descr': '还不错吧', 'star': 5}
{'descr': '考试距离太远，考点附近订家酒店方便，房间太小，有窨井味道，隔音超差，后悔呀', 'star': 3}
{'descr': '有改进的空间', 'star': 3}
{'descr': '非常满意。', 'star': 5}
{'descr': '房间一股味道，实在是不能接受，通风了半天，还是一股臭味，是卫生间出来的，卫生间朝着床，所以很郁闷', 'star': 3}
{'descr': '朋友需要定在附近，交通方便', 'star': 4}
{'descr': '设施环境挺好，就是外卖不送到房间。前台应该给外卖的一卡上楼把外卖送上去…虽然有发小广告的逗比…那就由酒店的人送下咯。', 'star': 5}
{'descr': '还好吧，可以', 'star': 4}
{'descr': '地理位置非常方便。出来考试住得。', 'star': 4}
{'descr': '推荐在军工路拍婚纱照的朋友入住\n\n我住的是标间\n房间较小，看起来比较安静，环境一般（不要抱太大希望），但是在附件那一带的宾馆中算是比较规范的，一般住住安全放心。', 'star': 5}
{'descr': '房间蛮不错的，比想像中的大！装饰简单实在！', 'star': 3}
{'descr': '帮朋友预订，离家近，除房间有点小外其他都OK！朋友也很喜欢。', 'star': 5}
{'descr': '干净安静，旁边有欧尚超市，地铁8号线，交通便利，室内设备都很好用。服务态度很好。', 'star': 5}
{'descr': '一般般，五角场地区的格林豪泰很不错，这个不能比。房门残旧，我真怕晚上人家一推就进来。感觉不够干净', 'star': 1}
{'descr': '恩，还行的·······················', 'star': 5}
{'descr': '  房间隔音较差，其他设施尚可，服务还不错。', 'star': 5}
{'descr': '酒店环境好，就是离长海医院近，但离地铁有点远。', 'star': 5}
{'descr': '住房环境可以', 'star': 3}
{'descr': '还行吧。蛮干净的。不过能换液晶电视就更加好了。', 'star': 5}
{'descr': '早餐 也 没 有 ,擦 鞋 纸 也 不 提 供 ,与 汉 庭 及 锦 江 等 快 捷 酒 店 根 本 就 无 法 比     ', 'star': 1}
{'descr': '还可以的~~~\n~~~~~~~~~~~~~~~~~~~~~~·', 'star': 5}
{'descr': '不错，还蛮清爽的,就是洗澡的地方是玻璃的，有点不习惯', 'star': 5}
{'descr': '环境不错，挺干净,出行也比较方便，下次还会选择\n', 'star': 5}
{'descr': '干净倒是干净。。。 就是房间小了点。而且隔音不太好。走廊里一有什么动静 听得很清楚。。。 交通还算方便。', 'star': 1}
{'descr': '浴巾和毛巾有点旧了    而且一次性拖鞋是要向前台取得', 'star': 1}
{'descr': '环境还不错，靠近地铁8号线的嫩江路，总体服务水平还可以。', 'star': 5}
{'descr': '环境还行，空调有异味…', 'star': 3}
{'descr': '价格跟环境不符，太闹了，靠着路边,而且房间太小了', 'star': 1}
{'descr': '没有一次性拖鞋，毛巾可以换一换了...总的来说，一般般  ', 'star': 5}
{'descr': '条件和一般的连锁酒店差不多，讨厌的是他们家淋浴房与房间之间是透明玻璃。两个人入住的话，如果不是情侣、夫妻，洗澡真是蛮尴尬的。还有就是用的塑料拖鞋、一双女式一双男式，女式那双真是小，可能我是大脚丫头吧。枕头有点矮……', 'star': 1}
{'descr': '硬件比较差，拖鞋是塑料的那种，像招待所。打电话到前台拿一次性的过来，透明的。', 'star': 1}
{'descr': '酒店住房环境还行，就是不隔音，走道上说话都能听到，离地铁站需要走回，地理位置一般，旁边是上海科技管理学校，对于这次去参加考试而言很方便', 'star': 5}
{'descr': '干净，客人较多哦，服务有一定忙不过来哦，总体还是不错的。。', 'star': 1}
{'descr': '第二次入住了，酒店还不错，离地铁和上海第二军医大学要1站路', 'star': 5}
{'descr': '酒店不错，毛巾偏旧了。离地铁约1.2公里，到长海医院要1站路，门口就有公交站，走路15分钟。', 'star': 5}
{'descr': '环境还是不错的，就是马桶漏水，浴室和卫生间不隔开，淋浴水太小，冷热无常，不是很满意！', 'star': 1}
{'descr': '还好吧  勉强能接受   大家要是考试的话能住住  有点吵', 'star': 1}
{'descr': ' 靠近上海科技管理学院，考试很方便！必过！必过！', 'star': 3}
{'descr': '住过最烂的莫泰了', 'star': 3}
{'descr': '环境与硬件均不错，只是离地铁和五角场商业区远点', 'star': 3}
{'descr': '总体满意。房间宽敞，环境卫生，服务态度好。唯一退房人多时，办理速度较慢。', 'star': 5}
{'descr': '居住环境不错，挺干净的，而且隔音效果挺好，服务态度也不错，如果在上海科技管理学院考试的话还是 挺方便的，个人干净不错，值得推荐的~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '＋酒店还行，离东方肝胆医院比较近，走路也方便，离欧尚超市的距离也在能接收的范围内', 'star': 3}
{'descr': '帮朋友定的，应该不错吧~~呵呵 定了3天，但朋友好像住了一个星期啊~~~', 'star': 5}
{'descr': '如果去长海医院的话，这里的家庭房还不错。至少3个人能够睡得下。就是离地铁远点', 'star': 5}
{'descr': '世博期间就是贵了点，其他都还行。为什么一定要满20字呢？', 'star': 5}
{'descr': '不错，比想象中的离地铁更远，至少一刻钟', 'star': 3}
{'descr': '不错，估计是离地铁站比较远，还能订上', 'star': 5}
{'descr': '都还可以', 'star': 5}
{'descr': '还可以', 'star': 5}
{'descr': '隔音非常差!想早点睡觉22点睡的,一直到24点才迷迷糊糊的睡着,隔壁说话声音,楼上电视声音还有卫生间洗澡冲水声音,吵的很难睡着!半夜4点多还被某种YD的声音给吵醒,希望隔音做的好点吧,我以后尽量不选168了', 'star': 1}
{'descr': '比较喜欢酒店的落地窗，阳光很舒服！不过服务有点差，叫清扫的服务员半天都不来，前台素质也不高！\r\n还有洗手间怎么可以是全透明的玻璃呢？这样和同事一起住，洗澡很尴尬！', 'star': 3}
{'descr': '比较喜欢酒店的落地窗，阳光很舒服！不过服务有点差，叫清扫的服务员半天都不来，前台素质也不高！', 'star': 5}
{'descr': '装修不错，比较干净，设施安排合理，服务也不错，比较温馨，离开欧尚超市不远，步行即可，购物方便。但是与附近的宾馆比较房价比较高。', 'star': 1}
{'descr': '元旦去上海到酒店就是24点了，酒店的两个男服务员服务水平很差，而且隔音效果相当的差。', 'star': 1}
{'descr': '一般一般 房屋有点破损 窗户太多 总体不错', 'star': 5}
{'descr': '酒店的位置有点偏,但是在中原地区来说,好象是唯一的连锁经营的经济型酒店.酒店大堂和公共走道都不错,进入房间感觉比较干净.卫生间和房间的是用玻璃隔开,但是内墙由于装修不到位或者什么原因,墙角底下全部泛潮,墙面翘起,看上去很不舒服,打电话去总台想换房,被告知其他房间都有相同的问题,说要改进,但是那样的房子在经营可能不会有回头客的了.晚上空调热气也不足,在上海晚上气温较低的时候没有暖气不足,睡在那床上觉', 'star': 1}
{'descr': '连住不换床单要征询住客的意见吧，怎么能说一般都是这样的呢？\r\n隔音比较差，晚上有骚扰电话。', 'star': 1}
{'descr': '就是床有点声音', 'star': 5}
{'descr': '总体还不错', 'star': 5}
{'descr': '卫生条件有待改观', 'star': 5}
