{'短评内容': '很好', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '太差了', '短评打分': 2}
{'短评内容': '还不错  环境还行', '短评打分': 5}
{'短评内容': '房间挺大的，就是离市区还稍微远一点点，要走10分钟才能到鼓楼广场，总体不错了', '短评打分': 3}
{'短评内容': '服务好，环境不错，停车方便，购物方便，房间干净整洁利索，周围周边环境安静，是一个出差入住的好地方，谢谢', '短评打分': 5}
{'短评内容': '不错，就俩问题 一个是无线网不咋地 一个是早餐太不行，别的都很满意。干净够大。', '短评打分': 4}
{'短评内容': '不错不错，出来玩来这住挺好的，目光所及之处都挺干净的。离火车站一条直线过来就行', '短评打分': 4}
{'短评内容': '距离火车站不远，环境还可以，方便出去逛街，距离商业街不远，还有公园，下次还会去', '短评打分': 3}
{'短评内容': '附近有公交站，超市，饭店也比较近。还可以。', '短评打分': 3}
{'短评内容': '还可以。一般般吧，下次还会光顾，蛮实惠', '短评打分': 3}
{'短评内容': '还可以还可以还可以还可以', '短评打分': 3}
{'短评内容': '性价比非常高，十一还能这个价格非常好，非常满意。', '短评打分': 3}
