{'短评内容': '总体感觉一般般，中餐厅也一般', '短评打分': 3}
{'短评内容': '1、酒店在市区东边，应该属于新区。2、硬件很好，服务很到热情周到，因为入住时间点很晚，到了房间，空调已经打开，有水果，拖鞋都已经放好，房间很大，早餐还算丰富，停车方便！3、非常棒的酒店，硬件和服务都是五星级水准，超赞。', '短评打分': 5}
{'短评内容': '基本商务出行这边居住的话会选择入住这家酒店。环境不错，特意选择了带浴缸的房型。早餐也丰富。地理位置也很好。', '短评打分': 5}
{'短评内容': '基本商务出行这边居住的话会选择入住这家酒店。环境不错，特意选择了带浴缸的房型。早餐也丰富。地理位置也很好。', '短评打分': 5}
{'短评内容': '沭阳汇峰大饭店地处开发区,进出交通便利,前台服务到位开票快速.房间宽敞整洁,每天给我们提供一盘水果有香蕉,桔子,新鲜枣子等. 晚上就近，在汇逢大饭店就餐，饭店推荐套餐1800元还加山药饮料和豆腐饺9人共消费2000多元，关键是菜肴不可口，以后一定开车去其他餐厅。', '短评打分': 5}
{'短评内容': '订单很快优惠多', '短评打分': 5}
{'短评内容': '不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错', '短评打分': 5}
{'短评内容': '不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错', '短评打分': 5}
{'短评内容': '不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错', '短评打分': 5}
{'短评内容': '不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错', '短评打分': 5}
{'短评内容': '在当地环境应该算最好的了，住着不错，早餐过简单。', '短评打分': 5}
{'短评内容': '设施还算不错，应该有4星级的标准，离五星级还有些差距。地理位置不太好，晚上周围黑漆漆的感觉，后面的别墅也只建到一半，没有人。早餐比较简单，不够丰富。性价比一般。', '短评打分': 4}
{'短评内容': '不错………………', '短评打分': 5}
{'短评内容': '环境优美,服务周到,设施先进,整洁卫生。', '短评打分': 5}
{'短评内容': '环境优美,服务周到,设施齐全，清洁卫生。', '短评打分': 5}
{'短评内容': '这酒店干净，地点位置也很方便，出差住这里还是很方便的', '短评打分': 5}
