{'短评内容': '很好', '短评打分': 5}
{'短评内容': '设备还要提高一点', '短评打分': 4}
{'短评内容': '经常住这里，环境及服务态度都很好，能加上早餐就更好了', '短评打分': 5}
{'短评内容': '很一般', '短评打分': 4}
{'短评内容': '虽然房间大，但这是我住过同等价位最差的酒店！', '短评打分': 3}
{'短评内容': '服务态度很好，交通便利，值得推荐', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '酒店位置优越，交通便利，单人间很大，早餐虽然花样不多，但味道挺不错！', '短评打分': 5}
{'短评内容': '环境很好，服务态度也很好，有回家的感觉，地理位置也很优越', '短评打分': 5}
{'短评内容': '推荐入住', '短评打分': 5}
{'短评内容': '进屋一股潮味，吧台空空如也，晚上12点4楼热水就不热了，白天也不热。第二天换了一个宾馆洗澡的。不推荐。', '短评打分': 3}
{'短评内容': '离飞机场很近呢,方便，第二次入住了。吃饭也方便', '短评打分': 5}
{'短评内容': '酒店位置不错。出差住很方便，下次还会再住这里。', '短评打分': 5}
{'短评内容': '挺好的，吃饭购物方便。就是高峰时有点堵车', '短评打分': 5}
{'短评内容': '房间有点老，早餐比较差，这个价钱不如去鹏宇了。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '还行吧，，位置比较方便，有机会可能还来住吧', '短评打分': 5}
{'短评内容': '往的还行,早餐一般,价格偏贵,这里以娱乐为主', '短评打分': 3}
{'短评内容': '酒店房间还好，比较大，也很干净，但就是早餐有点差', '短评打分': 1}
{'短评内容': '\nDp22条件不错，但服务不好。', '短评打分': 3}
{'短评内容': '价格适中，房间面积很大，距离城隍庙很近 就是人员比较混杂，不太安静', '短评打分': 5}
{'短评内容': '居住环境舒适，房间用品丰富，早餐不错，但洗浴中心服务较差。', '短评打分': 5}
{'短评内容': '长治非常干净的一个酒店了，地理位置还非常的不错。就是早餐的质量一般了点！其他都非常好。', '短评打分': 5}
{'短评内容': '长治非常干净的一个酒店了，地理位置还非常的不错。就是早餐的质量一般了点！其他都非常好。而且这个酒店有点贵！', '短评打分': 5}
{'短评内容': '早餐不错，位置好，酒店服务挺到位的，卫生间是新装修的', '短评打分': 5}
{'短评内容': '酒店交通位置不错，适合商旅，早餐在当地酒店算丰盛的了。', '短评打分': 5}
{'短评内容': '酒店位置不错，房间比较干净，早餐也比较丰富，价格有点小贵，不过也是值得推荐的。', '短评打分': 5}
{'短评内容': '房间干净，地理位置不错，环境优雅，早茶也不错，值得入住。', '短评打分': 5}
{'短评内容': '价格稍高，房间很大，但显得很空，热水不太好，早上起来放了十几分钟都没热，早餐一般', '短评打分': 5}
{'短评内容': '挺一般的，价格比较贵，感觉不太值。以后不打算再入住。', '短评打分': 1}
{'短评内容': '不错的酒店，住过一次，还不错吧！早餐一般，服务还可以，查房挺快的', '短评打分': 5}
{'短评内容': '不错的地段，出行很方便，服务也可以，值得推荐', '短评打分': 5}
