{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '交通方便，前台小哥服务很好，里面的洗发水沐浴露真的不错', '短评打分': 5}
{'短评内容': '环境挺好的', '短评打分': 5}
{'短评内容': '可以可以可以', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '空气清新剂真心不好闻，推荐不要用了', '短评打分': 5}
{'短评内容': '实惠，酒店位置在老城区方便', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '位置不错，干净卫生，也实惠。', '短评打分': 5}
{'短评内容': '这个酒店还是比较舒服的，里面的环境挺不错，酒店的服务也很好，里面也挺安静的，噪音比较小，给五星好评，以后有机会还会去的', '短评打分': 5}
{'短评内容': '出差住一下还可以。', '短评打分': 4}
{'短评内容': '房间设施不错，浴室差一点点。', '短评打分': 4}
{'短评内容': '房间挺干净的，服务也热情，周边环境不错，交通方便，因为入住的比较晚，只有一个房间了，没有选择的余地，感觉不是很安静，有点点吵，但总体满意，下次有机会再来', '短评打分': 5}
{'短评内容': '干净整洁卫生', '短评打分': 5}
{'短评内容': '房间虽小但布局合理，一点不觉拥挤。虽然附近在修地铁，环境比较嘈杂，但是酒店工作人员热情有礼，房间里细小之处也能感受到其对顾客的关怀与用心。 总体非常满意，以后有需要还会选择入住。 非要说点不足，大概就是那个从门缝塞进来的小广告了…', '短评打分': 5}
{'短评内容': '价格便宜 房间不打 卫生还不错 门口吃的很多', '短评打分': 4}
{'短评内容': '没挑出啥毛病，挺好的，房间干净。', '短评打分': 5}
{'短评内容': '酒店挺干净的，设施齐全，价格也是附近我能找到的最低的，很不错，相当满意。', '短评打分': 5}
{'短评内容': '多次入住这里了，干净，服务好，一楼小餐厅实惠又方便。', '短评打分': 5}
{'短评内容': '很好很强大啊   以后还去这家', '短评打分': 5}
